Estimator,AOE1_MEAN,AOE1_STDEV,AOE2_MEAN,AOE2_STDEV
boeck2020/dar,0.010934823760542224,0.08477000765221826,0.0036733202936365247,0.004445086146460351
boeck2019/multi_task,0.01792626115142189,0.11981594491354228,0.003390662473009952,0.0038743132669942283
boeck2019/multi_task_hjdb,0.018791762706528298,0.1219979623200636,0.003773885132816062,0.012534892264663812
sun2021/default,0.022620316126048784,0.12470423754818503,0.008528537562817986,0.019151258072890434
schreiber2018/cnn,0.03297570326034483,0.15973978072556216,0.007624077691881561,0.029509195211689324
schreiber2018/fcn,0.05461235819378486,0.21281374521082552,0.007779424837041449,0.025422904784048673
schreiber2018/ismir2018,0.05594847863361508,0.21572577037571017,0.007561980353037159,0.03109318753713327
schreiber2017/mirex2017,0.0818236591922957,0.26402947865118115,0.007935395216306831,0.0443403618421938
schreiber2017/ismir2017,0.12942407912279968,0.32784422067134217,0.009748535857992301,0.052066520842512766
boeck2015/tempodetector2016_default,0.1678363697207584,0.3733477878879383,0.007231775981341189,0.0065898826927633545
davies2009/mirex_qm_tempotracker,0.30399643764867135,0.4329247509095684,0.03864484143743113,0.074674149022031
zplane/auftakt_v3,0.3078907383626679,0.44893425808392073,0.017743884211442417,0.06805543886848843
oliveira2010/ibt,0.3190723843844811,0.4412957726667429,0.0343098056382117,0.07918105243225154
klapuri2006/percival2014,0.31987310868563423,0.447248101747101,0.028701970346564906,0.08890206857103301
schreiber2014/default,0.321301829900674,0.4573623994637817,0.014442461398772184,0.0675577198794301
percival2014/stem,0.33082839817434345,0.4813253775815845,0.015292117547596212,0.05944675570613932
scheirer1998/percival2014,0.3384975658914137,0.4312916264301006,0.07035871781620705,0.13684176588274707
echonest/version_3_2_1,0.38712638255045007,0.4966790006689712,0.04508257161645384,0.11484106288052198
gkiokas2012/default,0.41070911571871405,0.551138635635534,0.010610140090211254,0.042107227212237634
