Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,2.477563709899505e-93,2.54592143596117e-07,0.019093429639460934,5.299350824821959e-06,7.217158487225245e-08,0.008405502389371586,9.298690042156567e-14
davies2009/mirex_qm_tempotracker,2.477563709899505e-93,1.0,6.921516408806726e-127,6.430886292756732e-90,6.773247682717973e-75,8.153630376967246e-79,9.780511897139048e-73,1.4725961457946836e-70
percival2014/stem,2.54592143596117e-07,6.921516408806726e-127,1.0,3.87486594455529e-15,1.3944633487243085e-21,3.152198197713166e-22,1.8645361123988815e-13,2.5747831087738117e-31
schreiber2017/ismir2017,0.019093429639460934,6.430886292756732e-90,3.87486594455529e-15,1.0,0.0009196547509281475,0.002529994037195927,0.7551748481744076,1.2785476080839258e-07
schreiber2017/mirex2017,5.299350824821959e-06,6.773247682717973e-75,1.3944633487243085e-21,0.0009196547509281475,1.0,0.7332120192789396,0.03597377781600362,0.007747370511507766
schreiber2018/cnn,7.217158487225245e-08,8.153630376967246e-79,3.152198197713166e-22,0.002529994037195927,0.7332120192789396,1.0,0.00469260931581306,0.005846130528794125
schreiber2018/fcn,0.008405502389371586,9.780511897139048e-73,1.8645361123988815e-13,0.7551748481744076,0.03597377781600362,0.00469260931581306,1.0,2.097704301861946e-06
schreiber2018/ismir2018,9.298690042156567e-14,1.4725961457946836e-70,2.5747831087738117e-31,1.2785476080839258e-07,0.007747370511507766,0.005846130528794125,2.097704301861946e-06,1.0
