Tolerance (%),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,0.03177004538577912,0.006051437216338881,0.0030257186081694403,0.0015128593040847202,0.0,0.0,0.0,0.0,0.0,0.3373676248108926,0.34493192133131617,0.3388804841149773
0.0005,0.12254160363086233,0.060514372163388806,0.06354009077155824,0.028744326777609682,0.018154311649016642,0.060514372163388806,0.2556732223903177,0.2934947049924357,0.2980332829046899,0.3373676248108926,0.34493192133131617,0.3388804841149773
0.001,0.13918305597579425,0.11649016641452345,0.11043872919818457,0.057488653555219364,0.018154311649016642,0.12859304084720122,0.28290468986384265,0.29652042360060515,0.3010590015128593,0.3373676248108926,0.34493192133131617,0.3388804841149773
0.0015,0.14977307110438728,0.1664145234493192,0.16187594553706505,0.09833585476550681,0.019667170953101363,0.18456883509833585,0.2859304084720121,0.3010590015128593,0.30559757942511345,0.3373676248108926,0.34493192133131617,0.3388804841149773
0.002,0.15582450832072617,0.20574886535552195,0.21331316187594554,0.12102874432677761,0.046898638426626324,0.3010590015128593,0.2874432677760968,0.30257186081694404,0.3071104387291982,0.3373676248108926,0.34493192133131617,0.3388804841149773
0.0025,0.16338880484114976,0.22995461422087746,0.2329803328290469,0.16792738275340394,0.046898638426626324,0.3040847201210287,0.2934947049924357,0.3040847201210287,0.3086232980332829,0.3373676248108926,0.34493192133131617,0.3388804841149773
0.003,0.18305597579425115,0.2617246596066566,0.2617246596066566,0.2178517397881997,0.0529500756429652,0.30559757942511345,0.2980332829046899,0.3086232980332829,0.31316187594553707,0.3373676248108926,0.34493192133131617,0.3388804841149773
0.0035,0.22087745839636913,0.2844175491679274,0.2753403933434191,0.27382753403933435,0.06354009077155824,0.3146747352496218,0.29954614220877457,0.3101361573373676,0.3146747352496218,0.3373676248108926,0.34493192133131617,0.3388804841149773
0.004,0.405446293494705,0.3146747352496218,0.2980332829046899,0.329803328290469,0.08018154311649017,0.32526475037821484,0.3040847201210287,0.3146747352496218,0.31921331316187596,0.3373676248108926,0.34493192133131617,0.3388804841149773
0.0045,0.443267776096823,0.34493192133131617,0.31921331316187596,0.4205748865355522,0.08774583963691376,0.34493192133131617,0.3071104387291982,0.3177004538577912,0.32223903177004537,0.3373676248108926,0.34493192133131617,0.3388804841149773
0.005,0.45385779122541603,0.37367624810892586,0.34190620272314676,0.46444780635400906,0.09984871406959153,0.3630862329803328,0.3207261724659607,0.3267776096822995,0.3313161875945537,0.3373676248108926,0.34795763993948564,0.3388804841149773
0.0055,0.5355521936459909,0.4009077155824508,0.3751891074130106,0.5113464447806354,0.10136157337367625,0.3661119515885023,0.34190620272314676,0.3388804841149773,0.3434190620272315,0.3388804841149773,0.35098335854765506,0.340393343419062
0.006,0.5718608169440242,0.44478063540090773,0.43872919818456885,0.5537065052950075,0.10136157337367625,0.3903177004538578,0.38729198184568836,0.41603630862329805,0.4205748865355522,0.405446293494705,0.4084720121028744,0.3888048411497731
0.0065,0.5809379727685325,0.47655068078668683,0.5022692889561271,0.5824508320726173,0.10287443267776097,0.40242057488653554,0.41603630862329805,0.43116490166414523,0.4357034795763994,0.4114977307110439,0.4114977307110439,0.39334341906202724
0.007,0.5885022692889561,0.5446293494704992,0.5658093797276853,0.6036308623298033,0.17700453857791226,0.49319213313161875,0.5385779122541604,0.5007564296520424,0.5052950075642966,0.4568835098335855,0.45385779122541603,0.4402420574886536
