Tolerance (%),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default,zplane/auftakt_v3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0005,0.06756756756756757,0.10810810810810811,0.1036036036036036,0.08108108108108109,0.0,0.14864864864864866,0.0990990990990991,0.02252252252252252,0.05405405405405406,0.10810810810810811,0.018018018018018018,0.13513513513513514,0.17117117117117117,0.17567567567567569,0.10810810810810811,0.1036036036036036,0.0990990990990991,0.05405405405405406,0.1981981981981982
0.001,0.08108108108108109,0.1891891891891892,0.22072072072072071,0.17567567567567569,0.0,0.27927927927927926,0.18468468468468469,0.07657657657657657,0.0990990990990991,0.2072072072072072,0.036036036036036036,0.25675675675675674,0.2972972972972973,0.30180180180180183,0.19369369369369369,0.1891891891891892,0.1891891891891892,0.10810810810810811,0.36486486486486486
0.0015,0.0945945945945946,0.26126126126126126,0.2972972972972973,0.26126126126126126,0.013513513513513514,0.36486486486486486,0.26576576576576577,0.16216216216216217,0.14414414414414414,0.33783783783783783,0.05405405405405406,0.3108108108108108,0.36036036036036034,0.36486486486486486,0.26126126126126126,0.26126126126126126,0.2702702702702703,0.16666666666666666,0.44594594594594594
0.002,0.14414414414414414,0.3333333333333333,0.36486486486486486,0.3333333333333333,0.03153153153153153,0.42792792792792794,0.3333333333333333,0.24324324324324326,0.1891891891891892,0.43243243243243246,0.07657657657657657,0.3783783783783784,0.4144144144144144,0.42342342342342343,0.31981981981981983,0.32432432432432434,0.33783783783783783,0.21621621621621623,0.5225225225225225
0.0025,0.19369369369369369,0.4189189189189189,0.43243243243243246,0.42342342342342343,0.03153153153153153,0.47297297297297297,0.36486486486486486,0.3063063063063063,0.1981981981981982,0.4774774774774775,0.0945945945945946,0.4009009009009009,0.481981981981982,0.49099099099099097,0.36036036036036034,0.36036036036036034,0.38288288288288286,0.23873873873873874,0.5495495495495496
0.003,0.21621621621621623,0.49099099099099097,0.4954954954954955,0.4864864864864865,0.036036036036036036,0.4954954954954955,0.4099099099099099,0.3738738738738739,0.2072072072072072,0.536036036036036,0.10810810810810811,0.43243243243243246,0.509009009009009,0.5180180180180181,0.4009009009009009,0.3918918918918919,0.42792792792792794,0.25675675675675674,0.5675675675675675
0.0035,0.24324324324324326,0.5495495495495496,0.5540540540540541,0.5495495495495496,0.036036036036036036,0.5045045045045045,0.4369369369369369,0.4144144144144144,0.22972972972972974,0.5495495495495496,0.11711711711711711,0.44144144144144143,0.5225225225225225,0.5315315315315315,0.4189189189189189,0.4189189189189189,0.45045045045045046,0.27927927927927926,0.6036036036036037
0.004,0.3063063063063063,0.5765765765765766,0.5945945945945946,0.5945945945945946,0.04054054054054054,0.5135135135135135,0.47297297297297297,0.4594594594594595,0.23873873873873874,0.5675675675675675,0.13063063063063063,0.45495495495495497,0.5495495495495496,0.5585585585585585,0.44594594594594594,0.44144144144144143,0.47297297297297297,0.30180180180180183,0.6126126126126126
0.0045,0.34684684684684686,0.5945945945945946,0.6036036036036037,0.6216216216216216,0.04504504504504504,0.5315315315315315,0.5045045045045045,0.5180180180180181,0.25675675675675674,0.5900900900900901,0.14414414414414414,0.47297297297297297,0.5540540540540541,0.5630630630630631,0.47297297297297297,0.4594594594594595,0.49099099099099097,0.31981981981981983,0.6216216216216216
0.005,0.38288288288288286,0.6216216216216216,0.6216216216216216,0.6396396396396397,0.05855855855855856,0.5405405405405406,0.5225225225225225,0.5675675675675675,0.26576576576576577,0.6036036036036037,0.15765765765765766,0.49099099099099097,0.5630630630630631,0.5720720720720721,0.4954954954954955,0.4774774774774775,0.5,0.34684684684684686,0.6216216216216216
0.0055,0.42342342342342343,0.6441441441441441,0.6486486486486487,0.6711711711711712,0.07207207207207207,0.5495495495495496,0.536036036036036,0.6126126126126126,0.27927927927927926,0.6126126126126126,0.18468468468468469,0.5180180180180181,0.5855855855855856,0.5945945945945946,0.5225225225225225,0.509009009009009,0.5315315315315315,0.36486486486486486,0.6216216216216216
