Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
boeck2015/tempodetector2016_default,1.0,0.003505166359631395,0.4700221763371706,0.9905788648597947,0.3885809425233422,0.7426652299331524
davies2009/mirex_qm_tempotracker,0.003505166359631395,1.0,0.015983313686445552,0.022851791202479804,0.004765262363858719,0.031918186614719915
percival2014/stem,0.4700221763371706,0.015983313686445552,1.0,0.7158542497089955,0.24051387121178489,0.853529518538142
schreiber2014/default,0.9905788648597947,0.022851791202479804,0.7158542497089955,1.0,0.596507707531197,0.7981901677414796
schreiber2017/ismir2017,0.3885809425233422,0.004765262363858719,0.24051387121178489,0.596507707531197,1.0,0.15831941941920138
schreiber2017/mirex2017,0.7426652299331524,0.031918186614719915,0.853529518538142,0.7981901677414796,0.15831941941920138,1.0
