Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
boeck2015/tempodetector2016_default,1.0,0.11531829833984371,0.11531829833984371,5.910882894255563e-12,6.167247409177619e-22,0.30175781250000017,5.805322444984992e-09,1.1067861037383775e-14,6.164889782667164e-06,8.30036702672088e-45,0.006610751152038574,0.33230590820312506,0.7905273437500004,1.0,1.0,1.0,3.4654513001441956e-06
boeck2019/multi_task,0.11531829833984371,1.0,1.0,1.0414019304757923e-06,4.529579978466478e-16,0.690037965774536,1.9167786796225883e-05,1.693839376410126e-09,0.009559878856634898,9.02773018914314e-37,0.39152830513194264,0.690037965774536,0.2862787246704102,0.11531829833984371,0.11531829833984371,0.11531829833984371,0.005401572654591285
boeck2019/multi_task_hjdb,0.11531829833984371,1.0,1.0,1.0414019304757923e-06,4.529579978466478e-16,0.690037965774536,1.9167786796225883e-05,1.693839376410126e-09,0.009559878856634898,9.02773018914314e-37,0.39152830513194264,0.690037965774536,0.2862787246704102,0.11531829833984371,0.11531829833984371,0.11531829833984371,0.005401572654591285
davies2009/mirex_qm_tempotracker,5.910882894255563e-12,1.0414019304757923e-06,1.0414019304757923e-06,1.0,8.715478657320526e-05,2.4021645783633976e-09,0.3581433018061377,0.2370471147627196,0.001088538206474253,6.97764542491896e-18,7.665168380445455e-06,2.4021645783633976e-09,1.753918746350002e-10,1.5418777365994178e-12,5.910882894255563e-12,5.910882894255563e-12,0.003838265880326098
echonest/version_3_2_1,6.167247409177619e-22,4.529579978466478e-16,4.529579978466478e-16,8.715478657320526e-05,1.0,1.5803951224724764e-20,1.646430011596858e-07,0.0033722333341480734,2.4488215083103323e-12,2.268474859260084e-08,2.795937476194755e-16,1.5803951224724764e-20,2.2604826657156873e-21,1.2944084116747768e-23,1.2944084116747768e-23,1.0151703314527751e-22,1.807741051328236e-12
gkiokas2012/default,0.30175781250000017,0.690037965774536,0.690037965774536,2.4021645783633976e-09,1.5803951224724764e-20,1.0,2.0986774273978878e-07,9.002816938122327e-13,0.0007528970600105828,1.0025721394574272e-39,0.1496127843856811,1.0,0.6476058959960938,0.30175781250000017,0.22656250000000003,0.26684570312499983,0.00047198674292303643
klapuri2006/percival2014,5.805322444984992e-09,1.9167786796225883e-05,1.9167786796225883e-05,0.3581433018061377,1.646430011596858e-07,2.0986774273978878e-07,1.0,0.0175332352990849,0.04887389231827032,9.356427960246982e-22,0.0002685401188191604,2.0986774273978878e-07,1.8323628836469675e-08,8.225455871979644e-10,8.225455871979644e-10,8.225455871979644e-10,0.04355852192384191
oliveira2010/ibt,1.1067861037383775e-14,1.693839376410126e-09,1.693839376410126e-09,0.2370471147627196,0.0033722333341480734,9.002816938122327e-13,0.0175332352990849,1.0,1.3127443164284712e-05,4.5371368417651275e-15,1.175360280901862e-08,2.7258031986068806e-12,1.419533978211373e-13,2.4842324378160347e-15,2.4842324378160347e-15,4.3736715638065264e-16,5.7783720049202994e-05
percival2014/stem,6.164889782667164e-06,0.009559878856634898,0.009559878856634898,0.001088538206474253,2.4488215083103323e-12,0.0007528970600105828,0.04887389231827032,1.3127443164284712e-05,1.0,1.0600626102415808e-30,0.07295138851623055,0.0005082604475319391,6.960169412195683e-05,8.679926395416261e-07,2.5560148060321816e-06,2.5560148060321816e-06,1.0
scheirer1998/percival2014,8.30036702672088e-45,9.02773018914314e-37,9.02773018914314e-37,6.97764542491896e-18,2.268474859260084e-08,1.0025721394574272e-39,9.356427960246982e-22,4.5371368417651275e-15,1.0600626102415808e-30,1.0,6.347663071146291e-34,2.8819190665733774e-38,8.13042109539362e-40,8.30036702672088e-45,8.30036702672088e-45,7.910334321357232e-43,4.949592375030902e-28
