Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,0.02685680528075606,1.8108288245184594e-05,8.0981642922113e-05,4.339659468713527e-13,6.79534427784772e-45,2.1892812916635954e-26,2.338819198648093e-16,4.0126451358479435e-07,0.3345114871295678,0.037488628467305794,0.8145911007323949
boeck2019/multi_task,0.02685680528075606,1.0,1.8345954625461565e-09,8.62867595560923e-09,2.3100508889413158e-07,4.312240101962521e-41,2.3513649801053147e-21,4.012008080372552e-12,0.0009542968122262006,0.0011782336993262218,1.0351505159434727e-05,0.0279101173184075
boeck2019/multi_task_hjdb,1.8108288245184594e-05,1.8345954625461565e-09,1.0,4.972961395370629e-55,1.2773969661145407e-25,8.317729614773815e-66,1.6129455735233371e-40,1.993660513154459e-28,6.010573784241395e-17,0.0002965134816464177,0.004821323019104501,8.406235179396603e-06
boeck2020/dar,8.0981642922113e-05,8.62867595560923e-09,4.972961395370629e-55,1.0,5.444592905884467e-25,7.004264725046951e-65,4.965864051742647e-40,1.6888739484737933e-27,2.5961260143989387e-16,0.0014055718610309607,0.022242222969232884,3.883949887249124e-05
davies2009/mirex_qm_tempotracker,4.339659468713527e-13,2.3100508889413158e-07,1.2773969661145407e-25,5.444592905884467e-25,1.0,3.8551300379056494e-26,2.0829624195783066e-07,0.02626543547515329,0.048081995530287205,2.583480198578135e-16,1.190166463621353e-19,2.1594351428877827e-12
percival2014/stem,6.79534427784772e-45,4.312240101962521e-41,8.317729614773815e-66,7.004264725046951e-65,3.8551300379056494e-26,1.0,7.800116540410699e-06,1.2026908658288483e-13,5.107476493782947e-28,9.556649456574263e-57,4.778090678924011e-60,3.180894979516234e-50
schreiber2014/default,2.1892812916635954e-26,2.3513649801053147e-21,1.6129455735233371e-40,4.965864051742647e-40,2.0829624195783066e-07,7.800116540410699e-06,1.0,0.0014545225187128474,3.4230915116866564e-11,3.060617330761273e-31,1.5260420485215911e-34,2.188727599446206e-29
schreiber2017/ismir2017,2.338819198648093e-16,4.012008080372552e-12,1.993660513154459e-28,1.6888739484737933e-27,0.02626543547515329,1.2026908658288483e-13,0.0014545225187128474,1.0,1.7513575046486727e-08,6.7223786336644515e-21,2.9998637407313243e-24,7.737937222845613e-19
schreiber2017/mirex2017,4.0126451358479435e-07,0.0009542968122262006,6.010573784241395e-17,2.5961260143989387e-16,0.048081995530287205,5.107476493782947e-28,3.4230915116866564e-11,1.7513575046486727e-08,1.0,5.980035938165323e-11,1.3685665202834495e-13,2.4220014872320734e-08
schreiber2018/cnn,0.3345114871295678,0.0011782336993262218,0.0002965134816464177,0.0014055718610309607,2.583480198578135e-16,9.556649456574263e-57,3.060617330761273e-31,6.7223786336644515e-21,5.980035938165323e-11,1.0,0.25176847788831036,0.16483107940442696
schreiber2018/fcn,0.037488628467305794,1.0351505159434727e-05,0.004821323019104501,0.022242222969232884,1.190166463621353e-19,4.778090678924011e-60,1.5260420485215911e-34,2.9998637407313243e-24,1.3685665202834495e-13,0.25176847788831036,1.0,0.008845730272273783
schreiber2018/ismir2018,0.8145911007323949,0.0279101173184075,8.406235179396603e-06,3.883949887249124e-05,2.1594351428877827e-12,3.180894979516234e-50,2.188727599446206e-29,7.737937222845613e-19,2.4220014872320734e-08,0.16483107940442696,0.008845730272273783,1.0
