τ,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default
0.175,0.061521281644438326,0.07616897252785024,0.08330603726432985,0.06513951859916736,0.15902339380450542,0.14297454848069308,0.11613810976525833,0.11615679435253108,0.11010848705490356,0.11886271076768079,0.12531253322287353,0.1423258471715718,0.11881449228096437
0.18,0.0615306289489377,0.075451040458615,0.08280536036361377,0.06491387632389488,0.15859191231654318,0.14323872675854962,0.1156702897788534,0.11717133672691663,0.11118771774190563,0.11809539919363829,0.12618031051519976,0.14286575285889166,0.11962592120166565
0.185,0.06190997682462453,0.07525624466783984,0.08270734840410374,0.06512387238305792,0.15853993918681142,0.1431443353185611,0.11531305522797239,0.11680034128793292,0.11084855006348047,0.11850438200914237,0.12654628848324873,0.1431429784740486,0.12002676294265893
0.19,0.06299478795012589,0.07620886447560934,0.0835441339195722,0.06608338890827324,0.15860733563559304,0.1451471074671039,0.1161485066235085,0.1161954135998414,0.11030627224491117,0.12101778134112512,0.12793609062970152,0.1457895189200912,0.12081839169453598
0.195,0.06299478795012589,0.07620886447560934,0.0835441339195722,0.06608338890827324,0.15860733563559304,0.1451471074671039,0.1161485066235085,0.1161954135998414,0.11030627224491117,0.12101778134112512,0.12793609062970152,0.1457895189200912,0.12081839169453598
0.2,0.0652463841639552,0.07929472443009825,0.08710716891018602,0.0661125211441715,0.1591846295621013,0.14608637609894948,0.11714941132414133,0.1171657602798174,0.11136815998221766,0.1218369571743955,0.12731058728781036,0.14834164115380996,0.12411519029921494
0.205,0.06623141935788925,0.07894937932495402,0.0867233228213285,0.0659011896916714,0.15918929316759992,0.14609185484333956,0.11693081317714996,0.11787700845275025,0.11161826993151715,0.12152885613500196,0.12791008284092018,0.14887387559823217,0.12368690652154923
0.21,0.06611903336072379,0.0782530538557926,0.08646925274307422,0.06525708997287137,0.15809955916036497,0.14658383747914505,0.11791185701089435,0.1202946919050683,0.1141623925458803,0.12249069472788031,0.12776234737410935,0.15174722471552274,0.12549739805762258
0.215,0.06611903336072379,0.0782530538557926,0.08646925274307422,0.06525708997287137,0.15809955916036497,0.14658383747914505,0.11791185701089435,0.1202946919050683,0.1141623925458803,0.12249069472788031,0.12776234737410935,0.15174722471552274,0.12549739805762258
0.22,0.0660062111134722,0.07817402286269805,0.08784121419072932,0.06693926364649129,0.15759960800762568,0.14592632175439738,0.11869242161663368,0.12022334558950838,0.1141218618049897,0.12198442777942893,0.12723882009345266,0.1511031704130499,0.12520607327397132
0.225,0.06601672498041443,0.07798749803594658,0.08754685734562581,0.06686641492530383,0.15807369330911356,0.14634457849066598,0.11827806625049825,0.11997358804831722,0.11390261168272113,0.12302251575439578,0.1282506361068494,0.15199566467484865,0.12622805302146548
0.23,0.06570744936108701,0.07764819996200548,0.08713764781836038,0.06655305661495917,0.15767463214033858,0.14568001248743573,0.11798644115014793,0.11957704503730585,0.11353627253422517,0.12248046136010354,0.12768257116353995,0.15130946526105166,0.12593108262034272
0.235,0.06581514932093481,0.0774139244020787,0.0871554280245927,0.06713088685954673,0.1589766420936164,0.14586376336021523,0.11820775837926023,0.11977443296303865,0.11376356527432965,0.12249506645955532,0.12738759564482646,0.15080035260943495,0.12655004544664408
0.24,0.06849793188267937,0.07842893631497391,0.0881227374092164,0.06828455540127065,0.16017208368404226,0.1457251082745972,0.11925281774187246,0.12000808481612378,0.11405614720279429,0.1226272051567487,0.1274300794583789,0.15058599249529753,0.1258337768546494
0.245,0.06925905500962257,0.07827781810375749,0.08844134521187329,0.06797797260408311,0.15992890107011393,0.14566785693096976,0.11954228016592873,0.12032819276791522,0.11440528899660198,0.1231672830073513,0.1269315667254116,0.1509896860174194,0.12558163438063172
0.25,0.06925905500962257,0.07827781810375749,0.08844134521187329,0.06797797260408311,0.15992890107011393,0.14566785693096976,0.11954228016592873,0.12032819276791522,0.11440528899660198,0.1231672830073513,0.1269315667254116,0.1509896860174194,0.12558163438063172
0.255,0.06902326700906947,0.07818286509323678,0.08830233906018049,0.067912901798099,0.15999986028951896,0.14620832729639957,0.12076433655249498,0.12157739111544537,0.11568323930418704,0.122899385610546,0.12821345439956486,0.1505163421511715,0.12501612513709415
0.26,0.07234368078260613,0.07997849302454398,0.0900516088165402,0.06986340408535131,0.16251144842278584,0.14648698298913002,0.12269156325518454,0.12358706036833274,0.11774958309372112,0.1245083294012854,0.13020958977056585,0.15161721322600918,0.12585229025123215
0.265,0.07234368078260613,0.07997849302454398,0.0900516088165402,0.06986340408535131,0.16251144842278584,0.14648698298913002,0.12269156325518454,0.12358706036833274,0.11774958309372112,0.1245083294012854,0.13020958977056585,0.15161721322600918,0.12585229025123215
0.27,0.07235476994800627,0.07975991868634671,0.0898718986760418,0.06974415182377956,0.16468414200128573,0.14580097507720136,0.12400393239256036,0.12297561145385161,0.11719372920090293,0.12426518455667541,0.12943985390095797,0.1508171468433163,0.12574390621987833
0.275,0.07235476994800627,0.07975991868634671,0.0898718986760418,0.06974415182377956,0.16468414200128573,0.14580097507720136,0.12400393239256036,0.12297561145385161,0.11719372920090293,0.12426518455667541,0.12943985390095797,0.1508171468433163,0.12574390621987833
0.28,0.07261378956153372,0.08154895965060573,0.09163031066043081,0.07175276371813644,0.16519329779428835,0.1462514860921064,0.12554273762759816,0.12462918339721546,0.11887470342982581,0.12408333421698278,0.1308580461097128,0.15219076724507452,0.12555504772064446
0.285,0.07261378956153372,0.08154895965060573,0.09163031066043081,0.07175276371813644,0.16519329779428835,0.1462514860921064,0.12554273762759816,0.12462918339721546,0.11887470342982581,0.12408333421698278,0.1308580461097128,0.15219076724507452,0.12555504772064446
0.29,0.07261378956153372,0.08154895965060573,0.09163031066043081,0.07175276371813644,0.16519329779428835,0.1462514860921064,0.12554273762759816,0.12462918339721546,0.11887470342982581,0.12408333421698278,0.1308580461097128,0.15219076724507452,0.12555504772064446
0.295,0.07261378956153372,0.08154895965060573,0.09163031066043081,0.07175276371813644,0.16519329779428835,0.1462514860921064,0.12554273762759816,0.12462918339721546,0.11887470342982581,0.12408333421698278,0.1308580461097128,0.15219076724507452,0.12555504772064446
0.3,0.07261378956153372,0.08154895965060573,0.09163031066043081,0.07175276371813644,0.16519329779428835,0.1462514860921064,0.12554273762759816,0.12462918339721546,0.11887470342982581,0.12408333421698278,0.1308580461097128,0.15219076724507452,0.12555504772064446
0.305,0.07273536605622107,0.08174575871467124,0.09194135969875937,0.07209510751015369,0.1651835800571297,0.14609232508963654,0.12577054769106186,0.1248641884618145,0.11913685226785592,0.12386620701380155,0.13060896271835828,0.15160225557916657,0.1253309784726346
0.31,0.07273536605622107,0.08174575871467124,0.09194135969875937,0.07209510751015369,0.1651835800571297,0.14609232508963654,0.12577054769106186,0.1248641884618145,0.11913685226785592,0.12386620701380155,0.13060896271835828,0.15160225557916657,0.1253309784726346
0.315,0.07273536605622107,0.08174575871467124,0.09194135969875937,0.07209510751015369,0.1651835800571297,0.14609232508963654,0.12577054769106186,0.1248641884618145,0.11913685226785592,0.12386620701380155,0.13060896271835828,0.15160225557916657,0.1253309784726346
0.32,0.07273536605622107,0.08174575871467124,0.09194135969875937,0.07209510751015369,0.1651835800571297,0.14609232508963654,0.12577054769106186,0.1248641884618145,0.11913685226785592,0.12386620701380155,0.13060896271835828,0.15160225557916657,0.1253309784726346
0.325,0.07602159710105863,0.08321957280765067,0.0934489371097588,0.07354139884178662,0.16729031389869198,0.1457498334863889,0.12630373593469352,0.12561431683237112,0.1199138695407316,0.12354402521834958,0.1310268938909642,0.15215930778561826,0.126011370008225
0.33,0.07602159710105863,0.08321957280765067,0.0934489371097588,0.07354139884178662,0.16729031389869198,0.1457498334863889,0.12630373593469352,0.12561431683237112,0.1199138695407316,0.12354402521834958,0.1310268938909642,0.15215930778561826,0.126011370008225
0.335,0.07602159710105863,0.08321957280765067,0.0934489371097588,0.07354139884178662,0.16729031389869198,0.1457498334863889,0.12630373593469352,0.12561431683237112,0.1199138695407316,0.12354402521834958,0.1310268938909642,0.15215930778561826,0.126011370008225
0.34,0.07662732040043714,0.08380168347530707,0.09400041357118948,0.07399208192989455,0.16743675167545258,0.14599694336754318,0.12669915324527706,0.1260036248721505,0.1203298151846775,0.1233056574478773,0.13127526671468023,0.1516452908020115,0.12651975029433682
0.345,0.07662732040043714,0.08380168347530707,0.09400041357118948,0.07399208192989455,0.16743675167545258,0.14599694336754318,0.12669915324527706,0.1260036248721505,0.1203298151846775,0.1233056574478773,0.13127526671468023,0.1516452908020115,0.12651975029433682
0.35,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.355,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.36,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.365,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.37,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.375,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.38,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.385,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.39,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.395,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.4,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.405,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.41,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.415,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.42,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.425,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.43,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.435,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.44,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.445,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.45,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.455,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.46,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.465,0.07644515976063398,0.08405729759259487,0.09445554728415943,0.07399169970252016,0.16805381987984305,0.1468959307576087,0.12760934242556388,0.12709258123826522,0.12002552897770376,0.12425154276706955,0.13218408408379434,0.1526006366592939,0.1262948711352876
0.47,0.07655681229263331,0.08403621632779654,0.09450784319577045,0.07475603977956398,0.1675131058715392,0.14709381515508146,0.12734948479562713,0.12685979364436437,0.11982545921834255,0.12550666651361841,0.13348545489830863,0.1531129241563077,0.12786641154629558
0.475,0.07655681229263331,0.08403621632779654,0.09450784319577045,0.07475603977956398,0.1675131058715392,0.14709381515508146,0.12734948479562713,0.12685979364436437,0.11982545921834255,0.12550666651361841,0.13348545489830863,0.1531129241563077,0.12786641154629558
0.48,0.07655681229263331,0.08403621632779654,0.09450784319577045,0.07475603977956398,0.1675131058715392,0.14709381515508146,0.12734948479562713,0.12685979364436437,0.11982545921834255,0.12550666651361841,0.13348545489830863,0.1531129241563077,0.12786641154629558
0.485,0.07655681229263331,0.08403621632779654,0.09450784319577045,0.07475603977956398,0.1675131058715392,0.14709381515508146,0.12734948479562713,0.12685979364436437,0.11982545921834255,0.12550666651361841,0.13348545489830863,0.1531129241563077,0.12786641154629558
0.49,0.07655681229263331,0.08403621632779654,0.09450784319577045,0.07475603977956398,0.1675131058715392,0.14709381515508146,0.12734948479562713,0.12685979364436437,0.11982545921834255,0.12550666651361841,0.13348545489830863,0.1531129241563077,0.12786641154629558
0.495,0.07655681229263331,0.08403621632779654,0.09450784319577045,0.07475603977956398,0.1675131058715392,0.14709381515508146,0.12734948479562713,0.12685979364436437,0.11982545921834255,0.12550666651361841,0.13348545489830863,0.1531129241563077,0.12786641154629558
0.5,0.07655681229263331,0.08403621632779654,0.09450784319577045,0.07475603977956398,0.1675131058715392,0.14709381515508146,0.12734948479562713,0.12685979364436437,0.11982545921834255,0.12550666651361841,0.13348545489830863,0.1531129241563077,0.12786641154629558
