Tolerance (%),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
0.0,0.14345755113477165,0.0,0.0,0.0,0.0,0.0
0.001,0.22935596205419687,0.03634471440579594,0.17631989753032062,0.4496657727254533,0.4505863987511508,0.44978585438097907
0.002,0.26694152023375894,0.08077492695032622,0.4339350758515791,0.5413681303286234,0.5404074770844174,0.5392466877476684
0.003,0.40347436256654523,0.08813993515590601,0.47356202217507903,0.6154985390065244,0.6161790017211703,0.6142576952327583
0.004,0.5145098667093624,0.1659528479365969,0.5458912060200937,0.6725373253812592,0.671016291077933,0.6692150662450467
0.005,0.561701957330985,0.18240403474362565,0.58731937717648,0.7152863947484289,0.714605932033783,0.7125245166713365
0.006,0.6222631389344755,0.18872833526798222,0.621542649001321,0.7507104831285274,0.7507905375655446,0.7481887683624865
0.007,0.6692150662450467,0.2111836048512989,0.6570868190369451,0.7762878757555137,0.7770884201256855,0.7744466237041188
0.008,0.7114037545530961,0.2608974102389625,0.6879077772885562,0.7952207501100749,0.7951006684545491,0.7923387903774567
0.009,0.7564343753752552,0.2806708561822039,0.7050394268102309,0.808830004402994,0.8100308209582516,0.8066685346035304
0.01,0.7660809350358243,0.32402033382700235,0.7241724372573349,0.8205980066445183,0.8203978705519753,0.8170756114157627
0.011,0.7880959052155466,0.34263299043349477,0.7382620181723571,0.8289636953128127,0.8292839130608815,0.8257615178321258
0.012,0.8079093783772966,0.3612856742584958,0.7473481967738062,0.8366088940479526,0.8374894928551415,0.833967097626386
0.013,0.8192370812152263,0.4018332466076932,0.760317015570588,0.8426129768242405,0.8432534123203779,0.8394107993435537
0.014,0.8321658727934996,0.4691990553576432,0.7674818876836249,0.8473361886082537,0.8485370051635112,0.8441740383460753
0.015,0.8410519153024056,0.5046631709562502,0.774526678141136,0.8520193731737582,0.8526598086698955,0.8482167874154425
0.016,0.8430532762278349,0.5287195292799104,0.7826922307168875,0.8561822038986511,0.8567826121762798,0.8520994276107753
0.017,0.8495777128447344,0.5679061761998159,0.7907377016371132,0.8595444902533723,0.8610655245566986,0.8562222311171597
0.018,0.8532201897290157,0.5738702317575952,0.7928191169995596,0.8627866949525678,0.8640275387263339,0.8589440819757435
0.019,0.8581835648240804,0.6105351639114598,0.7991033903054077,0.8654284913741344,0.8671896889885122,0.8619060961453788
0.02,0.8630668854821278,0.640675659448425,0.8022255133490773,0.8679101789216668,0.8699515670656046,0.8645879197854541
0.021,0.8663891446183405,0.6424368570628027,0.8062282351999359,0.8701517031581475,0.8722731457391026,0.8669895528959692
0.022,0.86895088660289,0.669855501741184,0.8105912020173718,0.8731537445462915,0.8744346155385663,0.86895088660289
0.023,0.8704719209062163,0.6793819797462274,0.8122723451947325,0.8751551054717208,0.8762358403714526,0.870872193091302
0.024,0.8741143977904975,0.687347396229436,0.8157146859864708,0.8773165752711845,0.8786374734819677,0.8732337989833087
0.025,0.8789176640115278,0.6963535203938678,0.817916183004443,0.8792779089781051,0.8799983989112596,0.8745146699755834
0.026,0.88480166513229,0.7782892366809431,0.8234399391586279,0.8817595965256374,0.8818796781811632,0.8763959492454869
