T (BPM),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.17582155134752914,-0.021256155651098722,0.2110923665749884,0.05131624987778288,0.3419244845022451,0.07228978642161751,0.028874690183479476,-0.18191548166721833,-0.18191548166721833,-0.09961296594317214,-0.2901520860751064,0.07833071100799668,0.02630513367129289
24.0,0.13033277501561763,0.01343920854631308,0.15669694311627244,0.04502276938918995,0.32447010090891276,0.08217055204821198,0.03312538370793063,0.025978195953761097,-0.11236767230852823,-0.08427247657772995,-0.13363949933981475,0.09264804719439794,-0.0128838828234382
25.0,0.1056693871731198,-0.001797115888351007,0.08874422068384172,0.04822985335021125,0.3756389584785196,0.034805007759719245,0.025522851090219834,0.02701939171564676,-0.05598812924172686,-0.1436442644826248,0.050331969916444105,0.029738683014124336,-0.04456761009355437
26.0,0.13853532425431078,0.013827468991739127,0.09163871760473978,0.0501861916237855,0.38689414971189795,0.12060384127063876,-0.015387038634881495,0.08315222926646793,0.000144718859896769,-0.029395083432413795,0.10006652448814517,0.000798000094874915,-0.04057373636781923
27.0,0.11685354500098,0.011485908149329059,0.07843649668343923,0.04260883469960314,0.3937865261354519,0.09968517926726007,-0.014713230220039673,0.06714315186578053,-0.0020297734730287714,-0.0201737751215828,0.08456886745246477,0.00020936322899516824,-0.0645257764862068
28.0,0.11685354500098,0.011485908149329059,0.07843649668343923,0.04260883469960314,0.3937865261354519,0.09968517926726007,-0.014713230220039673,0.06714315186578053,-0.0020297734730287714,-0.0201737751215828,0.08456886745246477,0.00020936322899516824,-0.0645257764862068
29.0,0.11685354500098,0.011485908149329059,0.07843649668343923,0.04260883469960314,0.3937865261354519,0.09968517926726007,-0.014713230220039673,0.06714315186578053,-0.0020297734730287714,-0.0201737751215828,0.08456886745246477,0.00020936322899516824,-0.0645257764862068
30.0,0.09291438509776563,0.01099786450864469,0.06562454431975047,0.03398910390834342,0.3713491519424925,0.0747424495690736,-0.009520545752053935,0.05599616998708453,0.0006578297160370847,-0.014241961539501262,0.06892673676678286,-0.002806348338353771,-0.0738949012568477
31.0,0.11845093276835415,0.01959038667825578,0.03758710076392292,0.042746555979763075,0.37756371877752587,0.05655869971399768,-0.003526213058825639,0.031534202722510944,0.007120224677631361,-0.009532862217269965,0.05309457410299186,-0.00786807902904089,-0.061285328830266994
32.0,0.10806748429324523,0.0041074274922638125,0.027913110858911426,0.03637344730594592,0.36425508633693826,0.06252153459029414,-0.0011923974679484582,0.013044471750497541,0.01304446021110548,-0.006028897025610422,0.059698196039736716,0.003078390697845171,-0.0525497973001563
33.0,0.1340751730069656,-0.012498514678903842,0.009822580938552756,0.017983461016302025,0.3725475595461064,0.07184410557337809,0.0068039617477962154,0.024721859445944162,0.02472184845604696,0.0063318476413043185,0.06615295339093648,0.015005454996976312,-0.053987266327998065
34.0,0.1340751730069656,-0.012498514678903842,0.009822580938552756,0.017983461016302025,0.3725475595461064,0.07184410557337809,0.0068039617477962154,0.024721859445944162,0.02472184845604696,0.0063318476413043185,0.06615295339093648,0.015005454996976312,-0.053987266327998065
35.0,0.12227408583286592,-0.040874026000417264,0.0017074192393674442,0.0023338652333897442,0.32338610441082244,0.05024982384451721,-0.0040200680495045965,0.027335563009518893,0.044628783765464336,-0.017491649020346414,0.05256689003360471,0.002770520565499294,-0.07238029345473466
36.0,0.1252982121549431,-0.05115574946282092,-0.015574466870335524,-0.013913352163046353,0.3017722961468519,0.032050269286117046,-0.00197017783014076,0.034179466016657105,0.04955121662026629,-0.033964274188206287,0.028187628993026827,-0.029156878796785354,-0.09071762075843474
37.0,0.12243441651245822,-0.050467668213310515,-0.016134324398506924,-0.014027358023195177,0.2928557845194546,0.031821281976521155,0.0015650701948109011,0.036505895654345984,0.05132865620706822,-0.030196655079453065,0.029735537273878874,-0.026094893147224713,-0.086541810361798
38.0,0.11155903056455455,-0.04937747841179302,-0.027441281282511824,-0.025230366662496364,0.2749793531206557,0.02174692306624341,-0.007594347541913366,0.030043044501254657,0.043431343859806404,-0.02696286192149456,0.022089787514495113,-0.02307988396814266,-0.07973775426804447
39.0,0.08984111314884471,-0.04260244500147339,-0.01725216861719569,-0.015675799317774294,0.24484896182865917,0.015774486914411082,-0.019942005009618527,0.014604034455425888,0.01460402905546284,-0.03242456381101626,0.00032830192634019143,-0.04454745141840614,-0.08883742229089486
40.0,0.08984111314884471,-0.04260244500147339,-0.01725216861719569,-0.015675799317774294,0.24484896182865917,0.015774486914411082,-0.019942005009618527,0.014604034455425888,0.01460402905546284,-0.03242456381101626,0.00032830192634019143,-0.04454745141840614,-0.08883742229089486
41.0,0.08984111314884471,-0.04260244500147339,-0.01725216861719569,-0.015675799317774294,0.24484896182865917,0.015774486914411082,-0.019942005009618527,0.014604034455425888,0.01460402905546284,-0.03242456381101626,0.00032830192634019143,-0.04454745141840614,-0.08883742229089486
42.0,0.08770970495484355,-0.026032441849936104,-0.029586134763680428,-0.014689658418271712,0.23845706479267018,-0.003254308773584209,-0.015549140899653662,0.00976088156348954,0.009760875678571214,-0.026979944670288934,0.002530934161740782,-0.05444835162008264,-0.09314349706405119
43.0,0.06838893694412562,-0.024575278180837313,-0.050484826013888526,-0.019347681884014766,0.20018579964027267,-0.02790790220312429,-0.01959336860310542,-0.0017484730064409287,0.008627462644936041,-0.018159007028479328,-0.0035683229665725833,-0.06130637124838796,-0.088628160509194
44.0,0.06789633810867195,-0.026869238158964952,-0.051777779406465975,-0.020686556572729255,0.19692819167891565,-0.03535204469953235,-0.028217506406356348,-0.02240504055168848,0.008722774888692891,-0.024492032748654906,-0.015725777986188516,-0.07503663742794883,-0.0806610150889385
45.0,0.06454732447346889,-0.023319755616485742,-0.04783165161227041,-0.02287075342258791,0.19124945681287,-0.037841710318537745,-0.027650875453452788,-0.023852180974698375,0.007275634465682998,-0.019348454565705723,-0.029444075844310257,-0.08020091752861135,-0.07479617568111871
46.0,0.04916103049549526,-0.025525591427175975,-0.05886870283125636,-0.033053327462627166,0.1359461362148729,-0.08889831257598255,-0.026461599562224776,-0.0660948373851092,-0.009967021628580982,-0.042784759431789776,-0.04907445441933581,-0.0920276536706229,-0.07240244036029898
47.0,0.039943347694633244,-0.021842800510156028,-0.06308600354476852,-0.029952570728846738,0.10973509275720394,-0.10456436783356805,-0.011375986094565202,-0.06466669970587882,-0.011211637080613863,-0.014318100437291505,-0.034098985486871305,-0.07792225507975765,-0.07794682855158844
48.0,0.04192477719219118,-0.017362469261936325,-0.057506396614704164,-0.03384577774121038,0.11078521327787515,-0.10723736754203907,-0.014304382446937785,-0.06587683225868052,-0.013664910624700807,-0.02063746128514113,-0.0425547293761007,-0.08276244954057319,-0.08656020569675388
49.0,0.04999363260211861,-0.02387648866516371,-0.06071578702102829,-0.022138122729743456,0.10275804690914203,-0.09545133254054469,-0.0056043277444310985,-0.06974265104689117,-0.021974297211548015,-0.0472977920426867,-0.05493176470823671,-0.06553265450825653,-0.07549229561184038
50.0,0.04712502253420414,-0.024531642392975506,-0.06045155572128097,-0.020481907939744845,0.09112438238727931,-0.08285469437794125,-0.007197739279206049,-0.062295236407828365,-0.015522056610721523,-0.04012386591446022,-0.04831849564732946,-0.05930290947324971,-0.05778611885436985
51.0,0.027255168172655466,-0.03142725719313902,-0.05505455767946054,-0.01959350816166964,0.07275087889911075,-0.08506983860676193,-0.02535984550158829,-0.06262191268445129,-0.0331419606144481,-0.05601552338693457,-0.05220599237306905,-0.06020827170047571,-0.07081965564786509
