Estimator,Accuracy1,Accuracy2
schreiber2017/ismir2017,0.7204899331545451,0.8595444902533723
schreiber2017/mirex2017,0.7178081095144698,0.8612256334307329
schreiber2014/default,0.7044790457511108,0.8601048713124925
percival2014/stem,0.6862666613297042,0.853580434695593
boeck2015/tempodetector2016_default,0.6841452187487491,0.8713124924948965
davies2009/mirex_qm_tempotracker,0.6580074450626426,0.7945002601769203
