τ,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
0.0,,,,,,,,,,,,,,,,,,
0.005,,,,,,,,,,,,,,,,,,
0.01,0.04302546592173019,0.11459949161586093,0.11436164711694702,0.003870061634130285,0.1301973559332572,0.07597025610173336,0.1510506885670923,0.11468772668836663,0.11864423493090087,0.07660827466709554,0.31664090500502906,0.0017952756996123694,0.038790010542989924,0.038790010542989924,0.07668785534275606,0.040225715187325414,0.039939577455981194,0.07591070192428445
0.015,0.05364603032140748,0.06124355459341689,0.05916979308313822,0.04082361954247456,0.07092886160126598,0.1263579840506463,0.1159480038348058,0.07204779825349938,0.08631485928867784,0.07441989315081916,0.25925340760664844,0.08366205093602935,0.04819510964146442,0.033607093265833346,0.07582880155053374,0.04075228045227763,0.024586747272888794,0.049477714343878515
0.02,0.09228010826265332,0.08204907353034806,0.07330585369304743,0.05272165833696349,0.09929741207634508,0.20252532116774527,0.18369774024569258,0.10229773612509817,0.10375236181452123,0.12868522250749378,0.2772414730803489,0.1546358581264284,0.11448233857757259,0.09659317208621009,0.06861122319182521,0.06544195373187052,0.04492241880797947,0.11003727420772842
0.025,0.10880747081814567,0.11909214684577137,0.09817629627643959,0.08029161154011916,0.12943150756692362,0.20851670043570075,0.21112725119307696,0.12383302178290369,0.12614925032687177,0.16638983981354427,0.29552041601427415,0.18997584855204058,0.1410661962883618,0.1125897596408565,0.10787925634990439,0.10557857001127684,0.0747155353169871,0.13752781701963
0.03,0.1082142511271438,0.1196915748383859,0.09834979286659896,0.08791393861004654,0.14537878100000623,0.220217961980906,0.21540525207095565,0.1335887518467509,0.13363278158650266,0.17979403972253866,0.29940700020258715,0.19605505373910945,0.14564718756292797,0.13116595890241917,0.11636583221552921,0.10334463221381553,0.08035762529529372,0.14549604758304044
0.035,0.10865084651663,0.11969003162398213,0.104951098926307,0.08930073795762374,0.1505210911110983,0.22103765747646215,0.21380732878694,0.14048894021056227,0.1417738318011996,0.17681049155499096,0.2908431228807518,0.1930902005848813,0.14445738811745873,0.1362557764455309,0.11842914057893618,0.11031230718743412,0.08815644935241349,0.14719122093166684
0.04,0.108784457774364,0.12435610931106675,0.11020367931266868,0.10072866055892811,0.15629066974831554,0.23220167821465093,0.23431527183048387,0.1572756188990846,0.1504679080201022,0.19002249084498596,0.3016691451358625,0.20935817415065514,0.1591562756560558,0.1614365194007505,0.12513779790873036,0.12109812222291762,0.1003122740105068,0.17200256836517375
0.045,0.10822230254905114,0.12384557481258152,0.10972538950233128,0.10530486523077455,0.15845542146900957,0.23292908071420648,0.23865970389004418,0.15738120868643202,0.1522917496553218,0.1895368947225447,0.30488372202446035,0.2082768456793805,0.1609283955151355,0.1631967008109051,0.12448654948587554,0.12046802393454352,0.10071328987588261,0.1740382017624385
0.05,0.10666976772050683,0.1220744264442505,0.10824345514957735,0.10374748657836558,0.16802590380045812,0.2302464388296466,0.24816780835791893,0.16305862516122668,0.15742769362903178,0.1929371939073792,0.30799823623972405,0.20532292842047406,0.16560387174338206,0.1639727413476494,0.12582018503680376,0.1260735968548239,0.10307316309556258,0.1793885887347728
0.055,0.10578151860749609,0.12092752921986413,0.10739666560691066,0.10281601490944489,0.17068086087899492,0.2282420951645405,0.25085031612040093,0.1663702752339431,0.15992313393856236,0.1924558775786902,0.3075462961722788,0.20371119025572137,0.16415232721787687,0.16763988175449082,0.12697812787239243,0.13610977353591402,0.10377667792647353,0.1803863781849865
0.06,0.10524882583778333,0.12048754564220147,0.10695131059387783,0.10232678201639861,0.17713378288047985,0.22708089460959777,0.25301036873873606,0.17068129897707918,0.16222971556222535,0.19372212436850147,0.30895949262936195,0.20300178613073985,0.1636251186266097,0.1670949698407028,0.12912274940324425,0.13559903321984823,0.10675998196909363,0.1833671100389126
0.065,0.10524882583778333,0.12048754564220147,0.10695131059387783,0.10232678201639861,0.17713378288047985,0.22708089460959777,0.25301036873873606,0.17068129897707918,0.16222971556222535,0.19372212436850147,0.30895949262936195,0.20300178613073985,0.1636251186266097,0.1670949698407028,0.12912274940324425,0.13559903321984823,0.10675998196909363,0.1833671100389126
0.07,0.10467746717044092,0.13207328417027114,0.11863556421392443,0.11147930742990247,0.17616357426676807,0.23755877920011134,0.25108394035149967,0.17053567879251952,0.16500033910186623,0.20135950602166597,0.31228421626955943,0.20588037776365756,0.1769837831231369,0.18041876146070648,0.13099453463595978,0.14206518459855078,0.11434958421313038,0.18980261471304052
0.075,0.10882677336517559,0.13558667341617228,0.1270117922355843,0.12001506170002013,0.18356430944612964,0.2402854870572001,0.2615189363091445,0.1771338758570229,0.16936939986947444,0.2091826606937476,0.31799696424742135,0.21268426283946015,0.18040030591813594,0.18924628290994516,0.13809372567722952,0.15093048160590572,0.1188271469271181,0.19745047940469931
0.08,0.10882677336517559,0.13558667341617228,0.1270117922355843,0.12001506170002013,0.18356430944612964,0.2402854870572001,0.2615189363091445,0.1771338758570229,0.16936939986947444,0.2091826606937476,0.31799696424742135,0.21268426283946015,0.18040030591813594,0.18924628290994516,0.13809372567722952,0.15093048160590572,0.1188271469271181,0.19745047940469931
0.085,0.10882677336517559,0.13558667341617228,0.1270117922355843,0.12001506170002013,0.18356430944612964,0.2402854870572001,0.2615189363091445,0.1771338758570229,0.16936939986947444,0.2091826606937476,0.31799696424742135,0.21268426283946015,0.18040030591813594,0.18924628290994516,0.13809372567722952,0.15093048160590572,0.1188271469271181,0.19745047940469931
0.09,0.10882677336517559,0.13558667341617228,0.1270117922355843,0.12001506170002013,0.18356430944612964,0.2402854870572001,0.2615189363091445,0.1771338758570229,0.16936939986947444,0.2091826606937476,0.31799696424742135,0.21268426283946015,0.18040030591813594,0.18924628290994516,0.13809372567722952,0.15093048160590572,0.1188271469271181,0.19745047940469931
0.095,0.10882677336517559,0.13558667341617228,0.1270117922355843,0.12001506170002013,0.18356430944612964,0.2402854870572001,0.2615189363091445,0.1771338758570229,0.16936939986947444,0.2091826606937476,0.31799696424742135,0.21268426283946015,0.18040030591813594,0.18924628290994516,0.13809372567722952,0.15093048160590572,0.1188271469271181,0.19745047940469931
0.1,0.10735209459269698,0.13373734437300303,0.1254264483762698,0.1183268502950167,0.1942284717995442,0.24034668459684672,0.2584880028075628,0.1765762283768102,0.167706269465951,0.20683962207998305,0.31782883799256045,0.20999671550965607,0.17813387745857226,0.1868504011285502,0.13701832728221278,0.15197484508242093,0.11786551556109592,0.19704260866216444
0.105,0.10752740171696876,0.13387887801929188,0.12491612502173034,0.11857618510942651,0.19999803695918603,0.2393370802859737,0.26138239306176553,0.1804033142840991,0.16996177288522732,0.20808747029956307,0.3202173806570987,0.20945112300473293,0.18087356117546557,0.18719331827139332,0.1387333886496023,0.15563204713659995,0.12036296438767738,0.19964180301391277
0.11,0.10750009109462468,0.13319116989631255,0.12435066336834144,0.11822678443229816,0.21312776653879698,0.23849630878632647,0.2727232752967315,0.19043501432722953,0.17500433927335599,0.21282287123027058,0.33080971043071145,0.21339852171832038,0.187178490452526,0.19819222232698108,0.142128967959851,0.16381024604950423,0.1262944686347333,0.2059887798348324
0.115,0.10750009109462468,0.13319116989631255,0.12435066336834144,0.11822678443229816,0.21312776653879698,0.23849630878632647,0.2727232752967315,0.19043501432722953,0.17500433927335599,0.21282287123027058,0.33080971043071145,0.21339852171832038,0.187178490452526,0.19819222232698108,0.142128967959851,0.16381024604950423,0.1262944686347333,0.2059887798348324
0.12,0.10724082215121485,0.13284290501108334,0.124168803747122,0.11844568874056466,0.21584941191258472,0.23877284016470593,0.27688298176192844,0.19335114799958303,0.17722616109217126,0.21626981932773037,0.33066517787940036,0.2126930989691701,0.1865583609556841,0.20173915842989765,0.14247200000523216,0.1677000809124595,0.1273891840334361,0.20767037974529792
0.125,0.10724082215121485,0.13284290501108334,0.124168803747122,0.11844568874056466,0.21584941191258472,0.23877284016470593,0.27688298176192844,0.19335114799958303,0.17722616109217126,0.21626981932773037,0.33066517787940036,0.2126930989691701,0.1865583609556841,0.20173915842989765,0.14247200000523216,0.1677000809124595,0.1273891840334361,0.20767037974529792
