Estimator,AOE1_MEAN,AOE1_STDEV,AOE2_MEAN,AOE2_STDEV
schreiber2017/mirex2017,0.10467628522040928,0.2928329347141991,0.016296612780690486,0.04038249504056664
schreiber2017/ismir2017,0.19742463087477863,0.38039365140426157,0.025214124190137258,0.07175578468757401
percival2014/stem,0.1991669997131349,0.3820538325067503,0.024704194652331753,0.06963609801759417
schreiber2014/default,0.20085195288235597,0.37758856003657304,0.029365607375184403,0.08176826068643901
boeck2019/multi_task_hjdb,0.2087272162810412,0.3903111383966916,0.02324398725001958,0.06474946941193385
boeck2019/multi_task,0.209689145044747,0.3883696160314101,0.023048883916311748,0.06482934388469473
schreiber2018/fcn,0.24885995565248012,0.4233150821905922,0.022610450115927574,0.06641202350737894
echonest/version_3_2_1,0.25641755175297315,0.4061240572370489,0.04413980595859503,0.10042004101251815
schreiber2018/cnn,0.26946010001352566,0.4335262659615141,0.023031001035872373,0.0707532262691426
gkiokas2012/default,0.2734131873530356,0.44128748133238754,0.027262855010325077,0.07725394897721063
klapuri2006/percival2014,0.27862303346754413,0.4372520614555474,0.02947563900891875,0.0781962976606047
zplane/auftakt_v3,0.28097788079650804,0.43750489256305675,0.04266622448170355,0.10267120003600665
schreiber2018/ismir2018,0.2935884308470717,0.4456928581508542,0.029078470218848813,0.08237404863562392
boeck2015/tempodetector2016_default,0.29560364833340164,0.4694574813803165,0.021715530961112273,0.05726955477188949
scheirer1998/percival2014,0.32796373277591073,0.4262301131757213,0.0810758207362249,0.14008748099567936
oliveira2010/ibt,0.3480727516616257,0.4644146699904357,0.04428853762374077,0.09291779870573937
davies2009/mirex_qm_tempotracker,0.3940197754401266,0.49850496051355797,0.03589735565125455,0.06704822701840434
