Estimator,Size,Min,Max,Avg,Stdev,Sweet Oct. Start,Sweet Oct. Coverage
boeck2015/tempodetector2016_default,456,48.39,240.0,131.67412280701754,40.99855559635099,97.0,0.7302631578947368
davies2009/mirex_qm_tempotracker,456,69.8374,215.332,130.11846271929824,25.80757967897174,90.0,0.9122807017543859
percival2014/stem,456,53.4157,20671.9,147.51034429824563,963.5830151671337,68.0,0.8245614035087719
schreiber2014/default,456,56.99386,149.43391,97.74201604385965,23.603920984942857,68.0,0.8662280701754386
schreiber2017/ismir2017,456,41.163326,160.11902,105.9858958245614,28.588152638755048,79.0,0.7828947368421053
schreiber2017/mirex2017,456,40.53247,160.11902,104.73430122149122,28.884686890355383,79.0,0.7631578947368421
schreiber2018/cnn,456,61.0,232.0,139.60087719298247,39.74339006896488,109.0,0.7807017543859649
schreiber2018/fcn,456,48.0,237.0,126.78289473684211,40.12008092688877,101.0,0.6842105263157895
schreiber2018/ismir2018,456,67.0,237.0,137.52412280701753,34.93113270702618,101.0,0.8201754385964912
