Estimator,trance,techno,tech-house,reggae-dub,psy-trance,progressive-house,pop-rock,minimal,indie-dance-nu-disco,house,hip-hop,hardcore-hard-techno,hard-dance,glitch-hop,funk-r-and-b,electronica,electro-house,dubstep,drum-and-bass,dj-tools,deep-house,chill-out,breaks
boeck2015/tempodetector2016_default,0.972972972972973,0.8360655737704918,0.9545454545454546,0.5,0.9117647058823529,0.8947368421052632,0.3333333333333333,0.875,0.9090909090909091,0.782608695652174,1.0,0.9285714285714286,0.625,0.9411764705882353,0.0,0.8518518518518519,0.9090909090909091,0.75,0.6690647482014388,0.6666666666666666,0.9583333333333334,0.9333333333333333,0.9230769230769231
boeck2019/multi_task,0.972972972972973,0.8360655737704918,0.9545454545454546,0.5,0.9411764705882353,0.8947368421052632,0.6666666666666666,0.875,0.9090909090909091,0.8260869565217391,1.0,0.9285714285714286,0.625,0.9411764705882353,1.0,0.7962962962962963,0.9545454545454546,0.8289473684210527,0.9064748201438849,0.7777777777777778,0.9583333333333334,0.9333333333333333,0.9230769230769231
boeck2019/multi_task_hjdb,0.972972972972973,0.8524590163934426,0.9545454545454546,0.5,0.9705882352941176,0.8947368421052632,0.6666666666666666,0.875,0.9090909090909091,0.782608695652174,1.0,0.9285714285714286,0.625,0.9411764705882353,1.0,0.8703703703703703,0.9090909090909091,0.881578947368421,0.9280575539568345,0.7777777777777778,0.9583333333333334,0.9333333333333333,0.9615384615384616
boeck2020/dar,0.972972972972973,0.9180327868852459,0.9545454545454546,1.0,0.9117647058823529,0.8947368421052632,0.6666666666666666,1.0,0.9090909090909091,0.782608695652174,1.0,0.9285714285714286,0.75,0.9411764705882353,1.0,0.8333333333333334,0.9090909090909091,0.881578947368421,0.9568345323741008,0.6666666666666666,0.9583333333333334,0.9333333333333333,0.9615384615384616
davies2009/mirex_qm_tempotracker,0.22972972972972974,0.5901639344262295,0.6818181818181818,0.5,0.38235294117647056,0.5789473684210527,0.3333333333333333,0.75,0.5454545454545454,0.30434782608695654,0.0,0.07142857142857142,0.125,0.5294117647058824,1.0,0.3148148148148148,0.5909090909090909,0.32894736842105265,0.10071942446043165,0.4444444444444444,0.75,0.7333333333333333,0.23076923076923078
percival2014/stem,0.6891891891891891,0.7049180327868853,0.9090909090909091,0.5,0.7058823529411765,0.631578947368421,0.3333333333333333,0.75,0.9090909090909091,0.5652173913043478,1.0,0.0,0.375,0.5882352941176471,0.0,0.5555555555555556,0.5,0.5263157894736842,0.1366906474820144,0.4444444444444444,0.9583333333333334,0.8,0.6923076923076923
schreiber2014/default,0.918918918918919,0.8360655737704918,0.9090909090909091,1.0,0.8823529411764706,0.9473684210526315,0.6666666666666666,0.875,0.9090909090909091,0.6956521739130435,1.0,0.7857142857142857,0.75,0.9411764705882353,1.0,0.9074074074074074,0.9090909090909091,0.868421052631579,0.8848920863309353,0.5555555555555556,0.9583333333333334,0.9333333333333333,0.9230769230769231
schreiber2017/ismir2017,0.972972972972973,0.8032786885245902,0.9090909090909091,1.0,0.8823529411764706,0.9473684210526315,0.6666666666666666,0.875,0.9090909090909091,0.7391304347826086,1.0,0.8571428571428571,0.625,0.8823529411764706,1.0,0.9074074074074074,0.9090909090909091,0.881578947368421,0.9496402877697842,0.8888888888888888,0.9583333333333334,0.9333333333333333,0.9615384615384616
schreiber2017/mirex2017,0.972972972972973,0.8524590163934426,0.9090909090909091,1.0,0.9117647058823529,0.9473684210526315,0.6666666666666666,0.875,0.9090909090909091,0.9130434782608695,1.0,0.8571428571428571,0.625,0.9411764705882353,1.0,0.9259259259259259,0.9090909090909091,0.9078947368421053,0.9496402877697842,1.0,0.9583333333333334,0.9333333333333333,0.9615384615384616
schreiber2018/cnn,0.9864864864864865,0.9180327868852459,1.0,0.5,0.9117647058823529,0.9473684210526315,0.6666666666666666,1.0,0.9090909090909091,0.782608695652174,1.0,1.0,0.75,0.9411764705882353,1.0,0.9259259259259259,0.9545454545454546,0.9210526315789473,0.9568345323741008,0.7777777777777778,0.9583333333333334,0.9333333333333333,0.9615384615384616
schreiber2018/fcn,0.9864864864864865,0.9180327868852459,0.9545454545454546,1.0,0.9117647058823529,0.8947368421052632,0.6666666666666666,1.0,0.9090909090909091,0.782608695652174,1.0,0.9285714285714286,0.75,1.0,1.0,0.9259259259259259,0.9545454545454546,0.9078947368421053,0.9568345323741008,0.7777777777777778,0.9583333333333334,0.9333333333333333,0.9615384615384616
schreiber2018/ismir2018,0.9864864864864865,0.9344262295081968,0.9545454545454546,1.0,0.9117647058823529,1.0,0.6666666666666666,1.0,0.9090909090909091,0.782608695652174,1.0,0.9285714285714286,0.75,0.9411764705882353,1.0,0.9629629629629629,0.9090909090909091,0.8947368421052632,0.935251798561151,0.6666666666666666,0.9583333333333334,0.9333333333333333,1.0
