Tolerance (%),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default,zplane/auftakt_v3
0.0,0.01167883211678832,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.00583941605839416,0.0,0.0,0.0,0.0,0.0,0.01167883211678832,0.008759124087591242,0.01167883211678832,0.01167883211678832,0.00291970802919708
0.0005,0.5503649635036496,0.10510948905109489,0.10218978102189781,0.10802919708029197,0.0072992700729927005,0.10218978102189781,0.2029197080291971,0.07737226277372262,0.024817518248175182,0.07591240875912408,0.026277372262773723,0.17956204379562044,0.1678832116788321,0.1678832116788321,0.2291970802919708,0.22773722627737225,0.23357664233576642,0.22627737226277372,0.1386861313868613
0.001,0.5532846715328467,0.19854014598540146,0.21313868613138687,0.2116788321167883,0.017518248175182483,0.17664233576642335,0.24963503649635035,0.13138686131386862,0.026277372262773723,0.13284671532846715,0.09197080291970802,0.28029197080291973,0.2686131386861314,0.2686131386861314,0.26423357664233577,0.2671532846715328,0.27153284671532846,0.2671532846715328,0.21897810218978103
0.0015,0.5576642335766423,0.2875912408759124,0.3167883211678832,0.3021897810218978,0.01897810218978102,0.24087591240875914,0.2671532846715328,0.20875912408759123,0.0364963503649635,0.28613138686131384,0.14306569343065692,0.34744525547445254,0.34890510948905107,0.34890510948905107,0.272992700729927,0.2773722627737226,0.2832116788321168,0.28175182481751826,0.2948905109489051
0.002,0.5664233576642336,0.381021897810219,0.41021897810218977,0.3722627737226277,0.027737226277372264,0.2948905109489051,0.3007299270072993,0.24087591240875914,0.04525547445255475,0.33284671532846716,0.15766423357664233,0.4043795620437956,0.41897810218978104,0.41897810218978104,0.310948905109489,0.30802919708029197,0.3167883211678832,0.30802919708029197,0.3605839416058394
0.0025,0.5766423357664233,0.4686131386861314,0.4832116788321168,0.4335766423357664,0.033576642335766425,0.35036496350364965,0.3357664233576642,0.27153284671532846,0.05547445255474453,0.37372262773722625,0.23941605839416058,0.472992700729927,0.4846715328467153,0.48613138686131385,0.345985401459854,0.34306569343065696,0.35036496350364965,0.32992700729927005,0.4218978102189781
0.003,0.6,0.5430656934306569,0.5474452554744526,0.49635036496350365,0.04525547445255475,0.4,0.4394160583941606,0.33138686131386863,0.08759124087591241,0.43503649635036495,0.26277372262773724,0.5445255474452555,0.5576642335766423,0.5591240875912409,0.46715328467153283,0.4467153284671533,0.4642335766423358,0.4291970802919708,0.4802919708029197
0.0035,0.6642335766423357,0.5941605839416059,0.602919708029197,0.5620437956204379,0.04817518248175182,0.44233576642335765,0.4978102189781022,0.4335766423357664,0.12846715328467154,0.49343065693430654,0.28175182481751826,0.5970802919708029,0.6175182481751825,0.6175182481751825,0.5240875912408759,0.4948905109489051,0.5226277372262774,0.4846715328467153,0.5343065693430656
0.004,0.672992700729927,0.6423357664233577,0.6394160583941606,0.6175182481751825,0.052554744525547446,0.4832116788321168,0.527007299270073,0.5211678832116788,0.1343065693430657,0.5313868613138686,0.29781021897810217,0.6306569343065693,0.6467153284671533,0.6467153284671533,0.5503649635036496,0.5226277372262774,0.5518248175182482,0.5138686131386861,0.5664233576642336
0.0045,0.6963503649635037,0.6773722627737226,0.6744525547445256,0.6496350364963503,0.059854014598540145,0.5138686131386861,0.5518248175182482,0.5489051094890511,0.2145985401459854,0.5912408759124088,0.3182481751824818,0.6554744525547446,0.6671532846715329,0.6671532846715329,0.5693430656934306,0.5430656934306569,0.5737226277372263,0.5328467153284672,0.6116788321167883
0.005,0.7021897810218978,0.7153284671532847,0.7094890510948905,0.708029197080292,0.08905109489051095,0.5401459854014599,0.5678832116788322,0.6335766423357664,0.21897810218978103,0.6262773722627737,0.3532846715328467,0.6875912408759124,0.6978102189781021,0.6978102189781021,0.602919708029197,0.5854014598540146,0.6072992700729927,0.5562043795620438,0.6364963503649635
0.0055,0.7182481751824817,0.7357664233576642,0.7299270072992701,0.7474452554744525,0.0905109489051095,0.5518248175182482,0.6335766423357664,0.6481751824817519,0.22481751824817517,0.6423357664233577,0.3708029197080292,0.7094890510948905,0.7357664233576642,0.7357664233576642,0.6744525547445256,0.6598540145985401,0.6817518248175183,0.5927007299270073,0.67007299270073
0.006,0.7445255474452555,0.7547445255474453,0.7547445255474453,0.7824817518248175,0.10072992700729927,0.5751824817518248,0.6598540145985401,0.6598540145985401,0.24671532846715327,0.6802919708029197,0.4,0.7386861313868613,0.7518248175182481,0.7532846715328467,0.6905109489051094,0.6759124087591241,0.6978102189781021,0.6116788321167883,0.6934306569343066
0.0065,0.7591240875912408,0.7839416058394161,0.7795620437956204,0.8145985401459854,0.10656934306569343,0.6014598540145986,0.6846715328467153,0.7124087591240876,0.26423357664233577,0.708029197080292,0.43503649635036495,0.7532846715328467,0.7591240875912408,0.7605839416058394,0.7094890510948905,0.6905109489051094,0.7167883211678832,0.6233576642335766,0.708029197080292
0.007,0.7781021897810219,0.8131386861313868,0.8087591240875912,0.8437956204379562,0.11386861313868613,0.6335766423357664,0.6905109489051094,0.7416058394160584,0.2832116788321168,0.7518248175182481,0.44233576642335765,0.7678832116788321,0.7693430656934307,0.7722627737226277,0.7138686131386861,0.6948905109489051,0.7211678832116788,0.6321167883211679,0.7197080291970803
0.0075,0.7839416058394161,0.8423357664233576,0.8510948905109489,0.8642335766423358,0.14744525547445256,0.656934306569343,0.6934306569343066,0.7591240875912408,0.2934306569343066,0.7664233576642335,0.44379562043795623,0.7795620437956204,0.7897810218978102,0.7927007299270074,0.7226277372262774,0.7007299270072993,0.727007299270073,0.6364963503649635,0.745985401459854
0.008,0.7897810218978102,0.8613138686131386,0.8802919708029197,0.8832116788321168,0.1635036496350365,0.67007299270073,0.7912408759124088,0.7649635036496351,0.33284671532846716,0.7751824817518248,0.4569343065693431,0.8160583941605839,0.8277372262773722,0.8321167883211679,0.8189781021897811,0.8043795620437956,0.8262773722627738,0.7372262773722628,0.7824817518248175
0.0085,0.8248175182481752,0.8802919708029197,0.8948905109489051,0.8948905109489051,0.25401459854014596,0.6978102189781021,0.8087591240875912,0.7795620437956204,0.36496350364963503,0.7824817518248175,0.472992700729927,0.8379562043795621,0.8540145985401459,0.8583941605839416,0.8321167883211679,0.8262773722627738,0.8394160583941606,0.7532846715328467,0.7985401459854015
0.009,0.8437956204379562,0.8978102189781022,0.9065693430656935,0.9124087591240876,0.2583941605839416,0.7124087591240876,0.8175182481751825,0.7839416058394161,0.38394160583941606,0.7897810218978102,0.4832116788321168,0.8496350364963504,0.8598540145985402,0.8642335766423358,0.8350364963503649,0.8277372262773722,0.8437956204379562,0.7576642335766424,0.8160583941605839
0.0095,0.8569343065693431,0.908029197080292,0.9138686131386862,0.9182481751824818,0.27153284671532846,0.7299270072992701,0.8204379562043795,0.8087591240875912,0.41605839416058393,0.8,0.5036496350364964,0.8627737226277372,0.8759124087591241,0.8802919708029197,0.8350364963503649,0.8306569343065694,0.8437956204379562,0.7591240875912408,0.8248175182481752
0.01,0.8613138686131386,0.9153284671532846,0.9197080291970803,0.92992700729927,0.30656934306569344,0.7445255474452555,0.8437956204379562,0.8160583941605839,0.48613138686131385,0.8467153284671532,0.5299270072992701,0.8744525547445255,0.8875912408759125,0.891970802919708,0.8467153284671532,0.8364963503649635,0.8496350364963504,0.7737226277372263,0.8394160583941606
0.0105,0.8802919708029197,0.9211678832116789,0.9284671532846716,0.9343065693430657,0.310948905109489,0.7664233576642335,0.8627737226277372,0.8233576642335766,0.5854014598540146,0.8510948905109489,0.564963503649635,0.8861313868613139,0.9051094890510949,0.9094890510948905,0.8525547445255475,0.8394160583941606,0.8583941605839416,0.7897810218978102,0.8554744525547445
0.011,0.8890510948905109,0.92992700729927,0.9357664233576642,0.9401459854014599,0.3167883211678832,0.7781021897810219,0.8686131386861314,0.8364963503649635,0.6014598540145986,0.8642335766423358,0.5708029197080292,0.9065693430656935,0.9167883211678832,0.9211678832116789,0.8642335766423358,0.8467153284671532,0.8642335766423358,0.7927007299270074,0.8613138686131386
0.0115,0.8905109489051095,0.9343065693430657,0.9401459854014599,0.9416058394160584,0.3197080291970803,0.7912408759124088,0.8715328467153285,0.8467153284671532,0.6160583941605839,0.8686131386861314,0.5897810218978102,0.910948905109489,0.9197080291970803,0.9240875912408759,0.8642335766423358,0.8467153284671532,0.8656934306569343,0.7941605839416058,0.872992700729927
0.012,0.8948905109489051,0.9430656934306569,0.9474452554744526,0.9503649635036496,0.32554744525547447,0.7956204379562044,0.8846715328467153,0.8510948905109489,0.6321167883211679,0.8744525547445255,0.5941605839416059,0.9124087591240876,0.9240875912408759,0.9284671532846716,0.8744525547445255,0.8554744525547445,0.8802919708029197,0.8087591240875912,0.8817518248175182
0.0125,0.908029197080292,0.948905109489051,0.9503649635036496,0.9547445255474453,0.3927007299270073,0.8014598540145985,0.891970802919708,0.8554744525547445,0.6554744525547446,0.8759124087591241,0.6160583941605839,0.9138686131386862,0.9255474452554745,0.92992700729927,0.8817518248175182,0.8642335766423358,0.8890510948905109,0.8131386861313868,0.8846715328467153
0.013,0.908029197080292,0.9547445255474453,0.9576642335766423,0.9591240875912409,0.4306569343065693,0.8058394160583942,0.9036496350364963,0.8627737226277372,0.672992700729927,0.8817518248175182,0.6204379562043796,0.9226277372262773,0.9328467153284672,0.9357664233576642,0.8890510948905109,0.8744525547445255,0.8948905109489051,0.8248175182481752,0.8934306569343066
