Item,davies2009/mirex_qm_tempotracker,sun2021/default,klapuri2006/percival2014,boeck2019/multi_task_hjdb,boeck2019/multi_task,boeck2020/dar,schreiber2018/fcn,schreiber2018/ismir2018,schreiber2018/cnn,percival2014/stem,gkiokas2012/default,schreiber2017/mirex2017,schreiber2017/ismir2017,scheirer1998/percival2014,zplane/auftakt_v3,oliveira2010/ibt,boeck2015/tempodetector2016_default,echonest/version_3_2_1,schreiber2014/default
blues.00000.jams,0.012045132289868915,0.011587974275211846,0.005442090511886577,0.0031128606078384955,0.0029976891679588335,0.0029976891679588335,0.0,0.0,0.0,0.0010853148002784307,0.011495638837829437,0.0021382199724105846,0.0021382199724105846,0.00508547109569786,0.0011536946163702754,0.011495638837829437,0.0,0.000553888555903418,0.0021382199724105846
blues.00001.jams,8.48646637723151e-06,0.028569152196771117,8.71984490784718e-06,0.0031859307188477743,0.0072315692310758635,0.00573975060546363,0.010647244199508478,0.0070547575339504264,0.0,0.0047474802429027475,0.0,0.0038884188505142465,0.0038884188505142465,0.036621623669564445,0.0,0.4009623140671211,0.0038138531148822156,0.0051434548195644384,0.002211776061778237
blues.00002.jams,0.04076067267841257,0.009159999285475916,0.0036332339593854335,0.002575256398764813,0.004404058492689423,0.002575256398764813,0.0,0.009159999285475916,0.009159999285475916,0.0018421649387303095,0.009218530029378662,0.0014116829500786649,0.0014116829500786649,0.03579423496122646,0.0018366584796171057,0.0,0.008155241547578254,0.006875446090921918,0.0007628644895111927
blues.00003.jams,0.023633106565081,0.02345897282398891,0.014863095839537377,0.014815997129440671,0.017347243563896924,0.010895314403913742,0.023083613113041242,0.011587974275211825,0.023083613113041242,0.014862059454148648,0.0,0.007806855980722262,0.007806855980722262,0.016673445370909708,0.0046463648563649165,0.39960745870923786,0.011587974275211825,0.025825987367905253,0.4057104406909697
blues.00004.jams,0.04305811380111438,0.021695071099318976,0.0055852902076137705,0.017274088030881447,0.017274088030881447,0.012081029408202116,0.03242147769237742,0.021695071099318976,0.03242147769237742,0.014863804210266684,0.021695071099318976,0.014221752017236595,0.014221752017236595,0.022442064512774928,0.017382078228236234,0.010888316142736155,0.01446350186824337,0.025887861158298477,0.01464852026864591
blues.00005.jams,0.017403487498522482,0.10852445677816903,0.017403818025117236,0.0,0.0031397075305674097,0.002511219156049881,0.0,0.03170885972733814,0.0,0.0028553813210831576,0.0,0.012422874582594457,0.012422874582594457,0.022291124591645072,0.004187796963433545,0.32716474325350947,0.017247762412947402,0.41551150594497727,0.010760929640530189
blues.00006.jams,0.05693221459442358,0.03952836418663728,0.40439898022830123,0.016535938593170464,0.02128230078805788,0.01752605258501355,0.0,0.06847973788276661,0.10309349296410342,0.0361731240217484,0.03952836418663728,0.03350738265754108,0.03350738265754108,0.10484170106406918,0.03366771276539517,0.22741049610307254,0.005799183937967428,0.039547859933840614,0.03350738265754108
blues.00007.jams,0.056931795852957254,0.06140054466414327,0.00446474891789372,0.021634216358598295,0.018231632137758417,0.014976207572791337,0.031026895620624637,0.03170885972733814,0.031026895620624637,0.010919914543911962,0.015596855051018587,0.01825533453019582,0.01825533453019582,0.05510207555703292,0.0264151867148117,0.031026895620624637,0.004853083222963362,0.01033968789691601,0.019508266408192903
blues.00008.jams,0.012326884557164393,0.0,0.0005496994728321702,0.004127885622676461,0.0025785441017765072,0.004214008957381984,0.0,0.0,0.0,0.0005494934520395503,0.0,0.00029810189646314845,0.00029818778891654884,0.01040645921787986,0.0,0.017073513358941406,0.008732736542602117,0.0014606091052020839,0.00029818778891654884
blues.00009.jams,0.3928669162307998,0.035623909730721375,0.00054970282276378,0.007585257646892343,0.003346708756388929,0.0042287134551868945,0.0,0.017702001733458983,0.0,0.010855674603695806,0.0,0.0039702302235838285,0.0039702302235838285,0.0028124761856151807,0.01236855743041831,0.0,0.016277820925909483,0.00981906103044574,0.0039702302235838285
blues.00010.jams,0.04997920270779139,0.0,0.03319263086066722,0.04282389992548294,0.039588350259321954,0.027026987388365287,0.0544477840223765,0.0544477840223765,0.01837852931485452,0.03875131917218283,0.01837852931485452,0.01756591709817166,0.017565825736910352,0.06933730957022004,0.036525876025113875,0.04551465925236879,0.05587196482992575,0.014941188732475765,0.0161242655391044
blues.00011.jams,0.004462868488536361,0.0,0.42616959592049664,0.0025739436638263814,0.0007730794366762921,0.006455022137299351,0.008613130304708195,0.4150374992788438,0.008613130304708195,0.007249693654482008,0.0,0.008448897029585433,0.008448871115858228,0.4206250087727914,0.4253794435003028,0.2038723333656499,0.011466785225546994,0.4239962266724936,0.00947101136743705
blues.00012.jams,0.0005664457299618018,0.031026895620624544,0.013623087924462443,0.004611708905812853,0.003380477731541537,0.010319861196824112,0.0,0.0,0.0,0.007109717317093994,0.031026895620624544,0.006710917071334789,0.006710917071334789,0.056065446443115195,0.0,0.0,0.026173812397661127,0.004211443507162456,0.006710917071334789
blues.00013.jams,0.008951934447736419,0.01354653183794777,0.005998193599677226,0.007262580099596258,0.006054686139274113,0.00846946359870961,0.01342051576232144,0.0,0.0,0.0014554437725890607,0.0,0.0009439121749355,0.0009439121749355,0.07711519107971135,0.001347683461746599,0.01342051576232144,0.0018864045437677972,0.0015378963582043598,0.0009439121749355
blues.00014.jams,0.047092302717841004,0.034765418160676624,0.00054970282276378,0.011565453981731807,0.015226012443955095,0.014355292977070054,0.0,0.034765418160676624,0.034765418160676624,0.017828071121825984,0.0,0.014003198980077413,0.014003198980077413,0.09315613727728107,0.04161908920173913,0.017487426728841078,0.0033389631539520737,0.011949376894081697,0.014003198980077413
blues.00015.jams,0.033603646927642894,0.014499569695115169,0.015041775161523576,0.000874095780080046,0.005840878589060476,0.0005830248779647619,0.014499569695115169,0.0,0.014499569695115169,0.008220506804968527,0.0,0.01552561542636377,0.01552561542636377,0.02928332232218557,0.025995208532944354,0.0,0.009356790258252022,0.002391900775416853,0.01552561542636377
