T (BPM),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.6758215513475291,0.9787438443489013,0.7110923665749884,0.05131624987778288,1.9268869852234016,1.6572522871427737,1.3213559405440578,0.8180845183327816,0.8180845183327816,1.4853495347779841,0.7098479139248937,1.3708119613685747,1.318786384031871
24.0,0.7969994416822842,1.013439208546313,0.8233636097829392,0.04502276938918995,1.9094326016300691,1.4721455525289828,1.228112883948316,1.2209656961941464,0.8876323276914717,1.5006900241434262,0.533027167326852,1.2876355474347834,1.1821036174169472
25.0,0.9056693871731198,0.8036237307340681,0.6887442206838417,0.24822985335021128,1.960601459199676,1.3857825081924129,1.1425153512344512,1.1440118918598778,0.9440118707582732,1.4413182362385313,0.9673244700606756,1.263723683302587,1.072424890050677
26.0,1.155527824398542,0.8165378923029486,0.7916387176047398,0.45509319982612506,1.971856650433054,1.3545888415591016,1.1016054615093498,1.2586409794828146,0.9586409689320124,1.3800786670723952,1.2340515247766077,1.2347830003833373,1.0764187637764118
27.0,1.1310139617878394,0.7637445942420037,0.7451031633501058,0.38109517659077236,1.978749026856608,1.3434195545677419,1.082780519900153,1.2133837770460694,0.881391718668998,1.3210543502990915,1.196223034359517,1.1951968634693804,1.0329679736339858
28.0,1.1310139617878394,0.7637445942420037,0.7451031633501058,0.38109517659077236,1.978749026856608,1.3434195545677419,1.082780519900153,1.2133837770460694,0.881391718668998,1.3210543502990915,1.196223034359517,1.1951968634693804,1.0329679736339858
29.0,1.1310139617878394,0.7637445942420037,0.7451031633501058,0.38109517659077236,1.978749026856608,1.3434195545677419,1.082780519900153,1.2133837770460694,0.881391718668998,1.3210543502990915,1.196223034359517,1.1951968634693804,1.0329679736339858
30.0,1.14324021857533,0.8518023134308615,0.8379553777011607,0.5437756774693557,1.9173141526155715,1.3087274498575363,1.1074719543921774,1.2119861701793928,0.8135329048023852,1.2587405387970383,1.091583403625758,1.1921811519020316,0.9374334321726399
31.0,1.1384421094086261,0.8203001945507999,0.8367025419828144,0.5513817679453624,1.9281166606327318,1.2974256117756502,1.0997024635390256,1.1691724381863124,0.7831864674008798,1.2313340498443825,1.0142622213314991,1.1641797153007107,0.948710259489869
32.0,1.1543081094735341,0.8347107641839264,0.8571612358949692,0.5687133774767053,1.9199694620220367,1.2672584098426989,1.086551977640225,1.1300369718947287,0.8519488915619245,1.1987079782267944,1.055938821220026,1.178567140914192,0.9559464527719592
33.0,1.2059692208320576,0.8261713297893463,0.8472017476395601,0.572592918321787,1.9296547030900648,1.2668316058137634,1.09037003327939,1.1361432881547358,0.8712974973615889,1.2013193478816897,1.0625725964197832,1.1821375980601636,0.9541044004073501
34.0,1.2059692208320576,0.8261713297893463,0.8472017476395601,0.572592918321787,1.9296547030900648,1.2668316058137634,1.09037003327939,1.1361432881547358,0.8712974973615889,1.2013193478816897,1.0625725964197832,1.1821375980601636,0.9541044004073501
35.0,1.168059697646853,0.8179620879093014,0.8177475234360824,0.5568680736798393,1.8839751676019307,1.2208638865548544,1.1178471196007365,1.0831626464630448,0.8514225807545284,1.153122413689991,1.0738075152138937,1.1733845832758365,0.9346999149386951
36.0,1.1506294410835627,0.74978695827378,0.750418643887719,0.520017118264632,1.865069519063521,1.2270377695265025,1.0693191741552586,1.0838035401975692,0.80505991904649,1.1393579482476919,1.090398740317814,1.1441653436391126,0.93724117561799
37.0,1.1468609586936271,0.7575842285326974,0.7582161752610456,0.5365484527463518,1.8360352494748142,1.219844942922607,1.0703083738950174,1.084357681471654,0.7798549049752124,1.1369354879837346,1.0897248231942094,1.141037249915963,0.9047041718583259
38.0,1.0710059655034052,0.7197321238218687,0.7302445880150066,0.49808125105721895,1.7844628214906948,1.1915747458562564,1.0412242637053553,1.0921337704240217,0.7851114725161354,1.0917371382646104,1.0476797625139116,1.1467479388218702,0.9123553909630353
39.0,1.013757111961708,0.7017655773663204,0.7109838870463205,0.44793841734440304,1.729532176711903,1.1829066299775983,1.0232973363808195,1.0757009633642711,0.7757576893436064,1.0441382934966763,0.9944222797829663,1.1058714773384624,0.8755879349137757
40.0,1.013757111961708,0.7017655773663204,0.7109838870463205,0.44793841734440304,1.729532176711903,1.1829066299775983,1.0232973363808195,1.0757009633642711,0.7757576893436064,1.0441382934966763,0.9944222797829663,1.1058714773384624,0.8755879349137757
41.0,1.013757111961708,0.7017655773663204,0.7109838870463205,0.44793841734440304,1.729532176711903,1.1829066299775983,1.0232973363808195,1.0757009633642711,0.7757576893436064,1.0441382934966763,0.9944222797829663,1.1058714773384624,0.8755879349137757
42.0,0.9616842984264709,0.6780994712006796,0.6864830983379803,0.42398935341177346,1.7127509842963102,1.1548436643942956,0.9983259117669768,1.0461576896874119,0.7378785876718996,0.9913903257559071,0.9428901024044952,1.0608127972039822,0.8489554096929094
43.0,0.9106032127478507,0.6363361110456748,0.671279171235355,0.41819828476022314,1.6389076751811398,1.0787086604591358,0.9682410551135281,1.0071546470465689,0.6756864376417238,0.9445853680796941,0.8925633858408467,1.0056861288958432,0.7938080725377796
44.0,0.8851106139123971,0.6094885741767457,0.6451768198179904,0.4179153690283375,1.6210260047017542,1.0712645179627276,0.9596169173102769,0.9718740169832923,0.6507817498854805,0.9236282798414897,0.905405930821231,0.9919558627162823,0.7767752179580352
45.0,0.8567616002771938,0.5873604508914225,0.6241229476121859,0.3908319338687962,1.6153472698357085,1.0291507898256935,0.9351835482631806,0.9704268765602823,0.599642440210768,0.874523732988381,0.8520635704450802,0.9721675200975909,0.7595817424791812
46.0,0.7517512437811915,0.5101546150807323,0.5380858963931999,0.355511519018686,1.5161717616836246,0.9134701250502196,0.8967487616363796,0.8653728502862836,0.544588414252916,0.8260874281222967,0.7824331918700546,0.9207167214375506,0.6723514152819721
47.0,0.7607417651439229,0.4645942360217603,0.5057326304302451,0.34006367302719165,1.4579270574721779,0.8663341180046453,0.8678719769517246,0.8224453837906855,0.5165531731640699,0.7893696972332672,0.7340035347887385,0.886596197404217,0.6320139957289008
48.0,0.7828200337873382,0.45776207804830765,0.49808389703530903,0.35082125104375733,1.4644834695278766,0.8643378976952856,0.8677517675052524,0.8238605516216849,0.5250821133352228,0.7876157364395907,0.7309407555442625,0.8825811552112159,0.6301457156934914
49.0,0.784318167694433,0.43486246949480184,0.4718380479642987,0.3401628818325715,1.438800334557466,0.835989867570199,0.8258922249851145,0.7874692691833847,0.5141187830915154,0.7772742824714296,0.7292762718627598,0.8602072392008273,0.5829374615270595
50.0,0.7991711819104527,0.42465025413865737,0.4610074077018518,0.33427115902752197,1.4079790702779056,0.850014814063829,0.8069759686018072,0.797891435484317,0.5510690845193612,0.7672696237139452,0.7195518734951044,0.8471507364502281,0.5660930183441364
51.0,0.7145930930084011,0.36635655963701536,0.3935780197603531,0.2607018848578284,1.365232129259689,0.7817595656382933,0.7577181969231453,0.7248830606773495,0.543952779488004,0.751377966241471,0.7164022167512399,0.8132253221246447,0.5659840402975403
52.0,0.6724457028434951,0.31443828811534924,0.36616486793737935,0.2089880650210882,1.3078276780984686,0.7361107675087158,0.6894202801281467,0.7117751695992439,0.521880005015227,0.7332718815911607,0.6699204418364985,0.7730165643486826,0.4885507319364512
53.0,0.60577894380787,0.29125342904497975,0.3503834293482884,0.18996639468394033,1.2861472056310828,0.7240717454169667,0.6983149693993969,0.6716110246074926,0.4815475467061955,0.7214602752045444,0.6449336706682055,0.7574218491606247,0.48198946561891765
