Item,davies2009/mirex_qm_tempotracker,schreiber2018/fcn,schreiber2018/cnn,percival2014/stem,schreiber2017/mirex2017,schreiber2017/ismir2017,boeck2015/tempodetector2016_default,schreiber2014/default
Greatest Hits I/01 Bohemian Rhapsody.jams,0.015712650550984537,0.0,0.0,-0.014037833400282595,-0.007815872326708554,-0.007815872326708554,-0.008355203333952914,-0.07796343107339544
Greatest Hits I/02 Another One Bites The Dust.jams,0.03045807702148059,0.0,0.0,-0.0044003661337311505,-0.003034553781341263,-0.003034553781341263,-0.011984664174843822,-0.003034553781341263
Greatest Hits I/03 Killer Queen.jams,0.05113204264299114,0.0,0.0,0.022067762488415674,0.009756491911215191,0.009756491911215191,0.02037651520936323,-0.03174853715035125
Greatest Hits I/04 Fat Bottomed Girls.jams,0.01796886363736658,-0.01648812278856894,0.0,0.011763972334536972,0.01037639400934113,0.01037639400934113,0.003929267179360588,0.003299503886080417
Greatest Hits I/05 Bicycle Race.jams,-0.1013309580503743,-0.01727799143183547,0.0,-0.011132702421028743,0.002408662893027867,0.002408662893027867,-0.011553347793651787,-0.016646125104179888
Greatest Hits I/06 You're My Best Friend.jams,0.026469988408722004,0.024247546246677208,0.024247546246677208,0.018115099670460443,0.0044467883289546276,0.0044467883289546276,0.024247546246677208,-0.0018142901048462015
Greatest Hits I/07 Don't Stop Me Now.jams,0.04997920270779139,0.009218530029378632,0.009218530029378632,0.00013131626441844846,0.0005353624684778055,0.0005353624684778055,0.017373771576956843,0.3549010892838194
Greatest Hits I/08 Save Me.jams,0.018252583912931806,0.0,0.0,0.006846327129763225,0.010946643071941323,0.010946643071941323,0.0014241808075495434,0.009552077685085529
Greatest Hits I/09 Crazy Little Thing Called Love.jams,0.03359862203573432,0.009398698002249559,0.0,0.006531069761238708,-0.0009089955924352395,-0.0009089955924352395,0.007992790753530621,0.017940161297621833
Greatest Hits I/10 Somebody To Love.jams,0.04363346576921403,0.4216402341030908,0.0,0.4225391680173058,0.0033883366385973617,0.0033883366385973617,0.0011907245728894238,-0.02023279450240841
Greatest Hits I/11 Now I'm Here.jams,0.04305811380111438,0.010888316142736155,0.0,0.0055850833493378575,-0.010307850850066254,-0.010307850850066254,0.01446350186824337,0.03329687450919126
Greatest Hits I/12 Good Old-Fashioned Lover Boy.jams,0.02249801962803803,0.014950341465971604,0.0,-0.004468748811186093,0.008985109278683845,0.008985109278683845,0.011525456135537217,-0.03344125371760988
Greatest Hits I/13 Play The Game.jams,0.04997920270779139,0.01837852931485452,0.01837852931485452,0.005586088328536371,0.012152485826384386,0.012152485826384386,-0.001480446554630774,0.017926200910591786
Greatest Hits I/14 Flash.jams,0.03045807702148059,0.013056152825446284,-0.013175388747733168,-0.030940792675776034,0.008321160335360768,0.008321160335360768,-0.011984664174843822,-0.046700215969044466
Greatest Hits I/15 Seven Seas Of Rhye.jams,0.03617116989314686,-0.011495638837829386,-0.011495638837829386,-0.0038408449657758577,-0.0034623830485660577,-0.0034623830485660577,-0.011495638837829386,-0.02672845879162778
Greatest Hits I/16 We Will Rock You.jams,0.018252583912931806,0.017702001733459045,0.017702001733459045,0.006846327129763225,0.005360310477140066,0.005360310477140066,0.0014241808075495434,-0.0002478798640306961
Greatest Hits I/17 We Are The Champions.jams,0.05287166867155687,0.42269107182227916,0.42269107182227916,0.4320655462628737,0.4246489683455318,0.4246489683455318,0.01890686381797182,-0.008535874941764396
Greatest Hits II/01 A Kind Of Magic.jams,0.027611389679336986,0.0,0.0,0.00013316570391323857,0.0017011548418899678,0.0017011548418899678,0.004764116509774755,0.0017011548418899678
