Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0,0.0,0.012045132289868915,0.003274085178936828,-0.00013561970806976338,0.23378353460427148,-0.00013561970806976338,0.0,0.0,0.0
1,-0.004748088415443274,0.20609840462507312,0.001524329182542226,-0.00029805036099369095,-0.14060844043331602,-0.00029805036099369095,0.0,0.0,0.0
2,0.0,0.012045132289868915,0.003274085178936828,-0.00013561970806976338,0.4852912899096365,-0.00013561970806976338,0.0,0.0,0.0
3,0.0,0.012045132289868915,-0.0010853148002784307,-0.00013561970806976338,0.49371864725160547,-0.00013561970806976338,0.0,0.0,0.0
4,0.0,0.013453326682677274,0.002225443147068983,-0.00034899407118724006,-0.19253677682979217,6.672449134216533e-06,0.0,-0.009045139603006954,0.0
5,-0.0032613820723354273,0.023633106565081,0.0018022426339853838,-0.0008881124836994025,0.25539819850107126,2.9551676397903808e-05,0.0,0.0,0.0
6,0.004764116509774755,0.027611389679336986,0.00013316570391323857,-0.013677232527935021,0.42088491706172537,-4.805364279834213e-05,0.0,0.0,0.0
7,0.004764116509774755,0.027611389679336986,0.00013316570391323857,-4.805364279834213e-05,-0.022538805065723998,-4.805364279834213e-05,0.0,0.0,0.0
8,0.003659342585595573,0.0005494934520395503,0.0005494934520395503,0.0006047288622414629,0.1521113945576539,0.00015342131462972835,0.0,0.0,0.0
9,0.0,0.012045132289868915,-0.0010853148002784307,-0.00013561970806976338,0.4852912899096365,-0.00013561970806976338,0.0,0.0,0.0
10,-0.0006273951135575903,0.017405553288497255,-0.0019667506105032788,-3.6590138017406456e-06,0.020866861279401138,-3.6590138017406456e-06,0.0,0.0,0.0
11,0.020335639292690978,0.009795239268705765,-0.002379921334930202,0.0009626362527482126,0.0003092342414516489,0.0003092342414516489,0.0,0.0,0.0
12,-0.0038372573189395104,0.013451093393063442,-1.1271099034786778e-05,0.0007174496495067208,-0.13372439013426393,-0.00017099203726957086,0.0,0.0,0.0
13,0.0038138531148822156,0.03846716881632703,-1.0608090771646278e-05,0.00029943422526777915,0.3220603075862791,-0.00011881507229048795,0.0,0.0,0.0
14,-0.004851481473923584,0.036176753110700025,0.001524329182542226,0.0001083011126038656,0.3139697131452134,0.0001083011126038656,0.0,0.0,0.0
15,0.01206802330909034,0.02619098957508047,0.0015276232851052986,-0.00013553726060531836,-0.00795838174214905,-0.00013553726060531836,0.0,0.0,0.0
16,-0.0038372573189395104,0.013451093393063442,-0.013350152387165548,-0.011773413226521992,0.44325273009017985,-0.011325423488349579,-0.011315313227834146,-0.011315313227834146,-0.011315313227834146
17,0.007651807615859757,0.01811050748070941,-0.00011341863475672887,0.00010115189229446178,0.22098978800258848,0.00010115189229446178,0.008315268212003745,0.008315268212003745,-0.00836347293462677
18,0.007478055908894649,0.024766406620897706,-0.0020348391593314782,-1.0110260515457363e-05,0.32182839780740446,-1.0110260515457363e-05,0.0,0.0,0.0
19,-0.0042494730013578515,0.019094864917326062,0.0011734803486401337,-0.0005371502856229739,0.3050080028430504,2.0720912322083536e-05,0.0,0.0,0.0
20,-0.001427547295631953,0.020232752628616964,0.001038049814545368,-0.000610658737232133,-0.06454191010851643,1.452200007038102e-05,0.0,0.0,0.0
21,-0.011495638837829386,0.0005494934520395503,0.0005494934520395503,0.0006047288622414629,0.46597280659026336,0.00015342131462972835,0.0,0.0,0.0
22,0.014461097314390752,0.010636636108736996,0.0011750506332296223,3.291444472523207e-05,0.052575721006739455,3.291444472523207e-05,0.0,0.0,0.0
23,0.0014289898471247402,0.017401924196034375,0.0018054878869198123,-0.0001150302714196104,0.31410493141426143,-0.0001150302714196104,0.0,0.0,0.0
24,-0.0038372573189395104,0.013451093393063442,-1.1271099034786778e-05,-0.00017099203726957086,0.3219347673364965,-0.00017099203726957086,0.0,0.0,0.0
25,0.005799183937967428,0.03617116989314686,0.0005489211719054713,-0.4161636950432955,0.2733277286478676,-0.415109769423877,0.0,0.0,0.0
26,0.003567972051926555,0.006429688876958289,-0.0009208706684645932,-2.7150402147374607e-05,0.28558349029660773,-2.7150402147374607e-05,0.0,0.0,0.0
27,-0.006491991093748904,0.006423826499094858,0.001283133380030699,-0.00010452557000572027,0.2098508040002541,-0.00010452557000572027,0.0,0.0,0.0
28,-0.0072315692310758635,0.01063822732732532,-0.001961795494258182,0.00024371472564080788,-0.04925439604638043,-0.00038829751537965466,0.0,0.0,0.0
29,0.0038475165041219604,0.01796886363736658,-0.0005673530030117098,7.131327639513611e-05,-0.016832918354002913,7.131327639513611e-05,0.0,0.0,0.0
30,-0.004851481473923584,0.42473938900270913,-0.0033530068782999744,-0.0019247049457877163,0.08031149194298018,-0.0019247049457877163,0.0,0.0,0.0
31,0.0,0.012045132289868915,-0.0010853148002784307,-0.00013561970806976338,0.4852912899096365,-0.00013561970806976338,0.0,0.0,0.0
32,-0.0038372573189395104,0.013451093393063442,-9.016872183289932e-06,-0.00017099203726957086,0.23662559276399808,-0.00017099203726957086,0.0,0.0,0.0
33,0.0008057498343423086,0.0186755463927434,-0.00018377397765398078,-0.0005933195009142277,-0.16188110009578588,4.239365597933198e-05,0.0,-0.008082346297858742,0.0
34,0.018882819181144053,0.03617116989314686,0.009369924112917946,0.011394653011733915,0.1521113945576539,0.011394653011733915,0.011404763272249343,0.011404763272249343,0.011404763272249343
35,-0.004748088415443274,0.036176753110700025,0.0015284468095710865,-0.00029805036099369095,0.3139697131452134,-0.00029805036099369095,0.0,0.0,0.0
36,-0.001710874841345338,0.010636636108736996,0.0011750506332296223,3.291444472523207e-05,0.16131796655660285,3.291444472523207e-05,0.0,0.0,0.0
37,0.003659342585595573,0.03617116989314686,0.0005494934520395503,0.00015342131462972835,0.1521113945576539,0.00015342131462972835,0.0,0.0,0.0
38,-0.0038372573189395104,0.013451093393063442,-1.1271099034786778e-05,-0.00017099203726957086,-0.04577413793672679,-0.00017099203726957086,0.0,0.0,0.0
39,0.005311626113729443,0.012328336193334849,-0.0004967510171094145,-9.815390313688846e-05,0.19865398049468388,-9.815390313688846e-05,0.0,0.0,0.0
40,0.004764116509774755,0.027611389679336986,0.00013316570391323857,-4.805364279834213e-05,-0.045385894080227064,-4.805364279834213e-05,0.0,0.0,0.0
41,-0.0038372573189395104,0.013451093393063442,-1.1271099034786778e-05,0.0007174496495067208,0.12939131805757026,-0.00017099203726957086,0.0,0.0,0.0
42,0.01446350186824337,0.0055850833493378575,0.0009680295584021387,7.136792123234277e-05,0.08499719869911668,7.136792123234277e-05,0.0,0.0,0.0
43,0.0,0.0022224421620449684,0.0022224421620449684,-0.00023036869978592092,0.22250072244905175,-0.00023036869978592092,0.0,0.0,0.0
44,-0.0038372573189395104,0.013451093393063442,-1.1271099034786778e-05,0.00027340988542816905,-0.2180519180450115,-0.00017099203726957086,0.0,0.0,0.0
45,0.004764116509774755,0.027611389679336986,0.00013316570391323857,0.00038947508426937465,0.06497621314959458,-4.805364279834213e-05,0.0,0.0,0.0
46,-0.0038372573189395104,0.013451093393063442,0.004467684013093359,-0.00017099203726957086,0.44325273009017985,-0.00017099203726957086,0.0,0.0,0.0
47,-0.01146678522554667,-0.004465231386645883,-0.019416096278345348,-0.020361481643597718,-0.22721310670027403,-0.020361481643597718,-0.02017788193763023,-0.02017788193763023,-0.02017788193763023
