Tolerance (%),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn
0.0,0.1317994247842941,0.0,0.0026259847442791045,0.0,0.0,0.0,0.6713767662873578,0.6221082906089783
0.0005,0.14305364511691884,0.013254970613980243,0.12267100162560961,0.37163936476178566,0.3731399274728023,0.3731399274728023,0.6713767662873578,0.6221082906089783
0.001,0.18869576091034138,0.013254970613980243,0.19132174565462048,0.4504189070901588,0.4497936726272352,0.4504189070901588,0.6713767662873578,0.6221082906089783
0.0015,0.2077028885832187,0.014380392647242717,0.34813054895585843,0.49556083531324246,0.49531074152807303,0.49593597599099665,0.6713767662873578,0.6221082906089783
0.002,0.21395523321245466,0.04926847567837939,0.4534200325121921,0.5276978867075153,0.5250719019632362,0.5258221833187445,0.6713767662873578,0.6221082906089783
0.0025,0.24159059647367762,0.05214455420782794,0.4781793172439665,0.5580842816056021,0.55458296861323,0.5555833437539077,0.6713767662873578,0.6221082906089783
0.003,0.3123671376766287,0.052894835563336254,0.5013129923721396,0.5802175815930974,0.5798424409153432,0.5809678629486057,0.6713767662873578,0.6221082906089783
0.0035,0.4036513692634738,0.08903338752032013,0.5499562335875954,0.608478179317244,0.603976491184194,0.6051019132174565,0.6713767662873578,0.6221082906089783
0.004,0.4225334500437664,0.11591846942603476,0.571964486682506,0.6299862448418156,0.6264849318494435,0.627610353882706,0.6713767662873578,0.6221082906089783
0.0045,0.44529198449418533,0.12829811179192196,0.5948480680255096,0.6496186069776166,0.6462423408778292,0.6474928098036764,0.6713767662873578,0.6221082906089783
0.005,0.45704639239714895,0.13092409653620107,0.6122295860947855,0.6692509691134175,0.6648743278729523,0.6662498436913843,0.6713767662873578,0.6252344629235963
0.0055,0.5025634612979868,0.1355508315618357,0.624484181568088,0.6887582843566338,0.6861322996123547,0.6875078154307865,0.676628735775916,0.6384894335375766
0.006,0.5221958234337877,0.1355508315618357,0.6412404651744404,0.7061398024259097,0.702013254970614,0.7035138176816306,0.6862573465049393,0.6509941227960485
0.0065,0.5440790296361135,0.14480430161310492,0.6582468425659622,0.7252719769913718,0.7206452419657372,0.7220207577841691,0.7006377391521821,0.6607477804176566
0.007,0.5658371889458547,0.1569338501938227,0.6742528448168063,0.7365261973239965,0.735400775290734,0.736776291109166,0.7143928973365012,0.6810053770163812
0.0075,0.573715143178692,0.20807802926097285,0.6885081905714643,0.7457796673752657,0.7445291984494186,0.7459047142678504,0.7281480555208203,0.6935100662748531
0.008,0.6188570714017757,0.21120420157559083,0.7003876453670126,0.7547830436413655,0.7535325747155183,0.755033137426535,0.7382768538201826,0.7076403651369263
0.0085,0.6710016256096036,0.2259597349005877,0.7066399899962486,0.7631611854445417,0.7611604351631862,0.7627860447667876,0.7507815430786545,0.7287732899837439
0.009,0.6721270476428661,0.23921470551456797,0.7161435538326872,0.7706639989996249,0.768788295610854,0.7705389521070402,0.756783793922721,0.7361510566462424
0.0095,0.6748780792797299,0.27935475803426285,0.722520945354508,0.7787920470176316,0.7770413905214455,0.7785419532324622,0.7685382018256847,0.7475303238714518
0.01,0.6820057521570589,0.2863573840190071,0.732274602976116,0.7847942978616982,0.7829185944729273,0.7845442040765287,0.7757909215955984,0.7561585594597974
0.0105,0.7197699137176441,0.29873702638489436,0.7391521820682756,0.7886707515318244,0.7870451419282231,0.7885457046392397,0.7832937351506815,0.7672877328998374
0.011,0.7252719769913718,0.3058646992622233,0.7477804176566213,0.7936726272352133,0.7925472052019508,0.7940477679129674,0.7902963611354258,0.7747905464549206
0.0115,0.7380267600350131,0.3173690133800175,0.7526572464674253,0.797799174690509,0.7961735650869076,0.797799174690509,0.8001750656496186,0.7822933600100037
0.012,0.7535325747155183,0.3207452794798049,0.7557834187820432,0.8019257221458047,0.8006752532199575,0.8024259097161436,0.8059272227085157,0.7909215955983494
0.0125,0.7669125922220833,0.3314993122420908,0.7615355758409403,0.8061773164936852,0.804051519319745,0.8058021758159309,0.8130548955858447,0.798674502938602
0.013,0.7691634362886083,0.35463298737026383,0.7675378266850069,0.8093034888083032,0.807552832312117,0.8093034888083032,0.8159309741152933,0.8048018006752532
0.0135,0.7842941102913593,0.41890709015880956,0.7717894210328873,0.8110541453044892,0.8099287232712267,0.8118044266599975,0.8171814430411404,0.8058021758159309
0.014,0.7917969238464424,0.419157183943979,0.7739152182068275,0.8128048018006753,0.8118044266599975,0.8140552707265224,0.8233087407777917,0.8135550831561835
