Estimator,AOE1_MEAN,AOE1_STDEV,AOE2_MEAN,AOE2_STDEV
boeck2015/tempodetector2016_default,0.12455302147787463,0.31555969632295616,0.021727935074141475,0.05729196133470378
boeck2020/dar,0.12953670343742796,0.3341323221417469,0.02056088748817059,0.0652266805220558
schreiber2018/ismir2018,0.14388807449403984,0.3205498957208538,0.03763700351649655,0.09006062386150229
boeck2019/multi_task_hjdb,0.14601187815296138,0.34489743942364526,0.022098515623180465,0.06763116346478275
schreiber2018/cnn,0.15059657997580805,0.32518163167541914,0.04202266185157528,0.10130580282179177
boeck2019/multi_task,0.15414297460419019,0.3549904855390579,0.020987282350409853,0.06480479404552729
schreiber2018/fcn,0.18138907685957015,0.382650936159388,0.028950083210803796,0.06932922005995489
oliveira2010/ibt,0.18844432290891394,0.33923155432618984,0.05839538591361229,0.12031505657961836
klapuri2006/percival2014,0.2036423593056709,0.3683380147424683,0.04164669940682954,0.10235940612166695
schreiber2017/ismir2017,0.2117501574940655,0.3969761434019667,0.03388726587555248,0.08997887881104037
schreiber2017/mirex2017,0.22325760557873092,0.4331016003782084,0.03342211558986181,0.09957407362925252
zplane/auftakt_v3,0.22606934670889278,0.38311885610790164,0.04702317205815931,0.11408604992572004
davies2009/mirex_qm_tempotracker,0.22973290125257947,0.39956071955375977,0.05052558512779052,0.08822369507992335
schreiber2014/default,0.23043308610401808,0.39116900777241753,0.0361312061375131,0.0933593567644146
percival2014/stem,0.23693951892862147,0.4062767077589147,0.026646218225016255,0.07937782282173157
echonest/version_3_2_1,0.251447369763158,0.415450699457998,0.03349136984991899,0.08539077336533511
gkiokas2012/default,0.29640991528377747,0.4542614531734232,0.03243316454042397,0.0839677116056424
scheirer1998/percival2014,0.3434712288423864,0.4217896236430647,0.09530362655089453,0.146621217833693
