Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
0,0.0,0.013453326682677274,0.002225443147068983,6.672449134216533e-06,6.672449134216533e-06,6.672449134216533e-06
1,1.2813706015259665e-15,0.019099331501741354,-0.0019614744591436076,-0.0031727987453444117,-0.00013542733065898644,-0.00013542733065898644
2,-0.006207908994538007,0.021677462575895517,-0.00023752322277266014,0.003252391086800534,0.001612784703462972,0.001612784703462972
3,-0.010842822783454742,0.0070269737749462675,-0.005573049046637209,-0.0027357392539477123,-0.003999551067758588,-0.003999551067758588
4,-2.2423985526704442e-15,0.019104077232525694,-0.001961956011844183,0.0010018346101589766,-0.0001354754250124394,-0.0001354754250124394
5,-0.005549808380993954,0.015472488688741296,0.0007267268440204597,0.41475021446530225,0.41475021446530225,0.41475021446530225
6,0.007766604671293498,0.030613877840855827,0.0031356538654321925,0.002954434518720495,0.002954434518720495,0.002954434518720495
7,-0.004147090680907789,0.03677775084523535,0.002129444544106598,0.00030294737354168063,0.0011153298736338614,0.0011153298736338614
8,3.523769154196405e-15,0.019104077232531384,-0.001961956011838409,-0.0001354754250066727,-0.0001354754250066727,-0.0001354754250066727
9,0.007766604671293498,0.030613877840855827,0.0031356538654321925,0.003391963245788336,0.002954434518720495,0.002954434518720495
10,-4.805139755722377e-16,0.019104077232527272,-0.0019619560118422585,-0.002412904347044839,-0.00013547542501051718,-0.00013547542501051718
11,0.0,0.0022224421620449684,-0.0019609929066089007,-0.00023036869978592092,-0.00023036869978592092,-0.00023036869978592092
12,-0.007010469597589141,0.0186922083349815,0.0023867669141204154,0.0016837206381975225,0.0007033324378246675,0.0007033324378246675
13,0.006861704983967952,0.03256438291653885,0.00014402186594350287,0.001274178454650174,0.002263594125556526,0.002263594125556526
14,0.0,0.0022224421620449684,-0.0019609929066089007,0.00024367465754749417,-0.00023036869978592092,-0.00023036869978592092
