Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
0,0.03648980819824235,0.027611389679336986,0.026838069309925983,4.805364279834213e-05,4.805364279834213e-05,4.805364279834213e-05
1,0.5882238827934916,0.014863594839644058,0.0018076653428610822,0.0010411326805336975,0.0004292113199623707,0.5853917430760505
2,1.0115999966837925,0.10655770616766541,0.043996024270263744,0.3582117401144684,0.3582117401144684,0.3582117401144684
3,1.0,0.9808959227674721,0.9949737600032991,0.9989981653898388,0.9989981653898388,0.9989981653898388
4,0.004764116509774755,0.027611389679336986,0.00013316570391323857,0.00038947508426937465,0.00038947508426937465,0.00038947508426937465
5,0.004748088415443274,1.0361767531107,1.0015243291825422,0.000704619420338777,0.000704619420338777,0.9992953805796613
6,0.7820039176170284,0.4538886658481796,0.21680733798710994,0.8033047711924816,0.23098637089646631,0.7690136291035337
7,0.01146678522554667,0.03617116989314686,0.9994510788280945,0.00046744880201089414,7.233693981764449e-05,7.233693981764449e-05
8,0.5797756883889668,0.1018474087018644,0.5806841687136989,0.011500100929324087,0.012472181827616302,0.012472181827616302
9,0.0,1.01909933150174,0.001961474459144891,0.9968272976460731,0.003172798745345696,0.003172798745345696
10,0.004759307341953563,0.030461985274524088,0.01789964048478237,0.0008282191873643972,0.0008282191873643972,0.0008282191873643972
11,0.007231569231075703,0.021363042701795433,0.0021656672181143925,0.002787091838512417,0.0019368795485902774,0.0019368795485902774
12,0.1163431158874567,0.43867367661149925,0.024987273621984312,0.0001973894027983882,0.0025796855512472887,0.0025796855512472887
13,0.0,0.019104077232527907,0.0019619560118419375,0.00013547542501019682,0.00013547542501019682,0.00013547542501019682
14,0.0,0.0022224421620449684,0.0019609929066089007,0.00024367465754749417,0.0011789229565935964,0.0011789229565935964
15,1.007649883168445,0.9797645115980113,0.994420360300153,0.9992824376959843,0.0007176316298628838,0.9992824376959843
16,0.9884120257247881,0.7887398902591478,0.998192334657139,0.9998174253096572,0.9992061156823917,0.9992061156823917
17,0.011466785225546831,0.9955297437185285,0.030940094773480684,0.01956044916246611,0.02136335996352404,0.02136335996352404
18,0.0,0.019104077232527907,0.0019619560118419375,0.00013547542501019682,0.00013547542501019682,0.00013547542501019682
19,0.023269779322847295,0.035314911612716195,0.009166532005253785,0.0034307048053866225,0.0034307048053866225,0.0034307048053866225
20,0.0,0.03617507814770278,0.0022224421620449684,0.001191414467227104,0.0007174421392058368,0.0007174421392058368
21,0.0,0.01909933150174009,0.001961474459144891,0.00013542733066026794,0.00013542733066026794,0.00013542733066026794
22,0.9610427390804568,1.0213630427017955,1.0025063883196614,0.029401026004321863,0.9705988641152485,0.029401026004321863
23,0.007649883168444964,0.020235488401988754,0.005579639699847006,0.003114308874628841,0.003114308874628841,0.003114308874628841
24,0.0072315692310758635,0.01063822732732532,0.014452614055010913,0.00024371472564080788,0.00024371472564080788,0.00024371472564080788
25,0.014355292977070054,0.0047487842554576176,0.002315883498758304,0.003157741720295561,0.003157741720295561,0.003157741720295561
26,0.0006634605961439046,0.009795239268705765,0.009795239268705765,0.006831130965343152,0.006831130965343152,0.006831130965343152
27,0.8845275915555187,0.0566712468915237,0.09801134436837215,0.08882207448268091,0.44925044710713224,0.44925044710713224
28,0.0,0.0022224421620449684,0.0022224421620449684,0.00023036869978592092,0.00024367465754749417,0.00024367465754749417
29,0.011587974275211825,0.014863594839644058,0.0018076653428610822,0.4138361674007043,0.4138361674007043,0.5861638325992957
30,0.004764116509774755,0.027611389679336986,0.00013316570391323857,0.00038947508426937465,4.805364279834213e-05,4.805364279834213e-05
31,0.011466785225546831,0.004468748811186093,0.004468748811186093,0.0034340913553399465,0.004028182753242732,0.004028182753242732
32,0.0072315692310758635,0.01063822732732532,0.001961795494258182,0.00038829751537965466,0.00038829751537965466,0.00038829751537965466
33,0.0,0.019104077232527907,0.008914486345777045,0.00013547542501019682,0.00013547542501019682,0.00013547542501019682
34,1.3584900378376639,0.7560696713987339,0.3732083067120336,0.727699042863265,0.727699042863265,0.2723009861765636
35,0.0036401071646615683,0.010638143579022404,0.0026585254958836893,0.000255379624000837,0.000255379624000837,0.000255379624000837
36,0.02263246207040643,0.001958375776071256,0.025809095770732513,0.0038008459162042338,0.002809214210687894,0.002809214210687894
37,0.5933366020233238,0.5823640385308231,0.58915189911604,0.5905868179320372,0.5900003633590077,0.5900003633590077
38,0.0072315692310758635,0.01063822732732532,0.001961795494258182,0.0008755142984312865,0.0015069092026112005,0.0015069092026112005
39,0.004851481473923584,0.036176753110700025,0.001524329182542226,0.9994856678609016,0.0001083011126038656,0.0001083011126038656
40,0.0,0.0022224421620449684,0.0022224421620449684,0.00023036869978592092,0.00023036869978592092,0.00023036869978592092
41,0.015502666816364894,0.03617675311069971,0.004462868488536361,0.005279043711620475,0.005279043711620475,0.005279043711620475
42,0.014499569695115169,0.4206225826281817,0.01952580969181604,0.0330161017126824,0.01379507399475686,0.01379507399475686
43,0.0033557948625981735,0.5548828554510696,0.9888690806636222,0.9902567396136587,0.9902567396136587,0.9902567396136587
44,1.0089310765797443,0.02619098957508047,0.9984723767148947,1.0001355372606053,0.00013545481314590545,0.00013545481314590545
45,0.998572452704368,1.0202296260241253,0.005303316541696336,0.006877889798457485,0.006877889798457485,0.9931221102015425
46,0.4436932157750231,0.6915229985057012,0.5334407423796322,0.5192651140683866,0.16827168774366602,0.831728312256334
47,0.014487547186347073,0.025908138496508214,1.0007054900427226,0.0011261957644516894,0.0011261957644516894,0.0011261957644516894
48,0.017262189820224316,0.0055850833493378575,0.9990319704415979,0.005974070656092983,0.005974070656092983,1.0059740926058127
49,0.0,0.0022224421620449684,0.0022224421620449684,0.00023036869978592092,0.00023036869978592092,0.00023036869978592092
50,0.0072315692310758635,0.01063822732732532,0.004324802346333293,0.00038829751537965466,0.00038829751537965466,0.00038829751537965466
51,0.03656194295030163,0.5215979970633886,0.06336227036815342,0.5307626357538541,0.5307626357538541,0.5307626357538541
52,0.0033389631539520737,0.02363271573964792,0.0005488234655184055,0.0001973894027983882,0.0001973894027983882,0.0001973894027983882
53,0.0033389631539520737,1.0236361773326554,0.0005488234655184055,0.0001973894027983882,0.0001973894027983882,0.0001973894027983882
54,0.008711096712083578,0.015712650550984537,0.0007617856592848874,0.0001835997059675228,0.0002168959423721415,0.0002168959423721415
55,0.0033557948625981735,0.05809346311760366,0.9785650563144369,0.010130212482140872,0.011290348396985592,0.011290348396985592
56,1.01010696484515,1.0224984662856842,0.2751817194457651,0.012077727452985595,0.013160467407432179,0.013160467407432179
57,0.003567972051926555,0.006429688876958289,0.0009208706684645932,0.0011111655827018723,0.0011111655827018723,0.0011111655827018723
58,0.007478055908894649,0.024766406620897706,0.0020348391593314782,1.0110260515457363e-05,1.0110260515457363e-05,1.0110260515457363e-05
59,0.015502666816364894,0.004462868488536361,0.003353006878300135,0.001314481633161638,0.001314481633161638,0.001314481633161638
60,0.0036401071646615683,0.010638143579022404,0.0026585254958836893,0.000255379624000837,0.000255379624000837,0.000255379624000837
61,0.011972641666075944,0.0242024364816268,0.0013360055573390763,0.00039888281603520196,0.00039888281603520196,0.00039888281603520196
62,0.006491991093748904,0.5647306414074169,0.9987168666199693,0.00010452557000572027,1.0001045255700056,1.0001045255700056
63,0.0038372573189395104,0.013451093393063442,0.004467684013093359,0.00017099203726957086,0.00017099203726957086,0.00017099203726957086
64,0.009822521324095347,0.0047487842554576176,0.0012136386738973363,0.00033828736680401527,0.0009017518987715011,0.0009017518987715011
65,0.0036401071646615683,0.010638143579022404,0.0026585254958836893,0.000255379624000837,0.000255379624000837,0.000255379624000837
66,0.998572452704368,0.005303316541696336,0.005303316541696336,0.0062499241992272645,0.006877889798457485,0.006877889798457485
67,0.007231569231075703,0.021363042701795433,0.016109987749981097,0.00875394854529228,0.009181113890176656,0.009181113890176656
68,0.008711096712083578,0.015712650550984537,0.0007617856592848874,0.0001835997059675228,0.0001835997059675228,0.0001835997059675228
69,0.008888096132200913,0.026757892690602234,0.00789857232020453,0.008760334230942794,0.008760334230942794,0.008760334230942794
70,0.011984664174843822,0.03045807702148059,0.0005640728646827518,0.0005883684303287796,0.001105205577088199,0.001105205577088199
71,0.005724643638183641,0.006145289010806913,0.0003406443929848312,0.9999467235910009,5.336332155092108e-05,0.9999467235910009
72,0.011466785225546831,0.2939741935303715,0.32104358826726553,0.007002103514509264,0.007002103514509264,0.007002103514509264
73,0.5579722695025587,0.0242024364816268,0.0242024364816268,0.030307941332984444,0.030307941332984444,0.030307941332984444
74,0.009356790258252022,0.0055850833493378575,0.001334016534377864,0.005233018392173934,0.005233018392173934,0.005233018392173934
75,0.010106964845150033,0.007245248020118205,0.014595807565541116,0.013160467407432179,0.013160467407432179,0.013160467407432179
76,0.007731636841243449,1.0179710410913272,0.989564998768327,0.011835181349592216,0.5731272692136699,0.011835181349592216
77,0.9942008160620326,0.03617116989314686,0.9944143722868427,0.9898375257522846,0.009770056349842626,0.009770056349842626
78,0.004851481473923584,0.036176753110700025,0.9984715531904289,0.0001083011126038656,0.0001083011126038656,0.0001083011126038656
79,0.0014131205616237726,0.046224834557069994,0.00558843327727709,0.004043458829301572,0.0044402925562968655,0.0044402925562968655
80,0.004853083222963362,0.03046044989066264,0.001961516333286177,0.0004085071220018773,0.0004085071220018773,0.0004085071220018773
81,0.004759307341953563,0.030461985274524088,0.0020559429515238335,0.0001611964835418337,0.0001611964835418337,0.0001611964835418337
82,0.005311626113729443,0.012328336193334849,0.0004967510171094145,9.815390313688846e-05,9.815390313688846e-05,9.815390313688846e-05
83,0.004748088415443274,1.0361767531107,1.0015243291825422,1.000920557876443,0.0009205578764430325,1.000920557876443
84,0.004285539024905978,0.006691013142941898,0.006691013142941898,1.0105284282577975,0.011500100929324087,0.011500100929324087
85,0.0375246939857713,1.4254883377999978,0.4893068551154629,0.40669904092689674,0.3997238947196571,0.6002761052803429
86,0.0,0.012045132289868915,0.003274085178936828,0.0075807428488543546,0.007127858236032661,0.007127858236032661
87,0.005724643638183641,1.0061487506038145,0.006145289010806913,0.0007388490224293655,0.9992611683683424,0.9992611683683424
88,0.9981594362280644,0.025908417656872972,0.9989260524536003,0.002379915209209735,0.9976201052208201,0.9976201052208201
89,0.9961579337056059,1.0259033927620473,0.013622375226744823,0.004281174067265567,0.0024612794454440977,0.0024612794454440977
90,0.014461097314390752,0.010636636108736996,0.0011750506332296223,3.291444472523207e-05,3.291444472523207e-05,3.291444472523207e-05
91,0.009586048829198078,0.009513282672542103,1.0010551773867946,0.9950058462762026,0.004994153723797457,0.004994153723797457
92,0.011510065860373557,0.004462868488536361,0.011133567820578397,0.006406889975624234,0.007427506322231151,0.007427506322231151
93,0.0,0.03617507814770278,0.010636636108736996,0.0007174421392058368,0.00024367465754749417,0.00024367465754749417
94,0.06894735371749147,0.08804668521923144,0.13111512794999666,0.8597878910595901,0.8522278806086017,0.8522278806086017
95,0.0014241808075495434,0.8871112677671907,0.9586652825268932,0.9363619045743371,0.9343473579572631,0.9343473579572631
96,1.0119846641748438,1.0005640728646827,1.004400366133731,1.0025165487290597,1.0025165487290597,1.0025165487290597
97,0.01146678522554667,0.004465231386645883,0.004465231386645883,1.0107782207315867,1.011574239004745,1.011574239004745
98,0.004759307341953563,0.030461985274524088,0.0020559429515238335,0.0001611964835418337,0.0001611964835418337,0.0001611964835418337
99,0.756311682971018,0.0779977662860964,0.2939741935303715,0.50405368964882,0.4347295185072293,0.4347295185072293
100,0.0009133872042283336,1.0316006733929366,0.0018218675289606177,0.004419216885252742,0.004419216885252742,0.004419216885252742
101,0.5525410230287788,0.516365944881076,0.5077505812928038,0.5499295852110041,0.5499295852110041,0.5499295852110041
102,0.01446350186824337,0.0055850833493378575,0.0055850833493378575,0.0009329689448910446,0.0013635765726932314,0.0013635765726932314
103,0.017135231612716077,1.0241999240334847,0.007900037915017668,0.009642752938330466,0.009642752938330466,1.0096427529383305
104,0.0036401071646615683,0.010638143579022404,0.003974839018501267,0.0033335549197585075,0.0033335549197585075,0.0033335549197585075
105,0.8245574796633272,0.4163719136175946,1.0097453979309894,0.4280309683123643,0.005108950424823275,0.005108950424823275
106,0.004759307341953563,0.030461985274524088,0.0020559429515238335,0.0006557628336046342,0.0006557628336046342,0.0006557628336046342
107,0.0,0.01909933150174009,1.0123774064603495,0.0016533136986461466,0.0016533136986461466,0.0016533136986461466
108,0.004764116509774755,0.027611389679336986,0.00013316570391323857,1.0000481646230406,4.805364279834213e-05,4.805364279834213e-05
109,0.0,1.0134533266826773,0.002225443147068983,0.0003622513088666435,1.0003622513088666,1.0003622513088666
110,1.0,1.0361750781477028,0.9938675534237831,0.9792378017280776,1.0054549346711437,1.0054549346711437
111,0.0,0.03617507814770278,0.0019609929066089007,0.00023036869978592092,0.00024367465754749417,0.00024367465754749417
112,0.0038138531148822156,0.03846716881632703,1.0608090771646278e-05,1.002630775374716,0.002630754119889452,0.002630754119889452
113,0.005724643638183641,0.006145289010806913,0.0003406443929848312,1.0006318663276557,0.000631866327655572,0.000631866327655572
114,0.0,0.9690583698410237,0.04766925139131453,0.5818847166912502,0.0279937542643389,0.0279937542643389
115,0.0014241808075495434,0.018252583912931806,0.004468581314585076,0.0004542883499911347,0.0004542883499911347,0.0004542883499911347
116,1.1699250014423124,0.010636636108736996,1.1676977577072256,0.0004542171282201589,0.0004542171282201589,0.0004542171282201589
117,0.005289985706149505,0.020231859313739466,0.00042698314027246923,0.00029813870751425425,0.00029813870751425425,0.00029813870751425425
118,1.2108823554760744,0.9430617655016653,0.09507119988573977,0.07715333852238959,0.078404034501212,0.078404034501212
119,0.599423598035547,0.08864065558029552,0.6340769137369917,0.4765237464996513,0.041973569532272756,0.041973569532272756
120,0.009356790258252022,0.0055850833493378575,0.001334016534377864,0.00510888926835055,0.00510888926835055,0.00510888926835055
121,0.0033389631539520737,1.0236361773326554,0.0005488234655184055,0.0001973894027983882,0.0001973894027983882,0.0001973894027983882
122,0.01718572640202139,0.0242024364816268,0.0242024364816268,0.005233084391782432,0.003358164163193334,0.003358164163193334
123,0.988533214774453,1.0361767531106998,0.0005494934520395503,0.001653348087915801,0.001653348087915801,0.001653348087915801
124,0.007731636841243449,0.01797104109132729,0.014449319959268217,0.001452535046623206,0.001452535046623206,0.001452535046623206
125,0.0014131205616237726,0.046224834557069994,0.004395306344965523,0.983711754305167,0.983711754305167,0.016288245694833017
126,0.1813917866678591,0.559054362224648,1.209038539130087,0.24916347836714892,0.24916347836714892,0.24916347836714892
127,0.03503732910020157,0.04997920270779139,0.03617361255348499,0.02770647444804018,0.02712514540084583,0.02712514540084583
128,0.9996897763581447,0.014863594839644058,0.0018076653428610822,0.0001825746903427758,0.0007938843176082958,0.0007938843176082958
129,0.9885332147744532,0.025908138496508214,0.004468581314585076,7.227014503317584e-05,0.008854298001191108,0.008854298001191108
130,0.9434212806090874,1.0361750781477028,0.0022224421620449684,0.012983842964595685,0.01204394003933338,0.01204394003933338
131,0.004764116509774755,0.06508442013111326,0.01839313881091685,0.03837998990783345,0.03837998990783345,0.03837998990783345
132,0.9785443173065246,0.4512142523895438,1.0009153711886398,0.0005690149426115293,2.7150402147374607e-05,2.7150402147374607e-05
133,0.0072315692310758635,0.01063822732732532,0.001961795494258182,0.0010208273674444652,0.0010208273674444652,0.0010208273674444652
134,0.0,0.0022224421620449684,1.001960992906609,0.0007045197570204304,0.0007045197570204304,0.0007045197570204304
135,0.9961579337056059,1.0259033927620473,0.0005664457299618018,0.0017757238106041863,0.0011710236850865459,0.0011710236850865459
136,0.001427547295631953,0.020232752628616964,0.001038049814545368,1.452200007038102e-05,1.452200007038102e-05,1.452200007038102e-05
137,0.007478055908894649,0.024766406620897706,0.0020348391593314782,1.0004580999986878,0.00045809999868786126,0.00045809999868786126
138,0.39588539483068674,0.07093882134343751,0.062167774232505316,0.025146710200913698,0.025146710200913698,0.025146710200913698
139,1.0115999966837925,0.843531675168304,0.521043290509839,0.26658726576866626,0.213407297122995,0.213407297122995
140,0.0,0.01909933150174009,0.9967239955894491,0.00013542733066026794,0.0005147492304839894,0.0005147492304839894
141,0.004764116509774755,0.027611389679336986,0.00013316570391323857,4.805364279834213e-05,0.00038947508426937465,0.00038947508426937465
142,0.336991705777118,0.6304028630920473,0.6247556718388243,0.6149876387055208,0.6108119068441528,0.6108119068441528
143,0.001427547295631953,0.020232752628616964,0.001038049814545368,0.0018619605451399937,0.0018619605451399937,0.0018619605451399937
144,0.011525456135537217,0.02249801962803803,0.008951445915928773,0.007807036790850607,0.007807036790850607,0.007807036790850607
145,0.0,0.019104077232527907,0.0019619560118419375,0.0007044957003583519,0.0007044957003583519,0.0007044957003583519
146,0.005724643638183641,0.006145289010806913,0.0003406443929848312,5.336332155092108e-05,5.336332155092108e-05,5.336332155092108e-05
147,0.00549046274753558,0.006988937343159154,0.0021261482497494204,0.4150529988196165,0.4150529988196165,0.4150529988196165
148,0.0014241808075495434,0.004468581314585076,1.0156964648501936,1.010822230565337,0.015428832099953195,0.015428832099953195
149,0.00965017003371945,0.0287495015354594,0.9975292021300898,0.0034337848537776823,0.9965662151462223,0.0034337848537776823
150,0.012372545149739926,0.026757892690602234,0.010717273343787316,0.007852181308207652,0.007852181308207652,0.007852181308207652
151,0.003929267179360588,1.017970482770112,0.0005673530030117098,0.002516515883292279,0.0018691725308206644,0.998130909546758
152,0.0014131205616237726,0.00558843327727709,0.9994149695969476,7.142676951607811e-05,7.142676951607811e-05,0.9999285732304839
153,0.011984664174843822,0.03045807702148059,0.0005640728646827518,7.134606329770848e-05,0.00044599285144858165,0.00044599285144858165
154,0.011525456135537217,0.02249801962803803,0.0022269436372397656,0.40801646366943023,0.008985109278683845,0.008985109278683845
155,0.979978414583934,1.0055842458661377,0.010715640252329272,0.9869852383086143,0.988088774065072,0.988088774065072
156,0.09600564840062568,0.2872329340608647,0.03469271816615944,0.09564161167884903,0.21497516337070352,1.2149751633707035
157,0.07729950540646599,0.09458785611846908,0.0242024364816268,0.5838338248158963,0.5838338248158963,0.5838338248158963
158,0.0,0.03617507814770278,0.0022224421620449684,0.00024367465754749417,0.00024367465754749417,0.00024367465754749417
159,1.0242475462466771,0.026469988408722004,0.022996454563802917,0.01004302189894216,0.02354302648965689,0.02354302648965689
160,0.0,0.019104077232527907,0.0019619560118419375,0.0018432966563919338,0.0018432966563919338,0.0018432966563919338
