Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default,zplane/auftakt_v3
boeck2015/tempodetector2016_default,1.0,0.9840308504419687,0.8485103841828374,0.6922505594331785,4.772430283175201e-07,0.03330719406092316,0.03765589225035882,0.0020032081738346193,2.5579244184406888e-06,0.263870329172945,1.1856570188251244e-11,0.00219421433036519,0.017477909115808102,0.03399608232408843,0.0013471843060737856,0.12434291329770468,0.006900157561781427,0.01357297538658074,0.0002209701175171754
boeck2019/multi_task,0.9840308504419687,1.0,0.8620850441157781,0.8305223917900919,7.912803640442533e-06,0.011998903404435095,0.036274243066767686,0.005547311527043433,1.414067200218697e-06,0.35224328681812445,3.5597211274269437e-11,0.012378049503212082,0.008830475494892912,0.041090444862782016,0.002165659119524249,0.15004867778206113,0.004014252826666998,0.12494174399011543,0.00028854642559898887
boeck2019/multi_task_hjdb,0.8485103841828374,0.8620850441157781,1.0,0.684570359910595,3.531757922897947e-06,0.05857001403227721,0.06370870406200951,0.00465165842045657,3.923524628301013e-06,0.38186708683954285,2.678431477874484e-11,0.00977415392648479,0.02199026065646737,0.04946320085838779,0.004174638303711621,0.1882226450559896,0.015589655711468087,0.10166274447954932,0.0005666568818337398
boeck2020/dar,0.6922505594331785,0.8305223917900919,0.684570359910595,1.0,6.23167001215277e-07,0.024146725276752285,0.031114531140428874,0.0018663727320445576,2.3819479845025663e-06,0.22485634308852298,5.765373394730007e-12,0.0010663390047999598,0.017308027048122437,0.025978897055888777,0.0010988759649835265,0.12162656158805954,0.004112589063639048,0.01630444561353832,0.00011431367329898116
davies2009/mirex_qm_tempotracker,4.772430283175201e-07,7.912803640442533e-06,3.531757922897947e-06,6.23167001215277e-07,1.0,0.00116233790442885,0.0013830724901144327,0.13370877405323212,0.11119164602810999,7.76850479082799e-07,1.386721184980976e-05,0.04585685406005746,0.005322961635396646,0.016678213289839556,0.23087906383159099,0.0010824770324439213,0.03146528790913715,0.00020702384081668527,0.8510152399671732
echonest/version_3_2_1,0.03330719406092316,0.011998903404435095,0.05857001403227721,0.024146725276752285,0.00116233790442885,1.0,0.8508423889807304,0.181270684484195,0.00044209745617072535,0.23864124156289576,7.687574801940042e-09,0.6387695242076986,0.8435552424181008,0.9852235601994515,0.20523624066725893,0.481884244734033,0.7165515879929004,0.3396608475684435,0.0480623368924033
gkiokas2012/default,0.03765589225035882,0.036274243066767686,0.06370870406200951,0.031114531140428874,0.0013830724901144327,0.8508423889807304,1.0,0.1958740174385653,0.0002525273567053835,0.24705732869698746,1.9871403993439117e-09,0.6076083297937511,0.8728203330198652,0.9131822828609215,0.14365400065059666,0.516011855806448,0.49047176365701484,0.34282101448294555,0.02984235899920357
klapuri2006/percival2014,0.0020032081738346193,0.005547311527043433,0.00465165842045657,0.0018663727320445576,0.13370877405323212,0.181270684484195,0.1958740174385653,1.0,0.009873286081940423,0.03388295137070913,2.5663844588380653e-06,0.5104501304425602,0.2604387038846143,0.24084871329878252,0.9205203441318064,0.08233831731038423,0.5723624039000578,0.041423622300946636,0.37565525459032256
oliveira2010/ibt,2.5579244184406888e-06,1.414067200218697e-06,3.923524628301013e-06,2.3819479845025663e-06,0.11119164602810999,0.00044209745617072535,0.0002525273567053835,0.009873286081940423,1.0,3.0453343809481265e-07,0.0020197877301569795,0.006968074165902311,0.00019522356430255958,0.0004692374898965827,0.01787267676294465,0.0005274056015276794,0.0017318689307195395,0.00013763361219407255,0.15360546306371217
percival2014/stem,0.263870329172945,0.35224328681812445,0.38186708683954285,0.22485634308852298,7.76850479082799e-07,0.23864124156289576,0.24705732869698746,0.03388295137070913,3.0453343809481265e-07,1.0,3.214470142112679e-11,0.10452199168848367,0.1919522904065162,0.25651844095111387,0.0012548966393414343,0.6253972407229009,0.03300990891648048,0.8292586836932117,0.0011041346401702407
scheirer1998/percival2014,1.1856570188251244e-11,3.5597211274269437e-11,2.678431477874484e-11,5.765373394730007e-12,1.386721184980976e-05,7.687574801940042e-09,1.9871403993439117e-09,2.5663844588380653e-06,0.0020197877301569795,3.214470142112679e-11,1.0,3.946979994830702e-07,1.2772585028304939e-08,5.0330855407817915e-08,4.5039594195301673e-07,6.862081043688893e-10,4.058854902907883e-08,1.9582781761299682e-09,1.1904519596235073e-05
schreiber2014/default,0.00219421433036519,0.012378049503212082,0.00977415392648479,0.0010663390047999598,0.04585685406005746,0.6387695242076986,0.6076083297937511,0.5104501304425602,0.006968074165902311,0.10452199168848367,3.946979994830702e-07,1.0,0.6984140249394148,0.662342313011411,0.4186826982823786,0.23281370355403813,0.9390529119994063,0.10366742685134926,0.13456513722098254
schreiber2017/ismir2017,0.017477909115808102,0.008830475494892912,0.02199026065646737,0.017308027048122437,0.005322961635396646,0.8435552424181008,0.8728203330198652,0.2604387038846143,0.00019522356430255958,0.1919522904065162,1.2772585028304939e-08,0.6984140249394148,1.0,0.9652987498017318,0.23040257851157617,0.4808375340679212,0.5830766429349727,0.26813151139717034,0.035542989469987504
schreiber2017/mirex2017,0.03399608232408843,0.041090444862782016,0.04946320085838779,0.025978897055888777,0.016678213289839556,0.9852235601994515,0.9131822828609215,0.24084871329878252,0.0004692374898965827,0.25651844095111387,5.0330855407817915e-08,0.662342313011411,0.9652987498017318,1.0,0.2400963977268387,0.5415886479396728,0.6197090008029692,0.3375681402653864,0.03504511818091967
schreiber2018/cnn,0.0013471843060737856,0.002165659119524249,0.004174638303711621,0.0010988759649835265,0.23087906383159099,0.20523624066725893,0.14365400065059666,0.9205203441318064,0.01787267676294465,0.0012548966393414343,4.5039594195301673e-07,0.4186826982823786,0.23040257851157617,0.2400963977268387,1.0,0.04855280135179299,0.27289642409236303,0.036378147412399114,0.31479143631074685
schreiber2018/fcn,0.12434291329770468,0.15004867778206113,0.1882226450559896,0.12162656158805954,0.0010824770324439213,0.481884244734033,0.516011855806448,0.08233831731038423,0.0005274056015276794,0.6253972407229009,6.862081043688893e-10,0.23281370355403813,0.4808375340679212,0.5415886479396728,0.04855280135179299,1.0,0.19336328981124945,0.7558673758018384,0.008131802222146434
schreiber2018/ismir2018,0.006900157561781427,0.004014252826666998,0.015589655711468087,0.004112589063639048,0.03146528790913715,0.7165515879929004,0.49047176365701484,0.5723624039000578,0.0017318689307195395,0.03300990891648048,4.058854902907883e-08,0.9390529119994063,0.5830766429349727,0.6197090008029692,0.27289642409236303,0.19336328981124945,1.0,0.09814874828171558,0.08328386013078791
sun2021/default,0.01357297538658074,0.12494174399011543,0.10166274447954932,0.01630444561353832,0.00020702384081668527,0.3396608475684435,0.34282101448294555,0.041423622300946636,0.00013763361219407255,0.8292586836932117,1.9582781761299682e-09,0.10366742685134926,0.26813151139717034,0.3375681402653864,0.036378147412399114,0.7558673758018384,0.09814874828171558,1.0,0.006123038179262253
zplane/auftakt_v3,0.0002209701175171754,0.00028854642559898887,0.0005666568818337398,0.00011431367329898116,0.8510152399671732,0.0480623368924033,0.02984235899920357,0.37565525459032256,0.15360546306371217,0.0011041346401702407,1.1904519596235073e-05,0.13456513722098254,0.035542989469987504,0.03504511818091967,0.31479143631074685,0.008131802222146434,0.08328386013078791,0.006123038179262253,1.0
