Tolerance (%),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
0.0,0.0988538681948424,0.0,0.0,0.4183381088825215,0.0,0.045845272206303724,0.0,0.0,0.0,0.0,0.0,0.6962750716332379,0.6776504297994269,0.7034383954154728,0.1017191977077364
0.0005,0.166189111747851,0.004297994269340974,0.10028653295128939,0.4183381088825215,0.01862464183381089,0.045845272206303724,0.04297994269340974,0.008595988538681949,0.17335243553008595,0.18624641833810887,0.18624641833810887,0.6962750716332379,0.6776504297994269,0.7034383954154728,0.1017191977077364
0.001,0.17048710601719197,0.004297994269340974,0.14613180515759314,0.4183381088825215,0.01862464183381089,0.045845272206303724,0.055873925501432664,0.05873925501432665,0.23065902578796563,0.23925501432664756,0.23925501432664756,0.6962750716332379,0.6776504297994269,0.7034383954154728,0.2177650429799427
0.0015,0.17191977077363896,0.0057306590257879654,0.19627507163323782,0.4183381088825215,0.03724928366762178,0.045845272206303724,0.21060171919770773,0.06303724928366762,0.27650429799426934,0.2822349570200573,0.2836676217765043,0.6962750716332379,0.6776504297994269,0.7034383954154728,0.2492836676217765
0.002,0.17191977077363896,0.015759312320916905,0.24498567335243554,0.4183381088825215,0.08022922636103152,0.045845272206303724,0.32808022922636104,0.10028653295128939,0.32521489971346706,0.32664756446991405,0.32808022922636104,0.6962750716332379,0.6776504297994269,0.7034383954154728,0.3108882521489971
0.0025,0.17478510028653296,0.015759312320916905,0.29083094555873923,0.4183381088825215,0.08022922636103152,0.045845272206303724,0.330945558739255,0.10315186246418338,0.37679083094555876,0.3753581661891118,0.37822349570200575,0.6962750716332379,0.6776504297994269,0.7034383954154728,0.37822349570200575
0.003,0.2994269340974212,0.015759312320916905,0.332378223495702,0.4183381088825215,0.08022922636103152,0.045845272206303724,0.34813753581661894,0.10601719197707736,0.4340974212034384,0.4326647564469914,0.4355300859598854,0.6962750716332379,0.6776504297994269,0.7034383954154728,0.4040114613180516
0.0035,0.3638968481375358,0.024355300859598854,0.35673352435530087,0.4183381088825215,0.2707736389684814,0.045845272206303724,0.40830945558739257,0.10744985673352435,0.4498567335243553,0.4469914040114613,0.4498567335243553,0.6962750716332379,0.6776504297994269,0.7034383954154728,0.43123209169054444
0.004,0.3667621776504298,0.03724928366762178,0.37106017191977075,0.4183381088825215,0.3037249283667622,0.045845272206303724,0.42550143266475643,0.13753581661891118,0.46275071633237824,0.4584527220630373,0.46275071633237824,0.6962750716332379,0.6776504297994269,0.7034383954154728,0.44412607449856734
0.0045,0.3667621776504298,0.03724928366762178,0.3825214899713467,0.4183381088825215,0.38108882521489973,0.045845272206303724,0.43982808022922637,0.15759312320916904,0.4799426934097421,0.4670487106017192,0.4713467048710602,0.6962750716332379,0.6776504297994269,0.7034383954154728,0.45415472779369626
0.005,0.3681948424068768,0.03868194842406877,0.3868194842406877,0.4183381088825215,0.38108882521489973,0.045845272206303724,0.44126074498567336,0.167621776504298,0.48567335243553006,0.4799426934097421,0.48424068767908307,0.6977077363896849,0.6776504297994269,0.7034383954154728,0.4699140401146132
0.0055,0.4340974212034384,0.04011461318051576,0.3939828080229226,0.4183381088825215,0.38108882521489973,0.045845272206303724,0.44126074498567336,0.20057306590257878,0.5,0.48567335243553006,0.4899713467048711,0.6977077363896849,0.6776504297994269,0.7034383954154728,0.4785100286532951
0.006,0.4355300859598854,0.04011461318051576,0.40114613180515757,0.4197707736389685,0.3853868194842407,0.045845272206303724,0.44412607449856734,0.3123209169054441,0.5114613180515759,0.49570200573065903,0.5,0.7392550143266475,0.7306590257879656,0.7306590257879656,0.4871060171919771
0.0065,0.46131805157593125,0.045845272206303724,0.40830945558739257,0.4197707736389685,0.45272206303724927,0.050143266475644696,0.45558739255014324,0.3137535816618911,0.5143266475644699,0.498567335243553,0.502865329512894,0.7392550143266475,0.7306590257879656,0.7320916905444126,0.49426934097421205
0.007,0.46131805157593125,0.09169054441260745,0.4140401146131805,0.4197707736389685,0.47277936962750716,0.050143266475644696,0.47564469914040114,0.32951289398280803,0.5200573065902578,0.505730659025788,0.5100286532951289,0.7392550143266475,0.7320916905444126,0.7335243553008596,0.49570200573065903
0.0075,0.46131805157593125,0.09312320916905444,0.4140401146131805,0.42120343839541546,0.47421203438395415,0.05157593123209169,0.4828080229226361,0.35816618911174786,0.5214899713467048,0.5085959885386819,0.5114613180515759,0.7392550143266475,0.7378223495702005,0.7335243553008596,0.501432664756447
0.008,0.501432664756447,0.10028653295128939,0.42120343839541546,0.4498567335243553,0.5128939828080229,0.12607449856733524,0.4899713467048711,0.3624641833810888,0.5272206303724928,0.5143266475644699,0.5171919770773639,0.7464183381088825,0.7550143266475645,0.7478510028653295,0.5071633237822349
0.0085,0.6002865329512894,0.10028653295128939,0.4269340974212034,0.4670487106017192,0.5143266475644699,0.23209169054441262,0.4899713467048711,0.3653295128939828,0.5300859598853869,0.5171919770773639,0.5214899713467048,0.7621776504297995,0.7650429799426934,0.7621776504297995,0.5085959885386819
0.009,0.6002865329512894,0.11461318051575932,0.43123209169054444,0.47707736389684813,0.5200573065902578,0.24355300859598855,0.49570200573065903,0.3667621776504298,0.5386819484240688,0.5200573065902578,0.5243553008595988,0.7693409742120344,0.7736389684813754,0.7679083094555874,0.5143266475644699
0.0095,0.6002865329512894,0.2034383954154728,0.44269340974212035,0.4785100286532951,0.5257879656160458,0.24355300859598855,0.505730659025788,0.3667621776504298,0.5415472779369628,0.5272206303724928,0.5315186246418339,0.7722063037249284,0.7765042979942693,0.7707736389684814,0.5200573065902578
0.01,0.6002865329512894,0.2177650429799427,0.45272206303724927,0.5,0.5372492836676218,0.4283667621776504,0.5100286532951289,0.37679083094555876,0.5515759312320917,0.5372492836676218,0.5415472779369628,0.7836676217765043,0.7836676217765043,0.7822349570200573,0.5272206303724928
0.0105,0.6404011461318052,0.2177650429799427,0.45988538681948427,0.504297994269341,0.5372492836676218,0.4297994269340974,0.5157593123209169,0.4169054441260745,0.5530085959885387,0.5415472779369628,0.5458452722063037,0.7836676217765043,0.7865329512893983,0.7822349570200573,0.5343839541547278
0.011,0.6418338108882522,0.2177650429799427,0.4656160458452722,0.5143266475644699,0.5372492836676218,0.4326647564469914,0.5243553008595988,0.4183381088825215,0.5544412607449857,0.5415472779369628,0.5458452722063037,0.7879656160458453,0.7879656160458453,0.7851002865329513,0.5429799426934098
0.0115,0.6461318051575932,0.2177650429799427,0.47277936962750716,0.5257879656160458,0.5386819484240688,0.4871060171919771,0.5315186246418339,0.4297994269340974,0.5573065902578797,0.5429799426934098,0.5472779369627507,0.7965616045845272,0.7979942693409742,0.7922636103151862,0.5472779369627507
0.012,0.6547277936962751,0.2177650429799427,0.47277936962750716,0.5358166189111748,0.5386819484240688,0.5114613180515759,0.5358166189111748,0.43123209169054444,0.5644699140401146,0.5472779369627507,0.5515759312320917,0.7994269340974212,0.8008595988538681,0.7951289398280802,0.5515759312320917
