Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,0.05737304687500002,0.125,7.62939453125e-06,0.022460937500000003,0.038574218750000014,0.0390625,0.11846923828124997,0.038574218750000014
davies2009/mirex_qm_tempotracker,0.05737304687500002,1.0,0.548828125,0.04138946533203125,1.0,1.0,0.9999999999999997,0.9999999999999999,1.0
percival2014/stem,0.125,0.548828125,1.0,0.002349853515625,0.2890624999999999,0.4531249999999996,0.6875000000000002,0.7539062500000002,0.5078125
schreiber2014/default,7.62939453125e-06,0.04138946533203125,0.002349853515625,1.0,0.06356811523437494,0.0308837890625,0.019210815429687503,0.019210815429687503,0.0308837890625
schreiber2017/ismir2017,0.022460937500000003,1.0,0.2890624999999999,0.06356811523437494,1.0,1.0,0.7539062500000002,0.7744140625000003,0.9999999999999999
schreiber2017/mirex2017,0.038574218750000014,1.0,0.4531249999999996,0.0308837890625,1.0,1.0,1.0,0.9999999999999997,1.0
schreiber2018/cnn,0.0390625,0.9999999999999997,0.6875000000000002,0.019210815429687503,0.7539062500000002,1.0,1.0,1.0,1.0
schreiber2018/fcn,0.11846923828124997,0.9999999999999999,0.7539062500000002,0.019210815429687503,0.7744140625000003,0.9999999999999997,1.0,1.0,0.9999999999999997
schreiber2018/ismir2018,0.038574218750000014,1.0,0.5078125,0.0308837890625,0.9999999999999999,1.0,1.0,0.9999999999999997,1.0
