Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0,0.01906073391448069,0.0052769184813810065,0.002136589656659197,0.00023790484046976647,3.859758725945081e-05,0.005254055032740893,0.015030362163460272,0.009745860802927659,0.009745860802927659,0.00947468508528267,4.8089033223906455e-05,0.00947468508528267
1,0.009586048829204614,0.005251458565313478,0.0011940572223631304,0.006119419109425336,0.0006715624834274008,0.0006715624834274008,0.0036935750917209066,0.011753365278333193,0.011753365278333193,0.0195602968303119,0.002354479598128629,0.004913520865910559
2,0.006627853984947291,0.0060388786589924024,0.004743978694472814,0.012176006870399136,0.0003888560946580727,0.008172110556664678,0.011090343475211453,0.008312118413951226,0.008312118413951226,0.00016231232232310133,0.00016231232232310133,0.00016231232232310133
3,0.002165667218114553,0.0030074848793289724,0.002285896814491518,0.00879321925766316,5.6774943930189555e-05,0.016616662140379917,0.038885395292408156,0.014571557167946034,0.014571557167946034,0.002165667218114553,0.021681074736253195,0.021681074736253195
4,0.005817703960168905,0.003502695683198444,0.003859092681277924,0.02193851545910858,7.50581619654677e-05,7.50581619654677e-05,0.013945600837704986,0.019935261881729647,0.019935261881729647,0.02257352444764977,0.02257352444764977,0.004393523152619529
5,0.005155325684541693,0.00032524416623783614,0.0035554652598791927,0.007948261589638803,0.012173710727144302,0.00019841703542481518,0.010817820234954267,0.004533611764783435,0.004533611764783435,0.006929529024614203,0.009944289539782106,0.009944289539782106
6,0.010860992631767322,8.115387852452769e-05,0.000515370852276658,0.0012308751027942954,0.025314085515935267,0.00022435652303030208,0.004469813197502138,0.003054090363650009,0.003054090363650009,0.0011116490343088309,0.0011116490343088309,0.0011116490343088309
7,0.0040542822531591275,0.0020426717722620328,0.0050061722747154975,0.0026265917223909385,0.0002298210475050218,0.0002298210475050218,0.012616225640301619,0.003464112405413165,0.003464112405413165,0.010809670848464225,0.01040681506123174,0.00024042913827676722
8,0.013991835650279833,0.0002104978941841353,0.003591366915692116,0.020031872332554223,0.0003109995051140997,0.0003109995051140997,0.03175603970974742,0.007544847980434305,0.007544847980434305,0.0019128384646952114,0.0019128384646952114,0.0019128384646952114
9,0.0030087498723406826,0.0007022824891717012,0.0006798300619014192,0.0007022824891717012,0.009036382417528382,0.0002653353065962218,0.020329392647539166,0.015025873397653112,0.015025873397653112,0.01459672414755255,0.01459672414755255,0.01459672414755255
10,0.014837209556343177,0.008694359763668842,0.0058315938207953175,0.002047193371353033,0.010768621725860466,0.00011894068197334807,0.008632731622521466,0.00012406441210065556,0.000124045847828284,0.004093437728287948,0.0051843758597229376,0.0051843758597229376
11,0.0008377877924328579,0.011123228514147473,0.012088708370829634,0.0017567937222664838,0.027756824140438202,0.004228114220528581,0.03099111549834631,0.00492505841905712,0.00492505841905712,0.004412973517940059,0.004412973517940059,0.004412973517940059
12,0.0017907154365442886,0.4175043714640551,0.426940774361844,0.02946961258902605,0.005797010214597496,0.004930108238695443,0.04630006574073933,0.004787094196167962,0.004787094196167962,0.0032903985662729885,0.015568628685042923,0.0032903985662729885
13,0.0014834096252488065,0.003355279247435403,0.007024604461900337,0.0014834096252488065,0.008500119704854273,0.008500119704854273,0.004905880159840236,0.006758459681105829,0.006758459681105829,0.007948951287872708,0.007948951287872708,0.007948951287872708
14,0.022668024958575762,0.0790012820194826,0.09742617545772828,0.04776037397996047,0.006296966537079229,0.03150401932244468,0.3830640401264358,0.03748708805743925,0.4525246108972524,0.4613312549160342,0.016093517861491203,0.4613312549160342
15,0.007325993994309061,0.0030057009486215767,0.0031938090447077108,0.026331162823449245,0.03302560115752265,0.0006051703190694478,0.049904273773084776,0.004834315421290642,0.004834315421290642,0.008825677124037964,0.010033350127277936,0.008825677124037964
16,0.007240873073315813,0.0038761188672136715,0.0006152984308269165,0.008645363015085703,0.03734818383912987,0.00012484661264639284,0.04433346007225112,0.008938590306661732,0.008938590306661732,0.005709929961984235,0.015985141137334687,0.015985141137334687
17,0.01697735120688889,0.003367450255163472,0.005720310316035556,0.014267639893674742,0.0003109995051140997,0.0041849141974042315,0.016871125026977938,0.006217254414359388,0.006217254414359388,0.013140093887949438,0.013140093887949438,0.013140093887949438
18,0.0016256306026217991,0.005387770597112044,0.01154787833745686,0.021614220508684872,0.03929921092352153,0.0002326148554535869,0.06331039731794863,0.017639761367777645,0.017639761367777645,0.04376444231016745,0.003122457812821524,0.04376444231016745
19,0.02236781302845388,0.0010906257837562155,0.0028465126988173922,0.012679134070746795,0.034412945318322945,0.008264565710860426,0.007594717400249467,0.007594717400249467,0.007594717400249467,0.010779838753242127,0.010779838753242127,0.0009019662943931223
20,0.002720540842965312,0.0016101042291000287,0.0018742855313495534,0.02338518309684107,0.018939759081283616,0.006115453520903587,0.01364610312361873,0.010549562548672455,0.010549562548672455,0.009241746662824261,0.006612204538012824,0.0012929935473334402
21,0.0028770488903404404,0.012166653392940086,0.008995357639889765,0.021880990514826837,0.033632576323968544,0.008690057661840162,0.12479294843883335,0.0038516564737802106,0.0038516564737802106,0.007162587915246499,0.017499466319022668,0.017499466319022668
22,0.011301692093558009,0.0034849479366989614,0.0047995483610716845,0.010146968686163542,0.45894462250323625,0.0004878336172611654,0.009186481038332816,0.010283120412633372,0.010283120412633372,0.006072079483398994,0.006072079483398994,0.006072079483398994
23,0.010548681425480459,0.00038636826807913506,0.0014359827493633669,0.04458956655950515,0.0008719098846806483,0.006784524055605033,0.01949298933022484,0.0030577093788576874,0.0030577093788576874,0.01173940599836989,0.0014359827493633669,0.0014359827493633669
24,0.0164064606592493,0.002963135943044611,0.002113442155076053,0.0016311671793288764,0.02342484570185189,0.0004250228516836543,0.005791557132127385,0.0064598937134860935,0.006459876765741045,0.012751907408848049,0.012751907408848049,0.012751907408848049
25,0.00544208819154811,0.0007599798565099633,0.0012809651312257443,0.02854234356526283,0.005866195157178502,5.808894634902164e-05,0.01965480958838179,0.0003493108810199176,0.0003493108810199176,0.0002825554466355972,0.0002825554466355972,0.0002825554466355972
26,0.00516696782714979,0.006408790232287838,0.0036966380230999945,0.02708620666381326,0.01218200294181331,0.005740449419473773,0.002776445033006474,0.002109175439704373,0.002109175439704373,0.00995593168239027,0.00995593168239027,0.00995593168239027
27,0.0008377877924270884,0.010049714779905131,0.0071472313223178135,0.0035918031870602798,0.027756824140443857,0.0004374854504035266,0.015466874333060897,0.001933236490070277,0.001933236490070277,0.004412973517934114,0.004412973517934114,0.00639378143864877
