Estimator,Size,Min,Max,Avg,Stdev,Sweet Oct. Start,Sweet Oct. Coverage
boeck2015/tempodetector2016_default,180,45.8,181.82,114.26072222222223,28.160302520089644,72.0,0.8333333333333334
boeck2019/multi_task,180,63.02,199.41,114.82077777777778,27.226653254419187,72.0,0.8666666666666667
boeck2019/multi_task_hjdb,180,63.83,182.9,116.71211111111111,26.924500586476267,72.0,0.8444444444444444
davies2009/mirex_qm_tempotracker,180,77.1339,184.57,127.49165388888889,24.87708331811335,87.0,0.9555555555555556
percival2014/stem,180,50.9159,156.605,105.00847055555556,23.18720869116341,70.0,0.9166666666666666
schreiber2014/default,180,54.352146,149.19734,97.61186447777777,23.07365995546914,67.0,0.8888888888888888
schreiber2017/ismir2017,180,40.53247,174.90471,112.25088922777778,26.20612569961839,72.0,0.8666666666666667
schreiber2017/mirex2017,180,40.53247,206.84177,111.56910532777778,27.96579987756831,72.0,0.8444444444444444
schreiber2018/cnn,180,58.0,200.0,121.85555555555555,31.593988930825784,76.0,0.7833333333333333
schreiber2018/fcn,180,38.0,199.0,116.50555555555556,32.40378921600922,76.0,0.7722222222222223
schreiber2018/ismir2018,180,67.0,195.0,120.38333333333334,28.0630326031005,76.0,0.8555555555555555
