Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,5.968022936938972e-27,2.360037303463711e-05,0.08991400091975714,0.08043734061486237,0.08043735471534733,1.9179362808124332e-10,8.790352875849118e-10,8.614363501955009e-09
davies2009/mirex_qm_tempotracker,5.968022936938972e-27,1.0,1.484083242759419e-39,4.897088539561958e-16,6.998574170632589e-28,6.998576920917626e-28,4.2750040121848075e-44,5.351196631672425e-43,4.121176347292921e-42
percival2014/stem,2.360037303463711e-05,1.484083242759419e-39,1.0,3.4772501911306125e-06,0.022796694487543505,0.022796690862707924,0.09480877998687023,0.19576018766003483,0.29870550201718166
schreiber2014/default,0.08991400091975714,4.897088539561958e-16,3.4772501911306125e-06,1.0,0.00041138685352718607,0.0004113869690112887,2.0755776422996947e-08,4.267876506008539e-08,8.62394209373237e-08
schreiber2017/ismir2017,0.08043734061486237,6.998574170632589e-28,0.022796694487543505,0.00041138685352718607,1.0,0.22261962861168552,0.00026981766258514603,0.000719379681062486,0.0018011728249259927
schreiber2017/mirex2017,0.08043735471534733,6.998576920917626e-28,0.022796690862707924,0.0004113869690112887,0.22261962861168552,1.0,0.00026981759613589157,0.0007193795149572575,0.001801172440232969
schreiber2018/cnn,1.9179362808124332e-10,4.2750040121848075e-44,0.09480877998687023,2.0755776422996947e-08,0.00026981766258514603,0.00026981759613589157,1.0,0.5200458176648197,0.2760580689946594
schreiber2018/fcn,8.790352875849118e-10,5.351196631672425e-43,0.19576018766003483,4.267876506008539e-08,0.000719379681062486,0.0007193795149572575,0.5200458176648197,1.0,0.2794341034805541
schreiber2018/ismir2018,8.614363501955009e-09,4.121176347292921e-42,0.29870550201718166,8.62394209373237e-08,0.0018011728249259927,0.001801172440232969,0.2760580689946594,0.2794341034805541,1.0
