Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default,zplane/auftakt_v3
boeck2015/tempodetector2016_default,1.0,1.4417002988609498e-21,2.4405319662411035e-20,1.8951876640049002e-22,8.089822419005753e-16,9.024531415111552e-30,2.4483808882375e-31,1.4445296498488247e-21,1.4383756902164915e-21,2.0235808849871096e-21,1.803510113859167e-21,9.018778657656646e-21,0.06130383915802751,2.129590380457737e-07,2.6325282748251416e-18,3.4662061007736943e-13,7.031291634428925e-14,6.557585518472255e-20,1.274507862638614e-19
boeck2019/multi_task,1.4417002988609498e-21,1.0,0.2034216841390253,0.5058255432353167,8.822975599625506e-48,2.560024878749651e-60,6.878916286902827e-57,7.709001870417217e-51,4.060138715111837e-51,3.4537309286506077e-48,1.2174112243707978e-54,2.0115164016553987e-50,8.361429213529824e-18,2.132698279801306e-09,0.07390183291910421,3.017287103862728e-05,6.295515955611203e-05,0.5523906369916647,4.795778131091989e-48
boeck2019/multi_task_hjdb,2.4405319662411035e-20,0.2034216841390253,1.0,0.1311013889966749,1.666738722344108e-46,3.0309595527781846e-59,4.2875818059079714e-55,2.8392648530140088e-49,1.686855130181087e-49,7.58729986563087e-47,8.383598580166158e-53,2.463410317200496e-48,1.3216925199264588e-16,3.842673442787993e-08,0.20133846003653957,8.991166005378822e-05,0.00041792658293889187,0.9808774408773153,1.5631413189798118e-46
boeck2020/dar,1.8951876640049002e-22,0.5058255432353167,0.1311013889966749,1.0,1.6974599917939681e-49,6.55140612083704e-63,3.2827185357495483e-59,7.56498754494049e-54,1.5432956354270356e-53,1.0282344664556707e-50,1.3373913462511734e-56,2.5022577806593903e-53,1.6998710346183137e-19,1.8671151417370506e-10,0.015437683666684987,1.923975981391555e-06,5.86990296761633e-06,0.15017954322341606,7.54440257858748e-51
davies2009/mirex_qm_tempotracker,8.089822419005753e-16,8.822975599625506e-48,1.666738722344108e-46,1.6974599917939681e-49,1.0,8.180215112616484e-06,1.5047672883173034e-07,0.13119408183033351,0.17865881173787235,0.05084858007868835,0.01798980563559133,0.14688107811536352,5.621390708318885e-19,1.4582494301994336e-30,6.08255133333008e-44,2.3364603494390113e-36,6.579606250185938e-39,6.861071952045873e-46,0.4625290051771491
echonest/version_3_2_1,9.024531415111552e-30,2.560024878749651e-60,3.0309595527781846e-59,6.55140612083704e-63,8.180215112616484e-06,1.0,0.2313946181313907,6.397222191908833e-05,2.8798257991696787e-05,0.0010310827840785415,0.010299422538772177,8.17642214522771e-05,2.600719776642637e-34,6.043469063328708e-44,1.4497334463919466e-59,6.6602270258366845e-52,4.271147611793837e-55,1.0370216155919505e-61,2.079036692511008e-06
gkiokas2012/default,2.4483808882375e-31,6.878916286902827e-57,4.2875818059079714e-55,3.2827185357495483e-59,1.5047672883173034e-07,0.2313946181313907,1.0,1.4870523073406135e-11,7.29310147621076e-12,3.9235223662851885e-11,0.0019403707069408382,9.792517991082719e-12,6.860188583240724e-34,2.2487687762880176e-42,1.4862260562331975e-54,5.742959709994923e-48,3.6441076865517596e-52,9.612454993732213e-58,7.56039193623832e-15
klapuri2006/percival2014,1.4445296498488247e-21,7.709001870417217e-51,2.8392648530140088e-49,7.56498754494049e-54,0.13119408183033351,6.397222191908833e-05,1.4870523073406135e-11,1.0,0.7431208475720841,0.1533817004828753,0.19297898500678762,0.7382627438431784,1.1020999262711606e-23,8.180943150525833e-34,4.673889680517576e-48,8.061955841485552e-41,1.8676690082391577e-45,4.398758129090768e-51,0.13508219555910822
oliveira2010/ibt,1.4383756902164915e-21,4.060138715111837e-51,1.686855130181087e-49,1.5432956354270356e-53,0.17865881173787235,2.8798257991696787e-05,7.29310147621076e-12,0.7431208475720841,1.0,0.1046608085810572,0.15612061351891554,0.5892122472081507,1.1985011927147303e-22,3.600695073986331e-33,4.502007462936029e-48,4.744868375736682e-41,4.808065201260757e-46,1.6329797769626322e-51,0.22352411664829738
percival2014/stem,2.0235808849871096e-21,3.4537309286506077e-48,7.58729986563087e-47,1.0282344664556707e-50,0.05084858007868835,0.0010310827840785415,3.9235223662851885e-11,0.1533817004828753,0.1046608085810572,1.0,0.5672806112575239,0.29880795282855155,2.361874878667073e-23,8.96875004592839e-33,5.283130707430072e-46,1.5023886951824074e-39,1.065641737251459e-43,2.7351434718172136e-49,0.00994307137216656
scheirer1998/percival2014,1.803510113859167e-21,1.2174112243707978e-54,8.383598580166158e-53,1.3373913462511734e-56,0.01798980563559133,0.010299422538772177,0.0019403707069408382,0.19297898500678762,0.15612061351891554,0.5672806112575239,1.0,0.2738832710605654,4.198032925327944e-26,2.8388727901277427e-40,7.658074408433199e-53,5.818626335458953e-47,3.8473617443692565e-50,7.191392426440834e-56,0.06989198778275839
schreiber2014/default,9.018778657656646e-21,2.0115164016553987e-50,2.463410317200496e-48,2.5022577806593903e-53,0.14688107811536352,8.17642214522771e-05,9.792517991082719e-12,0.7382627438431784,0.5892122472081507,0.29880795282855155,0.2738832710605654,1.0,1.6637554387705716e-23,3.500539445123976e-33,2.2779061181723425e-46,3.4515279673093566e-40,8.707299954005429e-45,1.277134411010553e-50,0.13536684262944929
schreiber2017/ismir2017,0.06130383915802751,8.361429213529824e-18,1.3216925199264588e-16,1.6998710346183137e-19,5.621390708318885e-19,2.600719776642637e-34,6.860188583240724e-34,1.1020999262711606e-23,1.1985011927147303e-22,2.361874878667073e-23,4.198032925327944e-26,1.6637554387705716e-23,1.0,7.786008710117153e-07,3.975967150673179e-16,4.0165831084930595e-09,9.184328681669901e-10,1.1346659609137338e-16,7.414550445528928e-21
schreiber2017/mirex2017,2.129590380457737e-07,2.132698279801306e-09,3.842673442787993e-08,1.8671151417370506e-10,1.4582494301994336e-30,6.043469063328708e-44,2.2487687762880176e-42,8.180943150525833e-34,3.600695073986331e-33,8.96875004592839e-33,2.8388727901277427e-40,3.500539445123976e-33,7.786008710117153e-07,1.0,1.6660116091158952e-06,0.018873118747852965,0.012681622921908563,1.9196195413599102e-08,1.626953712912512e-30
schreiber2018/cnn,2.6325282748251416e-18,0.07390183291910421,0.20133846003653957,0.015437683666684987,6.08255133333008e-44,1.4497334463919466e-59,1.4862260562331975e-54,4.673889680517576e-48,4.502007462936029e-48,5.283130707430072e-46,7.658074408433199e-53,2.2779061181723425e-46,3.975967150673179e-16,1.6660116091158952e-06,1.0,0.006368437015187925,0.006651119221886575,0.20183112151545285,4.008816540013069e-45
schreiber2018/fcn,3.4662061007736943e-13,3.017287103862728e-05,8.991166005378822e-05,1.923975981391555e-06,2.3364603494390113e-36,6.6602270258366845e-52,5.742959709994923e-48,8.061955841485552e-41,4.744868375736682e-41,1.5023886951824074e-39,5.818626335458953e-47,3.4515279673093566e-40,4.0165831084930595e-09,0.018873118747852965,0.006368437015187925,1.0,0.8796575224996083,0.00035503825379618547,2.2681624559407588e-38
schreiber2018/ismir2018,7.031291634428925e-14,6.295515955611203e-05,0.00041792658293889187,5.86990296761633e-06,6.579606250185938e-39,4.271147611793837e-55,3.6441076865517596e-52,1.8676690082391577e-45,4.808065201260757e-46,1.065641737251459e-43,3.8473617443692565e-50,8.707299954005429e-45,9.184328681669901e-10,0.012681622921908563,0.006651119221886575,0.8796575224996083,1.0,0.0004642290846951097,3.630088234887423e-43
sun2021/default,6.557585518472255e-20,0.5523906369916647,0.9808774408773153,0.15017954322341606,6.861071952045873e-46,1.0370216155919505e-61,9.612454993732213e-58,4.398758129090768e-51,1.6329797769626322e-51,2.7351434718172136e-49,7.191392426440834e-56,1.277134411010553e-50,1.1346659609137338e-16,1.9196195413599102e-08,0.20183112151545285,0.00035503825379618547,0.0004642290846951097,1.0,2.3800355655738432e-49
zplane/auftakt_v3,1.274507862638614e-19,4.795778131091989e-48,1.5631413189798118e-46,7.54440257858748e-51,0.4625290051771491,2.079036692511008e-06,7.56039193623832e-15,0.13508219555910822,0.22352411664829738,0.00994307137216656,0.06989198778275839,0.13536684262944929,7.414550445528928e-21,1.626953712912512e-30,4.008816540013069e-45,2.2681624559407588e-38,3.630088234887423e-43,2.3800355655738432e-49,1.0
