Tolerance (%),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default,zplane/auftakt_v3
0.0,0.011461318051575931,0.0,0.0,0.0,0.0,0.0,0.0071633237822349575,0.0,0.008595988538681949,0.0,0.0,0.0,0.0,0.0,0.014326647564469915,0.01002865329512894,0.012893982808022923,0.014326647564469915,0.004297994269340974
0.0005,0.49426934097421205,0.0988538681948424,0.0988538681948424,0.10458452722063037,0.0028653295128939827,0.07879656160458452,0.14040114613180515,0.0659025787965616,0.01862464183381089,0.05300859598853868,0.02148997134670487,0.12893982808022922,0.14756446991404013,0.15759312320916904,0.22349570200573066,0.2148997134670487,0.22206303724928367,0.22492836676217765,0.10601719197707736
0.001,0.497134670487106,0.18911174785100288,0.20773638968481375,0.20630372492836677,0.004297994269340974,0.1332378223495702,0.17048710601719197,0.10028653295128939,0.02005730659025788,0.07879656160458452,0.0673352435530086,0.20057306590257878,0.23782234957020057,0.2492836676217765,0.25787965616045844,0.2521489971346705,0.2593123209169054,0.26504297994269344,0.15759312320916904
0.0015,0.5,0.27650429799426934,0.30515759312320917,0.29512893982808025,0.0057306590257879654,0.16905444126074498,0.17908309455587393,0.14756446991404013,0.022922636103151862,0.1991404011461318,0.10028653295128939,0.24785100286532952,0.30659025787965616,0.3209169054441261,0.2664756446991404,0.2607449856733524,0.2679083094555874,0.27793696275071633,0.2134670487106017
0.002,0.5085959885386819,0.3667621776504298,0.3968481375358166,0.3638968481375358,0.014326647564469915,0.2034383954154728,0.19484240687679083,0.17335243553008595,0.03151862464183381,0.23065902578796563,0.11174785100286533,0.28653295128939826,0.36962750716332377,0.39111747851002865,0.2994269340974212,0.28796561604584525,0.29656160458452724,0.3022922636103152,0.2636103151862464
0.0025,0.5186246418338109,0.45272206303724927,0.4684813753581662,0.42263610315186245,0.017191977077363897,0.24068767908309455,0.2148997134670487,0.18051575931232092,0.03724928366762178,0.2521489971346705,0.1833810888252149,0.32951289398280803,0.43123209169054444,0.45988538681948427,0.332378223495702,0.3223495702005731,0.32808022922636104,0.3237822349570201,0.3008595988538682
0.003,0.5401146131805158,0.5243553008595988,0.5300859598853869,0.4828080229226361,0.025787965616045846,0.2793696275071633,0.25787965616045844,0.2163323782234957,0.04727793696275072,0.28939828080229224,0.19484240687679083,0.37392550143266473,0.497134670487106,0.5286532951289399,0.4512893982808023,0.42406876790830944,0.4369627507163324,0.42263610315186245,0.34097421203438394
0.0035,0.5730659025787965,0.5744985673352435,0.5845272206303725,0.5472779369627507,0.025787965616045846,0.3123209169054441,0.28653295128939826,0.29083094555873923,0.0673352435530086,0.3209169054441261,0.20916905444126074,0.41117478510028654,0.5472779369627507,0.5830945558739254,0.505730659025788,0.4699140401146132,0.49140401146131807,0.47707736389684813,0.37965616045845274
0.004,0.5802292263610315,0.6217765042979942,0.6203438395415473,0.6002865329512894,0.02865329512893983,0.34097421203438394,0.30802292263610315,0.36962750716332377,0.07306590257879657,0.3510028653295129,0.22063037249283668,0.4269340974212034,0.5716332378223495,0.6060171919770774,0.5315186246418339,0.497134670487106,0.5186246418338109,0.504297994269341,0.3982808022922636
0.0045,0.6031518624641834,0.6561604584527221,0.6547277936962751,0.6318051575931232,0.03008595988538682,0.3538681948424069,0.32664756446991405,0.3853868194842407,0.13753581661891118,0.3968481375358166,0.2349570200573066,0.43982808022922637,0.5873925501432665,0.6246418338108882,0.5501432664756447,0.5171919770773639,0.5401146131805158,0.5243553008595988,0.42406876790830944
