Estimator,AOE1_MEAN,AOE1_STDEV,AOE2_MEAN,AOE2_STDEV
boeck2019/multi_task_hjdb,0.00281562210261397,0.002329587806647077,0.00281562210261397,0.002329587806647077
boeck2020/dar,0.006695259324097176,0.004529836189063782,0.006695259324097176,0.004529836189063782
schreiber2018/fcn,0.03694855151334356,0.180141264283285,0.0031527937100483284,0.0032206591004292798
schreiber2018/cnn,0.05785639768142284,0.22821272473650972,0.0027353209475499624,0.002930961670078919
boeck2015/tempodetector2016_default,0.08310959696416487,0.2682714744846508,0.008303197332101832,0.0067339087434594306
schreiber2018/ismir2018,0.08974901362263746,0.2779190246095135,0.005133220433788477,0.016822301074847605
boeck2019/multi_task,0.15931685958372144,0.3448671103262067,0.022101993506241407,0.06946077241876021
schreiber2017/mirex2017,0.2561809792170781,0.43176613167038774,0.006813989760503502,0.03980719296396642
davies2009/mirex_qm_tempotracker,0.3499083953842433,0.4006780714487509,0.10584020691020765,0.16645859613560085
schreiber2017/ismir2017,0.4049362039319454,0.48709300628739377,0.006813989820386144,0.03980719294637147
schreiber2014/default,0.5319005694559129,0.4977113310897662,0.006232236628327554,0.031248951108674792
percival2014/stem,0.715985427859632,0.45061222926317906,0.002335169196760783,0.0018154172187583122
