Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn
boeck2015/tempodetector2016_default,1.0,0.09948298821126264,8.858257014600342e-05,8.812080124646542e-17,5.841527172105e-19,4.868391492314664e-06,6.93893951751323e-101,2.315131172179713e-31
davies2009/mirex_qm_tempotracker,0.09948298821126264,1.0,0.00541457534447484,2.3158924936942265e-12,5.3826883584217846e-15,0.001290688987959948,1.664360316405324e-88,9.444822408755618e-23
percival2014/stem,8.858257014600342e-05,0.00541457534447484,1.0,1.3106317304734452e-07,1.269525421863428e-08,0.5452429793557227,4.036094600099646e-55,2.340764945761782e-12
schreiber2014/default,8.812080124646542e-17,2.3158924936942265e-12,1.3106317304734452e-07,1.0,0.6533794177676691,3.937335207069618e-05,6.643490112772382e-32,0.00415496418996027
schreiber2017/ismir2017,5.841527172105e-19,5.3826883584217846e-15,1.269525421863428e-08,0.6533794177676691,1.0,1.0543623060525512e-10,2.4848335737389156e-31,0.009373305343540028
schreiber2017/mirex2017,4.868391492314664e-06,0.001290688987959948,0.5452429793557227,3.937335207069618e-05,1.0543623060525512e-10,1.0,1.1763981047900726e-55,2.3598226936774566e-12
schreiber2018/cnn,6.93893951751323e-101,1.664360316405324e-88,4.036094600099646e-55,6.643490112772382e-32,2.4848335737389156e-31,1.1763981047900726e-55,1.0,1.2702666498041225e-25
schreiber2018/fcn,2.315131172179713e-31,9.444822408755618e-23,2.340764945761782e-12,0.00415496418996027,0.009373305343540028,2.3598226936774566e-12,1.2702666498041225e-25,1.0
