Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,0.029394568528615026,0.44581425262859997,0.0013884845721377531,0.0008787666971225874,6.115331114757815e-09,0.014008675021666507,0.024078516285870218,0.03728879453399665,0.06866042236525627,0.1897389596550061
boeck2019/multi_task,0.029394568528615026,1.0,0.01920573485599125,0.20682776655607313,0.24871825368989647,9.145164738295209e-05,0.7128163608718412,0.954377301736852,0.933789870155546,0.7285495365975636,0.4131788875322111
boeck2019/multi_task_hjdb,0.44581425262859997,0.01920573485599125,1.0,0.01054903285968458,0.008721348821606299,1.2365763441996134e-06,0.08053561637403096,0.16122660850929266,0.11012013449871239,0.24238119664306398,0.4421820904345477
davies2009/mirex_qm_tempotracker,0.0013884845721377531,0.20682776655607313,0.01054903285968458,1.0,0.8135133327408532,0.03191105042124098,0.2751060168966415,0.22103220699661194,0.281208811136768,0.15979633603724744,0.04325361396216504
percival2014/stem,0.0008787666971225874,0.24871825368989647,0.008721348821606299,0.8135133327408532,1.0,0.0004744201265254137,0.3540014249141882,0.2601229646705905,0.3547579102197388,0.1692787261881673,0.09163737921813005
schreiber2014/default,6.115331114757815e-09,9.145164738295209e-05,1.2365763441996134e-06,0.03191105042124098,0.0004744201265254137,1.0,0.00023821525242203855,4.282111318151176e-05,0.001094430178544965,0.00012780405865600716,4.782032271543396e-05
schreiber2017/ismir2017,0.014008675021666507,0.7128163608718412,0.08053561637403096,0.2751060168966415,0.3540014249141882,0.00023821525242203855,1.0,0.7402312838597208,0.8284116971992007,0.563567530382701,0.30122952210637177
schreiber2017/mirex2017,0.024078516285870218,0.954377301736852,0.16122660850929266,0.22103220699661194,0.2601229646705905,4.282111318151176e-05,0.7402312838597208,1.0,0.9819826309696684,0.7169488841408751,0.4714651196899111
schreiber2018/cnn,0.03728879453399665,0.933789870155546,0.11012013449871239,0.281208811136768,0.3547579102197388,0.001094430178544965,0.8284116971992007,0.9819826309696684,1.0,0.6468532494263071,0.26151042820881054
schreiber2018/fcn,0.06866042236525627,0.7285495365975636,0.24238119664306398,0.15979633603724744,0.1692787261881673,0.00012780405865600716,0.563567530382701,0.7169488841408751,0.6468532494263071,1.0,0.6504148630938437
schreiber2018/ismir2018,0.1897389596550061,0.4131788875322111,0.4421820904345477,0.04325361396216504,0.09163737921813005,4.782032271543396e-05,0.30122952210637177,0.4714651196899111,0.26151042820881054,0.6504148630938437,1.0
