Estimator,alonso2004/ismir2004_corr,alonso2004/ismir2004_spec,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,dixon2001/ismir2004_indu,dixon2001/ismir2004_trac,dixon2003/ismir2004_auco,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/ismir2004,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/ismir2004,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,tzanetakis2002/ismir2004_hist,tzanetakis2002/ismir2004_mmul,tzanetakis2002/ismir2004_msum,uhle2004/ismir2004,zplane/auftakt_v3
alonso2004/ismir2004_corr,1.0,0.00010141254411836367,1.2403591721858946e-35,2.4642329801971572e-12,0.13165914696794953,1.066717321945546e-05,1.1291428596646525e-08,6.21549297552095e-17,5.781520784456028e-30,1.324920780167065e-29,2.5996514818991415e-29,2.7528661762447913e-12,4.761034661468274e-24,0.01562200631989828,0.0016183493574309891,6.349331937045763e-30,6.377047890666216e-32,5.115990362357513e-44,1.8826140013929804e-37,4.207903887077815e-35,1.2421479875503899e-29,0.0003683642905186414,0.0006664515888367045,0.6557362600719696,2.418466962288406e-06,1.8439210207245196e-18
alonso2004/ismir2004_spec,0.00010141254411836367,1.0,5.135078939029508e-22,0.0009827528085042132,0.058244145897706004,0.32558813783878826,0.035247468486527905,1.6398105768842416e-05,1.3843989366126832e-17,3.948189934013383e-15,3.0865952788893988e-15,0.0020365534495095355,6.495250149384072e-13,0.3978976957250987,0.7233440023878142,8.243963396932331e-18,2.0748790981352953e-18,1.6427266300773496e-28,8.285375230628008e-22,5.614738384087434e-23,2.6174565019246702e-17,2.0062848270576017e-10,8.903804936475924e-11,0.00022609739509610652,0.4045842068476866,1.9643327472514598e-07
boeck2015/tempodetector2016_default,1.2403591721858946e-35,5.135078939029508e-22,1.0,1.081305910449859e-14,1.816372613404671e-27,1.622164197289504e-17,2.6268130090323974e-16,3.851216619428855e-11,0.03976818384704107,0.030022841577813056,0.018425898641466692,3.0850369234378564e-14,1.7644523900114256e-05,3.301149465294783e-23,2.557773356871938e-19,0.07015634333447295,0.10071750243989994,0.07723173169531997,0.7216608506090927,0.8783905858249268,0.02681880023336976,3.152977513207324e-41,3.257614134984316e-47,5.803468900483271e-36,5.12440944723212e-22,5.862474929065269e-09
davies2009/mirex_qm_tempotracker,2.4642329801971572e-12,0.0009827528085042132,1.081305910449859e-14,1.0,5.86322202278196e-08,0.004207592274969609,0.12170789490175478,0.5181002389525047,7.21876721811518e-10,5.050821490375748e-09,4.839588682340266e-09,0.7275616824720227,0.0002773216197431656,1.9058224146708023e-05,0.001590730568097643,2.0037258424122402e-08,1.291291967161118e-08,7.838722255255429e-16,7.455281080367947e-12,1.2193183113470366e-12,5.151991089414343e-09,1.883781093033947e-20,2.2179790754319577e-22,1.5417915964480732e-13,0.00848941418869716,0.09798796734913756
dixon2001/ismir2004_indu,0.13165914696794953,0.058244145897706004,1.816372613404671e-27,5.86322202278196e-08,1.0,0.0055778668614510085,9.969477795595578e-06,7.322106282133189e-10,3.614048597295394e-23,1.2696216638064124e-20,9.775267893045695e-21,4.919363821980045e-07,1.0255456029718097e-14,0.3402654439870091,0.09709491792232783,1.2057402674976196e-21,8.948473646562783e-21,9.417967358061538e-31,4.166021875647682e-27,7.808496648469164e-27,4.929733158604707e-21,1.7970972695022033e-07,3.033433760258495e-07,0.04434604532143588,0.00443143664961333,2.0524393947193375e-10
dixon2001/ismir2004_trac,1.066717321945546e-05,0.32558813783878826,1.622164197289504e-17,0.004207592274969609,0.0055778668614510085,1.0,0.08712434004802512,0.0006901766521401916,1.3483135749378811e-14,2.358602029311416e-13,5.097974104994387e-13,0.018540991450563458,2.933705028582745e-08,0.07598258316497675,0.1475131449518997,9.474059072443112e-13,3.0265781563283393e-13,3.402301937856294e-21,2.383833120475711e-17,5.175520634408982e-18,1.1079605464613548e-15,4.3468437280060907e-13,2.7312080291868787e-13,9.542519878136615e-06,0.8014868977526003,8.51177951286198e-05
dixon2003/ismir2004_auco,1.1291428596646525e-08,0.035247468486527905,2.6268130090323974e-16,0.12170789490175478,9.969477795595578e-06,0.08712434004802512,1.0,0.03676768232940803,4.2768398866298025e-12,2.2661890291576604e-10,1.5788136972449734e-10,0.2494874420227585,5.265610665646315e-06,0.006232976600002589,0.08898082169368617,9.630105320338166e-11,5.0283559086788216e-11,2.6100489349356595e-19,1.1433699458235272e-14,3.3232083018931417e-15,2.3761666464779622e-11,1.1201186321284653e-19,2.211405075902603e-17,2.0174131642220684e-09,0.26185308047265415,0.0020998728718582267
echonest/version_3_2_1,6.21549297552095e-17,1.6398105768842416e-05,3.851216619428855e-11,0.5181002389525047,7.322106282133189e-10,0.0006901766521401916,0.03676768232940803,1.0,3.934881061353464e-08,2.503029919219919e-07,2.4900060952911555e-07,0.2721766695869568,0.002235865828527268,1.5474225157722078e-06,4.008743767164077e-05,3.982413774945073e-08,4.0196795463072406e-08,3.7795820313723233e-17,1.3649779228565684e-11,1.4728617049790438e-11,1.0050424334112574e-07,4.77332082505039e-25,1.223402480309279e-26,1.2461202216165089e-15,0.0012832489787997846,0.26780606516267397
gkiokas2012/default,5.781520784456028e-30,1.3843989366126832e-17,0.03976818384704107,7.21876721811518e-10,3.614048597295394e-23,1.3483135749378811e-14,4.2768398866298025e-12,3.934881061353464e-08,1.0,0.5318191446327551,0.43839117544779327,2.4791241860059606e-10,0.010164971269569743,3.979107358434286e-21,9.825790947883557e-17,0.8844994050686321,0.8022627551551158,0.00020640779184496205,0.07067167399412896,0.04163988439985655,0.8485970856072547,1.7056792403382591e-37,3.1920704459490332e-43,5.595174753737855e-32,1.3495105905345227e-17,8.580774173305368e-06
klapuri2006/ismir2004,1.324920780167065e-29,3.948189934013383e-15,0.030022841577813056,5.050821490375748e-09,1.2696216638064124e-20,2.358602029311416e-13,2.2661890291576604e-10,2.503029919219919e-07,0.5318191446327551,1.0,0.8026713216134893,1.0614493806319046e-09,0.04522592667863002,2.641952026531324e-17,5.709659377902405e-16,0.46262690739688594,0.4034251531480294,4.6279146947585267e-05,0.023761666196137097,0.019630429218444788,0.6728814344241765,1.6219612263208875e-34,1.1618998617511098e-39,9.60761867150093e-28,6.809484552947255e-13,1.9690905625721563e-05
