τ,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
0.0,,,,,,,,,,,,,,,,,
0.005,,,,,,,,,,,,,,,,,
0.01,0.006091813936427149,0.00289989529447995,0.002775461963465143,0.02025665247568187,0.0016635074669736876,0.0023800160677441783,0.0035227669454444034,0.008551488763960276,0.0016969250413296558,0.06740720932248502,0.0008185952598558778,0.0009041740563018566,0.0009041740563018566,0.0023800160677441783,0.0027842931368709835,0.0023800160677441783,0.0010422246320140921
0.015,0.011329572904107403,0.007096574996752858,0.007045587275509573,0.02045307426567324,0.0020242653645822562,0.0029047573857437447,0.008214606586329803,0.013878048566069973,0.0019652397134846305,0.06310924422939074,0.01086776626421045,0.006017061813301353,0.0017488197460734632,0.0033845607797529918,0.00785727810725611,0.00328492022424069,0.0051178358851343775
0.02,0.010008268529820091,0.01301233971691604,0.012253791964999887,0.025088895582916257,0.007166905790377059,0.010895085310824186,0.010799252532989538,0.02177127163425678,0.002477422171411482,0.07406253765248345,0.012586256620802115,0.015142275864506151,0.00961641266455246,0.007871440149017764,0.0109910673187814,0.013230905662272422,0.010512548393309753
0.025,0.015173726130419443,0.014829985228793831,0.0165241206277458,0.029450876841409637,0.010161171999016939,0.012997314178413481,0.015400050644851457,0.025443292261086985,0.007960734419526895,0.07821057174074551,0.01777524249230033,0.019308732615444496,0.014464631758342238,0.010888600866284197,0.011454745449650592,0.01590995642148076,0.015731791147891586
0.03,0.014618656947536604,0.014280509570721588,0.015637243946319154,0.031396236375442525,0.012524107445806065,0.017444251233330196,0.02215975206862648,0.031241857733866483,0.008111124603218495,0.0785152223350913,0.01792265651540363,0.01913586437820829,0.014773340799297482,0.011721307272262305,0.012728358305893556,0.01639550364095127,0.018293851915138673
0.035,0.014302662280711935,0.014146516453646996,0.015470996378083645,0.031220260767632062,0.012928863757549282,0.019108660284936515,0.024601368033479697,0.03306205112864094,0.008518100359957897,0.07862781163799837,0.018778723013934916,0.019074484213093063,0.014930086813127796,0.013863199235874084,0.013275420192988694,0.016507174767510565,0.021166458181310573
0.04,0.014326839802582083,0.013929926827431103,0.014999458011054744,0.03305171127818849,0.014133097453599312,0.018928134178562865,0.02595177140141928,0.03718683150689275,0.009837205050846756,0.07992310228308434,0.022517874783526032,0.019287922775113375,0.015361651554093646,0.015940957914204437,0.013886974906833365,0.017120755321638596,0.02147744498766242
0.045,0.01425714757486216,0.013999619386093355,0.015021699126021772,0.035129160780227285,0.016006138875941867,0.019166724997722404,0.026747000104626405,0.039605847288419885,0.010297066892937775,0.08010418785135207,0.022416847279783648,0.02179441718033169,0.01788870235313929,0.015859341190632335,0.01381611202099619,0.017955249371607817,0.02366234981665749
0.05,0.014339801105369447,0.01399845393878618,0.015136851165574254,0.03577355126120103,0.01687947219175497,0.018920395695206597,0.029024399735716345,0.04146103947424457,0.011445798704258702,0.08076574121873537,0.02245122465892188,0.023868607245426672,0.020023290205891237,0.01787368201400765,0.01518367696159303,0.01918224634858498,0.025445510044165363
0.055,0.014455661244399764,0.014016339495934033,0.01530209574605955,0.03652525435236932,0.01701480999885343,0.018902088689806994,0.02893542305863761,0.04246796651067394,0.01287840212340656,0.08268372385849904,0.022753973502939576,0.023911790144369463,0.020105710962117405,0.02019508651396046,0.016195751020144183,0.0208037576777803,0.027545934366349865
0.06,0.014464390582561146,0.014032674729883819,0.015237848276298628,0.03697964200394797,0.017011518098045585,0.020362499073266333,0.02895432109624874,0.04412378344393727,0.015142587285256243,0.08442347206169745,0.0230495115129279,0.024182840034877886,0.020396081051520513,0.022293157377917597,0.016207333743060576,0.02217783018622349,0.0284994730891364
0.065,0.014464390582561146,0.014032674729883819,0.015237848276298628,0.03697964200394797,0.017011518098045585,0.020362499073266333,0.02895432109624874,0.04412378344393727,0.015142587285256243,0.08442347206169745,0.0230495115129279,0.024182840034877886,0.020396081051520513,0.022293157377917597,0.016207333743060576,0.02217783018622349,0.0284994730891364
0.07,0.014677531160170294,0.014109868281193321,0.015270060516451904,0.03729011058113054,0.01706169263515727,0.020646333090883522,0.030295902198825858,0.044252988293453865,0.0153284069181591,0.08491435960459956,0.027362318955762556,0.024738022590382075,0.02098932148625442,0.024058179556363753,0.018137834350835925,0.023214714650348967,0.02988123131323205
0.075,0.0153557173424526,0.014567436720763004,0.015643422596316802,0.03771731299540216,0.01824048268810326,0.021849568011471435,0.03186346375072924,0.04560757382283953,0.016156151920757228,0.086038716164063,0.02740693279229127,0.026870911998403142,0.023177884657191044,0.027937781561458264,0.0190853887849085,0.02423801280068402,0.03366692695044441
0.08,0.0153557173424526,0.014567436720763004,0.015643422596316802,0.03771731299540216,0.01824048268810326,0.021849568011471435,0.03186346375072924,0.04560757382283953,0.016156151920757228,0.086038716164063,0.02740693279229127,0.026870911998403142,0.023177884657191044,0.027937781561458264,0.0190853887849085,0.02423801280068402,0.03366692695044441
0.085,0.0153557173424526,0.014567436720763004,0.015643422596316802,0.03771731299540216,0.01824048268810326,0.021849568011471435,0.03186346375072924,0.04560757382283953,0.016156151920757228,0.086038716164063,0.02740693279229127,0.026870911998403142,0.023177884657191044,0.027937781561458264,0.0190853887849085,0.02423801280068402,0.03366692695044441
0.09,0.0153557173424526,0.014567436720763004,0.015643422596316802,0.03771731299540216,0.01824048268810326,0.021849568011471435,0.03186346375072924,0.04560757382283953,0.016156151920757228,0.086038716164063,0.02740693279229127,0.026870911998403142,0.023177884657191044,0.027937781561458264,0.0190853887849085,0.02423801280068402,0.03366692695044441
0.095,0.0153557173424526,0.014567436720763004,0.015643422596316802,0.03771731299540216,0.01824048268810326,0.021849568011471435,0.03186346375072924,0.04560757382283953,0.016156151920757228,0.086038716164063,0.02740693279229127,0.026870911998403142,0.023177884657191044,0.027937781561458264,0.0190853887849085,0.02423801280068402,0.03366692695044441
0.1,0.015407773907053442,0.01462040147493107,0.015846725980665326,0.03928976894118359,0.019511170489297867,0.0224848573436757,0.033590590964916504,0.045705784607062386,0.016736026500625,0.08742676179331987,0.027515661106872983,0.026904715381028472,0.023265732342370695,0.02857255638948038,0.020816559945598258,0.02475874768224699,0.035814754907401596
0.105,0.01590909573434546,0.015219855757310186,0.015988659976898096,0.039960295859779386,0.01945790872595693,0.022960573147653946,0.03347732976051495,0.04714835232401666,0.019027024659247896,0.08794617376322361,0.027735582012334826,0.027903750670430945,0.02428243286833375,0.0307877077622114,0.021054616644373154,0.026303000044467357,0.0368192369855899
0.11,0.01720839225967582,0.016246899034819063,0.016998262299827774,0.04163211716847162,0.02180003862340652,0.023675834746362444,0.034704821603936786,0.051585299500786996,0.022388731370197753,0.0888940048447885,0.030941181635944514,0.0295593000575756,0.03004772989714695,0.03550132004205785,0.02194847411966488,0.0298412674983345,0.040963785948823876
0.115,0.01720839225967582,0.016246899034819063,0.016998262299827774,0.04163211716847162,0.02180003862340652,0.023675834746362444,0.034704821603936786,0.051585299500786996,0.022388731370197753,0.0888940048447885,0.030941181635944514,0.0295593000575756,0.03004772989714695,0.03550132004205785,0.02194847411966488,0.0298412674983345,0.040963785948823876
0.12,0.01719263471146356,0.016202377497107907,0.017008781159345742,0.04214041082410802,0.022793045360873364,0.024578400071864275,0.03515967480756029,0.052727560734886936,0.02229942737229437,0.09029381542197536,0.030801905417282394,0.029466168266815383,0.02995227272646111,0.0366709262209221,0.022070759897113008,0.031714107283942326,0.04254930277218065
0.125,0.01719263471146356,0.016202377497107907,0.017008781159345742,0.04214041082410802,0.022793045360873364,0.024578400071864275,0.03515967480756029,0.052727560734886936,0.02229942737229437,0.09029381542197536,0.030801905417282394,0.029466168266815383,0.02995227272646111,0.0366709262209221,0.022070759897113008,0.031714107283942326,0.04254930277218065
0.13,0.01808210295299041,0.017174828522307773,0.018115496790705843,0.046210795316210786,0.026638375355054852,0.026487344336495786,0.037703388690406195,0.05566145361210644,0.02299764847208096,0.09109378131633794,0.0313473695281736,0.030871070010237704,0.030383979313072396,0.03693666879741893,0.02334579716410628,0.03319371013508851,0.044777299190230706
