Estimator,Accuracy1,Accuracy2
schreiber2018/fcn,0.9333333333333333,1.0
schreiber2018/ismir2018,0.9333333333333333,1.0
schreiber2018/cnn,0.9333333333333333,1.0
schreiber2017/mirex2017,0.9333333333333333,0.9333333333333333
percival2014/stem,0.8666666666666667,1.0
schreiber2017/ismir2017,0.8666666666666667,0.9333333333333333
boeck2015/tempodetector2016_default,0.8666666666666667,1.0
davies2009/mirex_qm_tempotracker,0.7333333333333333,1.0
schreiber2014/default,0.7333333333333333,0.9333333333333333
