Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
boeck2015/tempodetector2016_default,1.0,1.3797028111951472e-241,1.213409615772722e-21,7.743866806889173e-10,1.3782120829505072e-10,3.3486759396150844e-08
davies2009/mirex_qm_tempotracker,1.3797028111951472e-241,1.0,1.3218286551869335e-152,7.784844897954583e-162,1.4599020694265495e-161,6.409687229749526e-170
percival2014/stem,1.213409615772722e-21,1.3218286551869335e-152,1.0,0.0013985538754780888,0.0037215706146492243,0.00019604531779289494
schreiber2014/default,7.743866806889173e-10,7.784844897954583e-162,0.0013985538754780888,1.0,0.6987048548652655,0.4247128169941643
schreiber2017/ismir2017,1.3782120829505072e-10,1.4599020694265495e-161,0.0037215706146492243,0.6987048548652655,1.0,0.002118617364179647
schreiber2017/mirex2017,3.3486759396150844e-08,6.409687229749526e-170,0.00019604531779289494,0.4247128169941643,0.002118617364179647,1.0
