Estimator,Size,Min,Max,Avg,Stdev,Sweet Oct. Start,Sweet Oct. Coverage
boeck2015/tempodetector2016_default,1485,41.67,230.77,111.39218855218856,31.51372150109411,72.0,0.7353535353535353
davies2009/mirex_qm_tempotracker,1485,63.024,198.768,128.08716242424242,19.027378231954305,84.0,0.9575757575757575
percival2014/stem,1485,56.9473,160.247,114.19194094276094,23.91719187039024,72.0,0.8936026936026936
schreiber2014/default,1485,59.004707,174.98357,119.78432375151515,21.691110568504016,75.0,0.9265993265993266
schreiber2017/ismir2017,1485,63.499554,176.0087,115.23969635016834,27.534516917214425,80.0,0.898989898989899
schreiber2017/mirex2017,1485,48.181595,187.99496,125.24716312861953,20.207822136050023,76.0,0.9313131313131313
schreiber2018/cnn,1485,60.0,195.0,126.52188552188552,21.036397329745373,88.0,0.9218855218855219
schreiber2018/fcn,1485,52.0,237.0,127.74343434343434,21.338171263896168,90.0,0.9252525252525252
schreiber2018/ismir2018,1485,60.0,186.0,125.24848484848485,20.301887851399467,77.0,0.9346801346801347
