Tempo (BPM),boeck2015/tempodetector2016_default,boeck2015/tempodetector2016_default_lowerci,boeck2015/tempodetector2016_default_upperci,davies2009/mirex_qm_tempotracker,davies2009/mirex_qm_tempotracker_lowerci,davies2009/mirex_qm_tempotracker_upperci,percival2014/stem,percival2014/stem_lowerci,percival2014/stem_upperci,schreiber2017/ismir2017,schreiber2017/ismir2017_lowerci,schreiber2017/ismir2017_upperci,schreiber2017/mirex2017,schreiber2017/mirex2017_lowerci,schreiber2017/mirex2017_upperci,schreiber2018/cnn,schreiber2018/cnn_lowerci,schreiber2018/cnn_upperci,schreiber2018/fcn,schreiber2018/fcn_lowerci,schreiber2018/fcn_upperci,schreiber2018/ismir2018,schreiber2018/ismir2018_lowerci,schreiber2018/ismir2018_upperci
44.43589,0.991386217325443,0.876994981167858,1.105777453483028,0.9909555887369333,0.7546520934352992,1.2272590840385675,0.5359276060730999,0.3506050638848297,0.72125014826137,1.021633055500808,0.965883677881512,1.0773824331201038,1.0216355208497392,0.9710330435554194,1.0722379981440588,0.5101746601921855,0.3775419182114118,0.6428074021729592,0.5103366287331367,0.3711115558936111,0.6495617015726622,0.5104248999779195,0.3875316229209173,0.6333181770349218
45.61754939393939,0.49719049972407825,0.40280907723468773,0.5915719222134688,0.49835860177326946,0.30339034393348896,0.69332685961305,0.06865742366675998,-0.08424769160783568,0.22156253894135564,0.8189403839523592,0.7729429304817207,0.8649378374229978,0.8183311137160014,0.7765802423297907,0.8600819851022121,0.201511493363708,0.09207944876573836,0.3109435379616776,0.19756088513458847,0.08268966892811748,0.3124321013410595,0.18251750177960313,0.08112125244592053,0.28391375111328576
46.79920878787879,0.27873711258144207,0.17911748734760602,0.3783567378152781,0.2812792043780503,0.07549013841354701,0.4870682703425536,-0.1096459770501853,-0.2710373809750837,0.05174542687471306,0.7143533227540568,0.6658029941449397,0.762903651363174,0.7137390041002588,0.6696709444018798,0.7578070637986378,0.11570292329031451,0.00019736103151700435,0.231208485549112,0.11124776593903596,-0.009998843900203891,0.2324943757782758,0.09599097045906957,-0.01103280702079959,0.20301474793893873
47.98086818181818,0.26559182091107847,0.1711684224609716,0.3600152193611853,0.26865659171105427,0.07360162210410434,0.4637115613180042,-0.07426485586466691,-0.22723797540263144,0.07870826367329761,0.6845235524035176,0.6385056416516789,0.7305414631553563,0.6842975806285161,0.6425281406205262,0.726067020636506,0.19140406681527655,0.08192335252062298,0.3008847811099301,0.18905019924559285,0.07412789428106185,0.30397250421012384,0.18330481465243997,0.08186346952695267,0.2847461597779273
49.16252757575758,0.3873203897265268,0.30210332933546724,0.4725374501175864,0.3894299589320552,0.21339296601070035,0.56546695185341,0.0995185274363799,-0.03853962107183806,0.23757667594459786,0.7061027533983562,0.6645716165829201,0.7476338902137922,0.7064452319267761,0.668748337406056,0.7441421264474962,0.36727004078186476,0.26846376188444104,0.4660763196792885,0.36862111315337215,0.26490380194457275,0.47233842436217155,0.3769185429958335,0.2853677899451824,0.4684692960464846
50.34418696969697,0.573488584041326,0.4881567113091895,0.6588204567734625,0.5725385012008265,0.3962643348874221,0.7488126675142309,0.3364219130660193,0.1981777597934709,0.4746660663385677,0.7557426062361876,0.7141555148146728,0.7973296976577025,0.756620346621042,0.7188726633416932,0.7943680299003909,0.5819559620333474,0.4830165621371324,0.6808953619295625,0.5876134357614842,0.4837563869548911,0.6914704845680772,0.6092916641253666,0.517617565394439,0.7009657628562942
51.52584636363636,0.7537368138017226,0.6614567826262847,0.8460168449771606,0.7469978712427834,0.5563705588212291,0.9376251836643377,0.5612437232961924,0.4117430224987475,0.7107444240936374,0.810118581339576,0.7651452557813772,0.8550919068977749,0.8112854182494746,0.7704641251231255,0.8521067113758238,0.7741853435935395,0.6671897906474318,0.8811808965396473,0.7837490967078513,0.6714354746718495,0.8960627187438531,0.8129601609537721,0.7138214872318698,0.9120988346756744
52.70750575757576,0.8795239263211582,0.7870980615717253,0.971949791070591,0.8641719850436447,0.673243417172592,1.0551005529146975,0.7223654473854695,0.5726284850563115,0.8721024097146275,0.8528598560827939,0.8078154575013521,0.8979042546642357,0.8539487168963223,0.8130629123583938,0.8948345214342509,0.9026736487400245,0.7955090067321886,1.0098382907478605,0.9149189198629709,0.80242780442237,1.0274100353035718,0.9428131642096229,0.84351781794518,1.042108510474066
53.88916515151515,0.9543252285004723,0.8713425328853528,1.0373079241155918,0.9287043547932076,0.7572829969857712,1.100125712600644,0.8243920167304575,0.6899537098671248,0.9588303235937902,0.8841736610961168,0.843731457749863,0.9246158644423706,0.8849160653212811,0.8482075716312503,0.9216245590113119,0.9737983458219304,0.8775827367762594,1.0700139548676013,0.9870975791969199,0.8860997035771526,1.088095454816687,1.0070310458981047,0.9178807250718045,1.0961813667244047
55.07082454545455,0.989202164105128,0.9217947975530807,1.0566095306571752,0.9530088467596138,0.8137621976248491,1.0922554958943784,0.8801280504889573,0.7709229666796269,0.9893331342982876,0.9066849882712871,0.8738335316522198,0.9395364448903544,0.9069430595788354,0.8771245188409688,0.936761600316702,1.0008879816851373,0.9227314361680942,1.0790445272021805,1.013272349512797,0.9312311387228296,1.0953135603027646,1.0215662304327517,0.9491488630572321,1.0939835978082713
56.25248393939394,0.9952161769005861,0.9438867582187574,1.0465455955824148,0.9494993272110034,0.8434656706675266,1.0555329837544802,0.9023781678187671,0.8192205879316315,0.9855357477059027,0.9230188295000462,0.8980030744370439,0.9480345845630486,0.9227852957234691,0.9000790480193207,0.9454915434276175,0.9972711031755233,0.9377563905740137,1.056785815777033,1.0064305056137002,0.9439576948037591,1.0689033164236412,1.0023711422270964,0.9472267038668807,1.0575155805873122
