Estimator,OE1_MEAN,OE1_STDEV,OE2_MEAN,OE2_STDEV
boeck2019/multi_task_hjdb,0.0025335607947559458,0.010594678134122442,0.0025335607947559458,0.010594678134122442
boeck2020/dar,-0.004101447579969712,0.010651884483847485,-0.004101447579969712,0.010651884483847485
schreiber2018/fcn,-0.03116264233727606,0.17930321191153956,0.002879910854213314,0.011273320859794423
schreiber2018/cnn,-0.052460150949565666,0.22860855019864576,0.002858997986604541,0.011127432206252322
boeck2015/tempodetector2016_default,-0.07480815765137043,0.2705455954755033,2.1470011272773774e-05,0.007686873543330573
schreiber2018/ismir2018,-0.08086208785396493,0.2804548737597788,0.004244295124758457,0.020458862074750395
boeck2019/multi_task,-0.14131253816312705,0.35019903235891614,0.0033683129007027472,0.07404579033967001
davies2009/mirex_qm_tempotracker,-0.32279243396757296,0.41972998615470813,0.10273948092604403,0.16935534262101132
schreiber2017/mirex2017,-0.25291988409396404,0.43273507276784284,0.0023992648422061454,0.04137507195798439
percival2014/stem,-0.7131397906382899,0.4506790428843969,0.0017538263829868404,0.010522269354428888
schreiber2017/ismir2017,-0.40185605407759245,0.4876732406483385,0.0023992650713436947,0.04137507219512236
schreiber2014/default,-0.5290091016307017,0.49681707421341625,0.002905791986319608,0.03324939560138172
