T (BPM),alonso2004/ismir2004_corr,alonso2004/ismir2004_spec,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,dixon2001/ismir2004_indu,dixon2001/ismir2004_trac,dixon2003/ismir2004_auco,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/ismir2004,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/ismir2004,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default,tzanetakis2002/ismir2004_hist,tzanetakis2002/ismir2004_mmul,tzanetakis2002/ismir2004_msum,uhle2004/ismir2004,zplane/auftakt_v3
14.0,2.6398009133621616,1.6320719308726033,1.6009729724725104,2.6418978139986535,2.7823356260239027,2.77492224327329,2.6761103887793514,2.434642730655467,1.6057210608879537,2.626185163447669,2.6023663084173183,2.6463630453852995,1.6072495076975246,1.611919558611033,2.6149146487492447,1.612719472791382,1.612719472791382,1.612719472791382,1.6261851634476692,1.6261851634476692,1.6261851634476692,1.6261851634476692,3.4306343543298623,2.714842783268066,2.6463630453852995,1.6261851634476692,2.6210962867748697
15.0,2.6398009133621616,1.6320719308726033,1.6009729724725104,2.6418978139986535,2.7823356260239027,2.77492224327329,2.6761103887793514,2.434642730655467,1.6057210608879537,2.626185163447669,2.6023663084173183,2.6463630453852995,1.6072495076975246,1.611919558611033,2.6149146487492447,1.612719472791382,1.612719472791382,1.612719472791382,1.6261851634476692,1.6261851634476692,1.6261851634476692,1.6261851634476692,3.4306343543298623,2.714842783268066,2.6463630453852995,1.6261851634476692,2.6210962867748697
16.0,2.6398009133621616,1.6320719308726033,1.6009729724725104,2.6418978139986535,2.7823356260239027,2.77492224327329,2.6761103887793514,2.434642730655467,1.6057210608879537,2.626185163447669,2.6023663084173183,2.6463630453852995,1.6072495076975246,1.611919558611033,2.6149146487492447,1.612719472791382,1.612719472791382,1.612719472791382,1.6261851634476692,1.6261851634476692,1.6261851634476692,1.6261851634476692,3.4306343543298623,2.714842783268066,2.6463630453852995,1.6261851634476692,2.6210962867748697
17.0,2.6398009133621616,1.6320719308726033,1.6009729724725104,2.6418978139986535,2.7823356260239027,2.77492224327329,2.6761103887793514,2.434642730655467,1.6057210608879537,2.626185163447669,2.6023663084173183,2.6463630453852995,1.6072495076975246,1.611919558611033,2.6149146487492447,1.612719472791382,1.612719472791382,1.612719472791382,1.6261851634476692,1.6261851634476692,1.6261851634476692,1.6261851634476692,3.4306343543298623,2.714842783268066,2.6463630453852995,1.6261851634476692,2.6210962867748697
18.0,2.6398009133621616,1.6320719308726033,1.6009729724725104,2.6418978139986535,2.7823356260239027,2.77492224327329,2.6761103887793514,2.434642730655467,1.6057210608879537,2.626185163447669,2.6023663084173183,2.6463630453852995,1.6072495076975246,1.611919558611033,2.6149146487492447,1.612719472791382,1.612719472791382,1.612719472791382,1.6261851634476692,1.6261851634476692,1.6261851634476692,1.6261851634476692,3.4306343543298623,2.714842783268066,2.6463630453852995,1.6261851634476692,2.6210962867748697
19.0,2.6398009133621616,1.6320719308726033,1.6009729724725104,2.6418978139986535,2.7823356260239027,2.77492224327329,2.6761103887793514,2.434642730655467,1.6057210608879537,2.626185163447669,2.6023663084173183,2.6463630453852995,1.6072495076975246,1.611919558611033,2.6149146487492447,1.612719472791382,1.612719472791382,1.612719472791382,1.6261851634476692,1.6261851634476692,1.6261851634476692,1.6261851634476692,3.4306343543298623,2.714842783268066,2.6463630453852995,1.6261851634476692,2.6210962867748697
20.0,2.6398009133621616,1.6320719308726033,1.6009729724725104,2.6418978139986535,2.7823356260239027,2.77492224327329,2.6761103887793514,2.434642730655467,1.6057210608879537,2.626185163447669,2.6023663084173183,2.6463630453852995,1.6072495076975246,1.611919558611033,2.6149146487492447,1.612719472791382,1.612719472791382,1.612719472791382,1.6261851634476692,1.6261851634476692,1.6261851634476692,1.6261851634476692,3.4306343543298623,2.714842783268066,2.6463630453852995,1.6261851634476692,2.6210962867748697
21.0,2.6398009133621616,1.6320719308726033,1.6009729724725104,2.6418978139986535,2.7823356260239027,2.77492224327329,2.6761103887793514,2.434642730655467,1.6057210608879537,2.626185163447669,2.6023663084173183,2.6463630453852995,1.6072495076975246,1.611919558611033,2.6149146487492447,1.612719472791382,1.612719472791382,1.612719472791382,1.6261851634476692,1.6261851634476692,1.6261851634476692,1.6261851634476692,3.4306343543298623,2.714842783268066,2.6463630453852995,1.6261851634476692,2.6210962867748697
22.0,2.6398009133621616,1.6320719308726033,1.6009729724725104,2.6418978139986535,2.7823356260239027,2.77492224327329,2.6761103887793514,2.434642730655467,1.6057210608879537,2.626185163447669,2.6023663084173183,2.6463630453852995,1.6072495076975246,1.611919558611033,2.6149146487492447,1.612719472791382,1.612719472791382,1.612719472791382,1.6261851634476692,1.6261851634476692,1.6261851634476692,1.6261851634476692,3.4306343543298623,2.714842783268066,2.6463630453852995,1.6261851634476692,2.6210962867748697
23.0,2.6398009133621616,1.6320719308726033,1.6009729724725104,2.6418978139986535,2.7823356260239027,2.77492224327329,2.6761103887793514,2.434642730655467,1.6057210608879537,2.626185163447669,2.6023663084173183,2.6463630453852995,1.6072495076975246,1.611919558611033,2.6149146487492447,1.612719472791382,1.612719472791382,1.612719472791382,1.6261851634476692,1.6261851634476692,1.6261851634476692,1.6261851634476692,3.4306343543298623,2.714842783268066,2.6463630453852995,1.6261851634476692,2.6210962867748697
24.0,2.6398009133621616,1.6320719308726033,1.6009729724725104,2.6418978139986535,2.7823356260239027,2.77492224327329,2.6761103887793514,2.434642730655467,1.6057210608879537,2.626185163447669,2.6023663084173183,2.6463630453852995,1.6072495076975246,1.611919558611033,2.6149146487492447,1.612719472791382,1.612719472791382,1.612719472791382,1.6261851634476692,1.6261851634476692,1.6261851634476692,1.6261851634476692,3.4306343543298623,2.714842783268066,2.6463630453852995,1.6261851634476692,2.6210962867748697
25.0,2.6398009133621616,1.6320719308726033,1.6009729724725104,2.6418978139986535,2.7823356260239027,2.77492224327329,2.6761103887793514,2.434642730655467,1.6057210608879537,2.626185163447669,2.6023663084173183,2.6463630453852995,1.6072495076975246,1.611919558611033,2.6149146487492447,1.612719472791382,1.612719472791382,1.612719472791382,1.6261851634476692,1.6261851634476692,1.6261851634476692,1.6261851634476692,3.4306343543298623,2.714842783268066,2.6463630453852995,1.6261851634476692,2.6210962867748697
26.0,1.7821964034751443,1.5768363597737345,2.08723434398406,2.6418953015512407,2.7435392546146335,2.77492224327329,2.6437725504308496,1.9999303850806425,1.8028605304439769,2.1055738320844126,2.0914302211097553,2.115662773053228,1.293915690262779,1.1711759023107784,1.9638431487405195,1.3108523358393394,1.313399488371966,1.313399488371966,1.505424506841497,1.3230423604426869,1.823042360442687,1.3230423604426869,3.110355642477815,2.362413435920344,2.563744867560958,2.092090308284278,1.8085416121341231
27.0,1.7821964034751443,1.5768363597737345,2.08723434398406,2.6418953015512407,2.7435392546146335,2.77492224327329,2.6437725504308496,1.9999303850806425,1.8028605304439769,2.1055738320844126,2.0914302211097553,2.115662773053228,1.293915690262779,1.1711759023107784,1.9638431487405195,1.3108523358393394,1.313399488371966,1.313399488371966,1.505424506841497,1.3230423604426869,1.823042360442687,1.3230423604426869,3.110355642477815,2.362413435920344,2.563744867560958,2.092090308284278,1.8085416121341231
28.0,1.2663395997309108,1.2199044388450389,1.6652227312741972,2.111061625213715,2.5383060512060993,2.0486713264795946,2.110083700196458,1.3257443009505137,1.5296389018895353,1.8320214505478276,1.8558912702729096,1.8255620213113204,1.2795100393756842,1.2540425591684352,1.939432484022515,1.0246150873461528,1.2914540984939684,0.8952134548586441,1.2771615152685847,1.294774287373298,1.4019505631245566,1.030593856331996,2.8846742354790527,2.438228303267314,2.5676731592009046,1.5549233464263894,1.679548833983365
29.0,1.2178719544068177,1.2045412724958857,1.6507692433142949,2.013591463952635,2.516824033122824,1.908309112932069,2.0075151262570854,1.2213129155015314,1.5332086805721268,1.7899148357875163,1.8061201987105506,1.7774421171932875,1.2324789635991347,1.3271491549910626,1.8741773565882354,1.1308502678956225,1.3572251695531101,0.7232401569070768,1.146026887564122,1.1601171052478922,1.4458581258488994,1.1389908403186617,2.406930887315724,2.43359014246962,2.2789362708158145,1.5609311772853427,1.666973339276391
30.0,1.2178719544068177,1.2045412724958857,1.6507692433142949,2.013591463952635,2.516824033122824,1.908309112932069,2.0075151262570854,1.2213129155015314,1.5332086805721268,1.7899148357875163,1.8061201987105506,1.7774421171932875,1.2324789635991347,1.3271491549910626,1.8741773565882354,1.1308502678956225,1.3572251695531101,0.7232401569070768,1.146026887564122,1.1601171052478922,1.4458581258488994,1.1389908403186617,2.406930887315724,2.43359014246962,2.2789362708158145,1.5609311772853427,1.666973339276391
31.0,1.2178719544068177,1.2045412724958857,1.6507692433142949,2.013591463952635,2.516824033122824,1.908309112932069,2.0075151262570854,1.2213129155015314,1.5332086805721268,1.7899148357875163,1.8061201987105506,1.7774421171932875,1.2324789635991347,1.3271491549910626,1.8741773565882354,1.1308502678956225,1.3572251695531101,0.7232401569070768,1.146026887564122,1.1601171052478922,1.4458581258488994,1.1389908403186617,2.406930887315724,2.43359014246962,2.2789362708158145,1.5609311772853427,1.666973339276391
32.0,1.395625205686294,1.1108741403350666,1.5405383787306255,1.8508446877586442,2.259441184125019,1.867663719831555,2.023008118073712,1.1853210541378345,1.4416171358391214,1.655538931851946,1.6700677167528386,1.745518415048921,1.1920332531967626,1.269162160367869,1.725040207106126,1.106652016945035,1.2952977683262745,0.6050900037238812,1.1218453069044234,1.133587154974232,1.371704672141738,1.1159819341998731,2.3545150324450077,2.417415191289745,2.2478528520284162,1.7170031860253572,1.550173113637868
33.0,1.4163478339654003,1.1824223363113844,1.5447326086232454,1.8131792093204044,2.1872200227352225,1.817874061217572,1.9620216809669468,1.1094863566592739,1.4588746781578281,1.6438526909156541,1.671529212322831,1.7288754530132309,1.24720034978451,1.1250450260065386,1.7049284284655017,1.0304966253536605,1.335050123316897,0.5202768956862587,0.9615816916323628,1.1915774942579116,1.2671503526580146,1.0945634676108429,2.37253086222521,2.330947304623064,2.1625239935027474,1.7278461259874582,1.5888217123914044
34.0,1.2124389873992734,1.1074807372178481,1.5353592146483674,1.6750594418740297,2.088034088853776,1.626464424806428,1.843006896331546,0.8886269609932418,1.4344002810361405,1.480130612160318,1.516389696307083,1.5759608542845527,1.1871921567990078,1.0438992705724564,1.5532640584182111,0.9334594841140401,1.2887718984044827,0.3382031328354049,0.8508144463298115,1.1191428827262853,1.2073112175264054,1.0059598516380386,2.1961802802077677,2.266964724848897,2.081884151522322,1.7447896197440897,1.4167759499941601
35.0,1.1983707287118244,0.9880016697994939,1.4026549956349976,1.6077413121022095,2.075057196474508,1.6658348906694165,1.763436753929137,0.8433566939596784,1.4490105338376285,1.3603009751643893,1.3870408091379316,1.4908593171702176,1.14092154061572,1.0429164398944237,1.4228808824748138,0.9511428517521874,1.2170739500093755,0.383377379762407,0.8883361159782913,1.0895824432756467,1.1557086943757366,0.9985814698993433,2.2622117719802546,2.276892735966316,2.1516833380132203,1.6744384815166913,1.3167708511924703
36.0,1.1724551909677392,0.9876523113325142,1.3570648211781933,1.5417704691406315,2.008986428941957,1.689599712257743,1.7942288017479366,0.7958493942310935,1.3966570777390441,1.3195754193482783,1.34416727412568,1.4356272789090145,1.1246868163955217,1.0388377698465427,1.3759676717769997,0.9560197655362442,1.1924029639870781,0.34133154784563835,0.9000511000717469,1.0789367243360628,1.1377156142028093,0.9962756875716795,2.269906728823012,2.2531718942652192,2.0474848323655177,1.6852096004018304,1.2807057257185779
37.0,1.1724551909677392,0.9876523113325142,1.3570648211781933,1.5417704691406315,2.008986428941957,1.689599712257743,1.7942288017479366,0.7958493942310935,1.3966570777390441,1.3195754193482783,1.34416727412568,1.4356272789090145,1.1246868163955217,1.0388377698465427,1.3759676717769997,0.9560197655362442,1.1924029639870781,0.34133154784563835,0.9000511000717469,1.0789367243360628,1.1377156142028093,0.9962756875716795,2.269906728823012,2.2531718942652192,2.0474848323655177,1.6852096004018304,1.2807057257185779
38.0,1.1681379735654618,0.90756037610325,1.2247645226677375,1.5102789512090666,1.9939314807842095,1.758564627164616,1.7192453335089883,0.7864969634955653,1.3342503203548326,1.299165599155444,1.343012141857257,1.4117042722984636,1.111104929418799,1.0242060483625648,1.316948102414025,0.9546889901844466,1.171326701823752,0.30903436186980116,0.8958440895773293,0.9825907736444501,1.080422514660881,0.977383611020272,2.2726841108047795,2.255156554279339,2.072504403993034,1.748881449850384,1.2326820067939566
39.0,1.3519389577181824,0.8558280980032539,1.234238354668615,1.5578161189020774,1.9505126724023134,1.8386447077843087,1.7425593429066726,0.7046624023666466,1.3242364151580166,1.2949991474918594,1.3437309538701776,1.3613003572999798,1.1364371022790625,1.138266890138068,1.3677404303094265,0.929922809504684,1.1045315807572225,0.261182857243418,0.8941266635038633,1.0389266086309954,1.0090961104893186,0.8626597693287205,2.09600935499188,2.0909700975115793,1.9260700405305367,1.6488881712427634,1.1535305566402683
40.0,1.356954032211662,0.8432698970659783,1.1293471611445272,1.4851029765395223,1.898940340759236,1.8261233872548155,1.710914005253666,0.744535064259901,1.2054526723000774,1.2507850450365774,1.292861178405699,1.2894491399626316,1.116169198927938,1.117648420529565,1.334355210920865,0.868833443138368,1.0569827065123951,0.22684127611109367,1.0217737351952711,0.9640189749451044,1.0057252990343994,0.8108512308531889,1.9620184287282798,2.0192496568142073,1.8894106970839544,1.6402129162538301,1.1301431631099128
41.0,1.2825269435528512,0.8225225009752971,1.1141504906291222,1.4396593826599933,1.889777788298755,1.7821205711276322,1.692963134182112,0.7332830025214921,1.1803497311533895,1.2191358582220944,1.2574602884530317,1.2529404172521796,1.0817423170142941,1.1655595398440828,1.2255411064366304,0.88569088468553,1.0502166879257135,0.26134293632457484,1.0205278669977509,0.969992451778855,1.0056057862812553,0.8350734698873621,2.0012757133995778,1.9672115606328822,1.8371612927305958,1.6228349643749533,1.1129158829123047
42.0,1.176874934782858,0.7867735743211884,1.0915105225695076,1.396450211038345,1.7909359389774877,1.6831114736190784,1.6680507127247046,0.7423352820758844,1.1417219166948758,1.175560262487929,1.2066242831746021,1.1906501599999046,1.0732347388778887,1.0478816781160785,1.138223536460291,0.9058735692009391,1.0407044241048977,0.22570183245271863,0.9652397843308869,0.8776406285740885,0.9801088616102701,0.866936314999038,2.042972456285984,1.930717634288466,1.7870600549657731,1.5662399558248312,1.0787839583507293
43.0,1.1985170975410575,0.7765252808176492,1.116416932037459,1.332083127020942,1.5885200749938475,1.6006516572164968,1.5942391586727345,0.7609911918898333,1.1556996360828822,1.1436061439004823,1.167332957418127,1.166578310009195,1.060302167900957,1.089318821854784,1.1187630776796087,0.9269758340392487,1.0347748366444065,0.22452087815514996,0.9748033139528354,0.8267997758904749,0.9461324154576061,0.8511536782665284,2.0287410717901952,1.8553997676179734,1.8074653584383586,1.4667787317952459,1.0785707496150776
44.0,1.2793782344914038,0.7364735319521423,1.0910472372093192,1.3469169917226296,1.6065073901145632,1.5977888418976622,1.5170513289347447,0.7038556973199978,1.0568313879009268,1.1496661507939614,1.1704172638576655,1.1602052079147303,1.0459522792117828,1.0399500248946354,1.058384636427041,0.9224361864712883,1.0187433575003826,0.22473160958806654,0.9649695658811828,0.7993966422123713,0.9610584482186543,0.8573347877539306,1.9687349819726196,1.7801770019440037,1.7612413291049216,1.473706245023933,1.0569624647993388
45.0,1.2442982416190276,0.7242045703114461,1.0931215773268852,1.3282549967540316,1.6146362151750862,1.5639870341749829,1.5159909398122668,0.6617992876708159,1.0620833342087597,1.1475262724687385,1.1657763947089579,1.1603230028629292,1.0547089630149395,0.9887743940464223,1.0475062141967704,0.941621506676122,1.0285816063977617,0.2470559348554998,0.9791601357038499,0.7979607358436873,0.9769026218211346,0.8531724198899322,1.9230911967679862,1.782234839257991,1.7528427255447077,1.4699879402314489,1.0622020243540733
46.0,1.2186406945094952,0.6871536430222756,1.0483994069049003,1.290663795190856,1.5312159241771994,1.5498441601824027,1.4810120492471195,0.6319384090872122,1.0027814634768897,1.11389397854759,1.1316544853394852,1.148276435638432,0.9724989756347296,0.9239914902235412,0.9947437098836334,0.9035304617284879,1.0116176858706964,0.25087563188231815,0.9465124663878243,0.7392088059466035,0.9440716712994921,0.8330907610437683,1.8834742041226098,1.702033238197132,1.6116174622906103,1.3972940766592017,1.0635950940391532
47.0,1.1735690152128626,0.6857355026672386,1.0208621384702672,1.2366651265997346,1.4161381089532792,1.5612185949622512,1.4733143482408055,0.6100054752391825,0.9918698580934673,1.0788887746662634,1.0936753272144772,1.1102868140432949,0.9449217237411314,0.9032997577865438,0.9641723861938339,0.9045158385149003,1.0002352073680916,0.22281936118278037,0.9572271492153409,0.7593324352912405,0.940626542041538,0.8432984511402437,1.7953035081585922,1.6166514943035204,1.4949505792430282,1.3464986768932496,1.046540444424105
48.0,1.1335663693952416,0.6422025925942579,1.0077791779244913,1.2011546079600965,1.3328300663055765,1.5210005985071526,1.4420018790595077,0.6299831116887803,0.9398372016488105,1.0587102787286937,1.0715987798121174,1.0912596035136182,0.9172089581738192,0.9161246564924544,0.9434639651416006,0.9150948188348669,0.9795075643669808,0.22045980640375057,0.9586936705161035,0.7640607422612146,0.9473820427509301,0.8698856059606483,1.8022871703358696,1.5436193817734485,1.389581015936618,1.3189675913063854,1.0373132895370112
49.0,1.1183958340132185,0.6448366911742269,1.0209145538339028,1.1920663415398753,1.3357187876300611,1.5386301446619064,1.4625618014499602,0.6492228332404797,0.917669627332667,1.0384746923641006,1.0475354770086713,1.063880717852723,0.9159861993382086,0.8592009896258778,0.8848815862062108,0.8956613285632573,0.9757630438724555,0.2412757334840271,0.9553733721820515,0.7915184398764297,0.9622008092409207,0.868761881834412,1.7636458052706148,1.5010553511514142,1.3301369916084804,1.2854975639711683,1.0273524147282094
50.0,1.1220015999428719,0.6372234706162473,1.0095259241847303,1.1894976451776667,1.3094530529387327,1.53249854900639,1.4332162873768668,0.6305180109693035,0.9020521604058632,1.022178006903409,1.0294575332748603,1.0390183821856227,0.9047093049169764,0.8138463441931091,0.8538434626236218,0.8567924657787496,0.9100023631550238,0.230419927226522,0.926582534325112,0.7546920431744043,0.932391887248512,0.8326856276241712,1.7504484606054749,1.4809855364926683,1.3303530713375067,1.242191623447064,1.0048446910333897
51.0,1.118636495477728,0.6769674165529385,1.0180579414920439,1.1790103599196475,1.2980925432650414,1.5430837533892876,1.4536283122501517,0.6400080966724978,0.8924193315102229,1.020596472705262,1.0270958222356454,1.0369330766954419,0.8910283777497425,0.7977759104081407,0.8466133832738725,0.8589335820955352,0.9087550519751857,0.23161198389782794,0.9399201865705662,0.764321810543895,0.9297377872240501,0.8366707406146332,1.7102500469646005,1.436207528283859,1.2938832786606758,1.2109201106515,0.9977623313801254
52.0,1.048621479141013,0.6093678282175488,1.0172336974145604,1.165078602266255,1.254260876759475,1.4818010960942511,1.4393701713002878,0.6285746586882789,0.8871099278594381,1.0194805363295574,1.0247877452425296,1.0165722380474393,0.900994354939222,0.7805887498227317,0.8232015223744343,0.8430442027318766,0.9030530000179288,0.21252029125184382,0.916244996304793,0.7559133023456418,0.9366095303161203,0.8379948165937692,1.6725418346651086,1.3789223438566085,1.2152310269556594,1.1741006754203,0.9991050014267234
53.0,1.0461898121173538,0.5696169145870215,1.0040078893394808,1.1515939194544067,1.2226941168145724,1.4423723521557958,1.395932987414533,0.61013203931433,0.8811415630563199,1.0106472129393431,1.0135753004674928,0.9978493321357785,0.8864555657097065,0.7619058004550465,0.7585717804111034,0.8122455108887535,0.8659359893713795,0.2145056460725371,0.8895611743930356,0.7104407171309092,0.9361833398259116,0.8337605742976015,1.6273342991084672,1.3504938065607646,1.2116020629784736,1.176368122230216,0.9799452203699667
54.0,1.0136563804528531,0.5532949015620291,0.9842889713093355,1.13933010936709,1.1743838563528959,1.4105060426429894,1.3745492889173014,0.6183652841136716,0.8781309191741291,1.0031228201417695,1.0043941867061315,0.9902449787685309,0.8833532480583925,0.7560015207865453,0.7299124562918031,0.7995399986766323,0.8393325224522182,0.206713269539234,0.8686259616153875,0.6777009574106602,0.9429466313355297,0.8289880087008088,1.6181087761814248,1.3446483547269958,1.1972650086006529,1.1598503735062358,0.9710137470792497
55.0,0.993777011956936,0.5743958744341281,0.9646543081281592,1.1033514755142564,1.132696800397889,1.365120176776212,1.3469802934533597,0.5927457562825768,0.8528544345549885,1.0027660963110103,1.0024202744659128,0.9687538907839384,0.8827207617397803,0.7532959204419837,0.7331090901544035,0.772618269063964,0.8172869413133556,0.1940876672031538,0.8540524916666679,0.6685134336273489,0.94666206005057,0.832096814130906,1.5843525084799848,1.3098124794144073,1.1346594581539666,1.1183957028317097,0.9700312376464101
56.0,0.9983776727568526,0.542546371960421,0.9375002887599769,1.1019730372413292,1.100517511445988,1.3140575216824568,1.294256391074734,0.5620840528697314,0.8239701281153603,0.988935672785678,0.9861183726896938,0.9617678886043105,0.8427125060751128,0.7359603442773217,0.7273920770897857,0.7041609249590044,0.7779042165632872,0.18385373758264345,0.8254130284995586,0.6299287106914027,0.9133997881535926,0.7940321671466323,1.5934109955523887,1.2893983902801534,1.0972879170142167,1.0783569442545173,0.9543884332939164
57.0,0.9729338401683904,0.5424585970742503,0.9314959127447953,1.0963708026113164,1.0929335612133115,1.2905439048307548,1.2781226217550608,0.5387846844766637,0.8048817328698985,0.98991342207285,0.9871567059392133,0.9657085583048104,0.8226295668822642,0.7322724464107033,0.7169638162473484,0.6721715562659533,0.7509851893120979,0.1731464331351087,0.7857109215400481,0.6125010024691814,0.8987765281503332,0.7767655978578705,1.5790533211905173,1.2740586858644456,1.0766531890201763,1.062409062864334,0.9277536158917324
58.0,0.9730134107084154,0.5429602941571879,0.9279866652456028,1.0957917662733665,1.0922379273054967,1.29395047235798,1.2754470879546123,0.5334303980799546,0.8069386079583013,0.9900142878521214,0.9870964614186296,0.9617589591367769,0.8204438448698262,0.7307737234475553,0.7154888557207166,0.6712661724966061,0.7492916692122894,0.17144826258472676,0.7937739849071987,0.6222961650270407,0.9057089354513808,0.7745618753645356,1.5816955329417375,1.2716328813205329,1.0759923495470765,1.0517849722356905,0.924452443040378
59.0,0.9288152805695986,0.5332410142101784,0.9063901977318641,1.0667334576749512,1.0359445125346232,1.236167114379044,1.2483789597160901,0.5114159298446866,0.7866764785718564,0.9749044224748616,0.9616936176187996,0.9506583502318027,0.7939638086149234,0.6766038782322721,0.6918556584392277,0.6311166448660437,0.7163363012308583,0.1651459288667857,0.7581028332571614,0.5819794490873902,0.9011693363456197,0.7664612031818275,1.5426422634031813,1.2408078775728588,1.0364160860914764,1.023933354587398,0.9163732458589912
60.0,0.9162272236642796,0.5304199944391437,0.885564567585908,1.0675334268461487,1.0206656727230643,1.2376187957192915,1.2358986760243924,0.4931063514734064,0.7838783649292116,0.9684806557660461,0.9536180882411387,0.9466864200319717,0.7835114742251278,0.6705955610085436,0.6840625499453798,0.6135375236511632,0.6940508660908614,0.16739540304459966,0.7556065274881044,0.5764527783118129,0.8959316288228105,0.7480227186879465,1.4735807850427356,1.2060543472111058,1.0073044479407547,1.0169177121434354,0.9011190494332183
61.0,0.894748736535654,0.5408322770970592,0.8840166352263487,1.0713276971261574,0.9838311676592587,1.2127085626632002,1.2198248920047752,0.47164685174147475,0.7839208705943997,0.963035316405575,0.9506727775661492,0.9455839611708299,0.7783825161438486,0.6520171692380917,0.6735142384503979,0.5907305710955971,0.6648914267797859,0.16104941256874833,0.7245981155491756,0.5485216391406497,0.8858497133081112,0.7305359579768373,1.4545112303790637,1.1782768453565882,0.9774034187282395,0.9924900745874912,0.8872023081751468
