Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,0.0018415547884925447,1.52587890625e-05,0.00014495849609375,5.074903168776759e-20,1.4237142509591417e-37,2.251952448603378e-25,1.4235911765180518e-16,1.646430011596858e-07,0.571588188409805,0.09313964843749999,0.5113757815852297
boeck2019/multi_task,0.0018415547884925447,1.0,9.094947017729282e-13,1.955413608811796e-11,1.6415483272931803e-10,2.6968250303295987e-32,4.3008266075825026e-18,1.9569930350880077e-09,0.020526933713707077,6.169640777642373e-05,2.499509719200433e-07,0.010973562899720518
boeck2019/multi_task_hjdb,1.52587890625e-05,9.094947017729282e-13,1.0,1.0,3.944304526105059e-31,5.345529420184391e-51,2.350988701644575e-38,2.524354896707238e-29,8.673617379884035e-19,0.000244140625,0.0078125,4.76837158203125e-07
boeck2020/dar,0.00014495849609375,1.955413608811796e-11,1.0,1.0,2.0510383535746313e-29,1.0691058840368783e-50,1.504632769052528e-36,5.048709793414476e-29,2.7321894746634715e-17,0.0018310546875000002,0.0390625,5.722045898437501e-06
davies2009/mirex_qm_tempotracker,5.074903168776759e-20,1.6415483272931803e-10,3.944304526105059e-31,2.0510383535746313e-29,1.0,5.202430003083185e-13,0.01533316211360282,0.5712996214994485,1.6113849200564993e-05,4.207682867061068e-21,2.630866896130179e-25,7.966829650936102e-17
percival2014/stem,1.4237142509591417e-37,2.6968250303295987e-32,5.345529420184391e-51,1.0691058840368783e-50,5.202430003083185e-13,1.0,2.8573787088088105e-05,1.0657835390692569e-12,2.0789775229686434e-25,4.3790577010150533e-47,1.3684555315672042e-48,1.5871106406942883e-41
schreiber2014/default,2.251952448603378e-25,4.3008266075825026e-18,2.350988701644575e-38,1.504632769052528e-36,0.01533316211360282,2.8573787088088105e-05,1.0,0.0019920810156718502,6.20762978031481e-11,4.2404364171337024e-29,2.989282134141077e-32,1.4803002619863483e-26
schreiber2017/ismir2017,1.4235911765180518e-16,1.9569930350880077e-09,2.524354896707238e-29,5.048709793414476e-29,0.5712996214994485,1.0657835390692569e-12,0.0019920810156718502,1.0,1.0479197953827679e-08,1.111224175925437e-20,1.7282743364816425e-24,1.3111097465891352e-17
schreiber2017/mirex2017,1.646430011596858e-07,0.020526933713707077,8.673617379884035e-19,2.7321894746634715e-17,1.6113849200564993e-05,2.0789775229686434e-25,6.20762978031481e-11,1.0479197953827679e-08,1.0,3.496476719266894e-11,2.295386103412511e-14,1.5201952291432606e-07
schreiber2018/cnn,0.571588188409805,6.169640777642373e-05,0.000244140625,0.0018310546875000002,4.207682867061068e-21,4.3790577010150533e-47,4.2404364171337024e-29,1.111224175925437e-20,3.496476719266894e-11,1.0,0.3592834472656249,0.10775214433670036
schreiber2018/fcn,0.09313964843749999,2.499509719200433e-07,0.0078125,0.0390625,2.630866896130179e-25,1.3684555315672042e-48,2.989282134141077e-32,1.7282743364816425e-24,2.295386103412511e-14,0.3592834472656249,1.0,0.004343509674072266
schreiber2018/ismir2018,0.5113757815852297,0.010973562899720518,4.76837158203125e-07,5.722045898437501e-06,7.966829650936102e-17,1.5871106406942883e-41,1.4803002619863483e-26,1.3111097465891352e-17,1.5201952291432606e-07,0.10775214433670036,0.004343509674072266,1.0
