T (BPM),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.001001001001001001,0.001001001001001001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,0.001001001001001001,0.001001001001001001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,0.0,0.002002002002002002,0.001001001001001001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0
34.0,0.0,0.002002002002002002,0.001001001001001001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.0
35.0,0.0,0.002002002002002002,0.003003003003003003,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.002,0.0,0.0
36.0,0.0,0.004004004004004004,0.004004004004004004,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.008,0.0,0.004,0.0,0.0
37.0,0.001,0.005005005005005005,0.005005005005005005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.009,0.0,0.004,0.0,0.0
38.0,0.001,0.005005005005005005,0.005005005005005005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.01,0.0,0.006,0.0,0.0
39.0,0.001,0.005005005005005005,0.005005005005005005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.013,0.0,0.006,0.0,0.0
40.0,0.001,0.006006006006006006,0.005005005005005005,0.001001001001001001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.014,0.0,0.006,0.0,0.0
41.0,0.001,0.012012012012012012,0.01001001001001001,0.001001001001001001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.015,0.0,0.006,0.0,0.0
42.0,0.001,0.012012012012012012,0.012012012012012012,0.002002002002002002,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.016,0.0,0.006,0.0,0.0
43.0,0.001,0.011011011011011011,0.013013013013013013,0.004004004004004004,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.015,0.0,0.006,0.0,0.0
44.0,0.001,0.012012012012012012,0.014014014014014014,0.004004004004004004,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.02,0.0,0.006,0.0,0.0
45.0,0.002,0.012012012012012012,0.013013013013013013,0.005005005005005005,0.0,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.001,0.02,0.001,0.008,0.0,0.0
46.0,0.002,0.011011011011011011,0.012012012012012012,0.005005005005005005,0.0,0.001,0.004,0.0,0.0,0.002,0.0,0.0,0.0,0.017,0.001,0.008,0.0,0.0
47.0,0.001,0.009009009009009009,0.011011011011011011,0.006006006006006006,0.0,0.001,0.004,0.0,0.0,0.002,0.0,0.0,0.0,0.022,0.001,0.011,0.0,0.0
48.0,0.002,0.009009009009009009,0.012012012012012012,0.007007007007007007,0.0,0.001,0.007,0.0,0.0,0.003,0.0,0.001,0.0,0.022,0.003,0.012,0.001,0.0
49.0,0.003,0.01701701701701702,0.018018018018018018,0.01001001001001001,0.0,0.001,0.009,0.0,0.0,0.007,0.0,0.002,0.002,0.025,0.003,0.013,0.001,0.0
50.0,0.003,0.01901901901901902,0.021021021021021023,0.009009009009009009,0.0,0.001,0.01,0.0,0.0,0.008,0.0,0.002,0.002,0.024,0.003,0.013,0.001,0.0
51.0,0.007,0.01901901901901902,0.022022022022022022,0.01001001001001001,0.0,0.001,0.012,0.0,0.0,0.01,0.0,0.003,0.002,0.026,0.003,0.014,0.003,0.0
52.0,0.01,0.031031031031031032,0.04104104104104104,0.013013013013013013,0.0,0.004,0.017,0.0,0.0,0.012,0.0,0.006,0.002,0.029,0.006,0.017,0.003,0.0
53.0,0.012,0.04004004004004004,0.05005005005005005,0.016016016016016016,0.0,0.008,0.017,0.0,0.0,0.013,0.0,0.009,0.003,0.034,0.01,0.025,0.003,0.0
54.0,0.014,0.043043043043043044,0.05405405405405406,0.01701701701701702,0.0,0.014,0.019,0.0,0.0,0.015,0.0,0.014,0.004,0.031,0.011,0.026,0.003,0.0
55.0,0.014,0.04704704704704705,0.056056056056056056,0.01901901901901902,0.0,0.021,0.021,0.0,0.0,0.017,0.0,0.019,0.008,0.036,0.016,0.031,0.003,0.0
56.0,0.015,0.05405405405405406,0.06406406406406406,0.02702702702702703,0.0,0.028,0.025,0.0,0.0,0.016,0.0,0.022,0.013,0.041,0.021,0.034,0.003,0.0
57.0,0.017,0.057057057057057055,0.06806806806806807,0.02902902902902903,0.0,0.036,0.03,0.0,0.0,0.019,0.006,0.024,0.015,0.041,0.024,0.035,0.005,0.0
58.0,0.023,0.06906906906906907,0.07807807807807808,0.03403403403403404,0.0,0.046,0.035,0.001,0.0,0.02,0.024,0.027,0.022,0.05,0.031,0.037,0.007,0.0
59.0,0.027,0.07007007007007007,0.08108108108108109,0.036036036036036036,0.001,0.052,0.039,0.002,0.0,0.017,0.036,0.033,0.024,0.052,0.03,0.037,0.006,0.0
60.0,0.027,0.07207207207207207,0.08508508508508508,0.037037037037037035,0.001,0.06,0.044,0.002,0.0,0.021,0.055,0.039,0.026,0.058,0.032,0.038,0.007,0.001
61.0,0.026,0.07407407407407407,0.08408408408408409,0.03903903903903904,0.001,0.072,0.048,0.002,0.0,0.021,0.068,0.04,0.03,0.061,0.035,0.039,0.008,0.007
62.0,0.027,0.07007007007007007,0.07307307307307308,0.04004004004004004,0.001,0.081,0.049,0.002,0.0,0.024,0.079,0.043,0.038,0.066,0.038,0.041,0.017,0.011
63.0,0.028,0.07007007007007007,0.07407407407407407,0.04004004004004004,0.003,0.091,0.055,0.003,0.0,0.027,0.093,0.048,0.044,0.069,0.043,0.041,0.022,0.015
64.0,0.035,0.08008008008008008,0.08008008008008008,0.04804804804804805,0.003,0.099,0.062,0.003,0.0,0.031,0.102,0.046,0.051,0.078,0.043,0.038,0.023,0.019
65.0,0.037,0.08308308308308308,0.08508508508508508,0.04704704704704705,0.004,0.103,0.064,0.005,0.0,0.033,0.114,0.044,0.051,0.075,0.045,0.043,0.026,0.023
66.0,0.039,0.08508508508508508,0.08708708708708708,0.044044044044044044,0.005,0.103,0.072,0.006,0.0,0.037,0.13,0.046,0.052,0.077,0.048,0.044,0.029,0.025
67.0,0.039,0.09009009009009009,0.0920920920920921,0.04804804804804805,0.006,0.107,0.075,0.01,0.0,0.041,0.125,0.052,0.057,0.078,0.05,0.043,0.034,0.027
68.0,0.045,0.0970970970970971,0.1011011011011011,0.04904904904904905,0.007,0.111,0.083,0.011,0.0,0.053,0.112,0.058,0.061,0.082,0.056,0.054,0.042,0.038
69.0,0.048,0.1031031031031031,0.10710710710710711,0.05305305305305305,0.008,0.114,0.09,0.016,0.0,0.069,0.115,0.068,0.07,0.09,0.055,0.068,0.047,0.046
70.0,0.069,0.1091091091091091,0.11911911911911911,0.05805805805805806,0.009,0.117,0.096,0.023,0.0,0.084,0.117,0.085,0.088,0.104,0.063,0.073,0.055,0.063
71.0,0.077,0.12012012012012012,0.13313313313313313,0.06606606606606606,0.015,0.115,0.099,0.028,0.0,0.097,0.123,0.095,0.099,0.113,0.069,0.088,0.056,0.063
72.0,0.08,0.12212212212212212,0.13113113113113112,0.06606606606606606,0.015,0.111,0.102,0.03,0.0,0.1,0.122,0.102,0.103,0.117,0.085,0.093,0.074,0.067
73.0,0.086,0.12312312312312312,0.13413413413413414,0.06806806806806807,0.015,0.108,0.11,0.039,0.0,0.104,0.12,0.105,0.108,0.119,0.084,0.099,0.074,0.069
