Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
boeck2015/tempodetector2016_default,1.0,0.21922582763435086,0.3690433415988492,0.000581751412959422,4.037239970489855e-05,6.204181630439199e-07,0.006483524356089927,0.014508358554320167,0.00014822144476202748,4.57828202652753e-11,0.0001102142764945137,0.0013110710789270834,0.001539780994633821,0.2893341112186737,0.050684491932991065,0.41426479977766906,0.0003035636565712088
boeck2019/multi_task,0.21922582763435086,1.0,0.6426334508413936,0.019026571771388542,0.0019205161500386629,7.932524345394978e-05,0.08639322421163853,0.17255368565749044,0.0036624810341845176,1.5999572805586378e-08,0.009185074108882627,0.02290184319274952,0.02490600751171755,0.8934554005319049,0.3470558763690609,0.601847852603405,0.00835191110400175
boeck2019/multi_task_hjdb,0.3690433415988492,0.6426334508413936,1.0,0.0069161130445145914,0.0007424441830607978,1.218074502371367e-05,0.0447433295508583,0.08403749629218298,0.0014167879943591025,2.2633832722372224e-09,0.004262095069485937,0.013045481762948374,0.009024111762898423,0.8374254087877889,0.24760532681460556,0.8793416374007476,0.002644942283612058
davies2009/mirex_qm_tempotracker,0.000581751412959422,0.019026571771388542,0.0069161130445145914,1.0,0.48030804641630287,0.027895719498501236,0.20534488885133023,0.033430422943177975,0.8178740367372375,0.00032748168476365026,0.9460917379991967,0.6010574079267862,0.8851389835354813,0.007263338520116981,0.130545699602378,0.001310037602358005,0.887792919136903
echonest/version_3_2_1,4.037239970489855e-05,0.0019205161500386629,0.0007424441830607978,0.48030804641630287,1.0,0.1687333327629075,0.1300220213371211,0.04242691418600601,0.5915371612552502,0.006172558024898871,0.4673984480661676,0.13695252036416006,0.2861544266549791,0.0019237422899705074,0.03524598550039736,0.0007069839844700104,0.3681906217862808
gkiokas2012/default,6.204181630439199e-07,7.932524345394978e-05,1.218074502371367e-05,0.027895719498501236,0.1687333327629075,1.0,0.0006761013557373569,0.00024743786594821616,0.044258534705173457,0.23149881443669154,0.031370824805646555,0.011630393770655664,0.03650001971338072,7.642455261379463e-06,0.00042837372880353956,4.287535479944206e-06,0.014521900688244029
klapuri2006/percival2014,0.006483524356089927,0.08639322421163853,0.0447433295508583,0.20534488885133023,0.1300220213371211,0.0006761013557373569,1.0,0.36024125390440953,0.16168883613078328,4.368000792645722e-06,0.3170210437368019,0.7719650853133441,0.518930580863322,0.05218159749570969,0.44138706333443556,0.009946363580348335,0.30565631891909223
oliveira2010/ibt,0.014508358554320167,0.17255368565749044,0.08403749629218298,0.033430422943177975,0.04242691418600601,0.00024743786594821616,0.36024125390440953,1.0,0.048203570692422044,6.31604374301969e-08,0.14198251617845237,0.38500020688522996,0.24257543643626017,0.11108499696005741,0.7874615799840918,0.03101773417473016,0.059121405752946575
percival2014/stem,0.00014822144476202748,0.0036624810341845176,0.0014167879943591025,0.8178740367372375,0.5915371612552502,0.044258534705173457,0.16168883613078328,0.048203570692422044,1.0,0.0003780272832646813,0.8465529591897801,0.324619039577451,0.6754570414775123,0.003080093280932199,0.0657132315503429,0.00035608698330032726,0.6592891739686448
scheirer1998/percival2014,4.57828202652753e-11,1.5999572805586378e-08,2.2633832722372224e-09,0.00032748168476365026,0.006172558024898871,0.23149881443669154,4.368000792645722e-06,6.31604374301969e-08,0.0003780272832646813,1.0,0.0005032650704338853,1.8810098559724236e-05,0.000561341089283384,3.93675350570359e-09,1.1076770922041665e-05,5.808568383720872e-10,0.00014025031856607233
schreiber2014/default,0.0001102142764945137,0.009185074108882627,0.004262095069485937,0.9460917379991967,0.4673984480661676,0.031370824805646555,0.3170210437368019,0.14198251617845237,0.8465529591897801,0.0005032650704338853,1.0,0.4413239512491095,0.7998102000189291,0.0042968578482187395,0.11252501806500166,0.0016651631514115895,0.8242891045846668
schreiber2017/ismir2017,0.0013110710789270834,0.02290184319274952,0.013045481762948374,0.6010574079267862,0.13695252036416006,0.011630393770655664,0.7719650853133441,0.38500020688522996,0.324619039577451,1.8810098559724236e-05,0.4413239512491095,1.0,0.5647727870882875,0.031198599953089403,0.2869907851724311,0.00573194392068172,0.6128338254534031
schreiber2017/mirex2017,0.001539780994633821,0.02490600751171755,0.009024111762898423,0.8851389835354813,0.2861544266549791,0.03650001971338072,0.518930580863322,0.24257543643626017,0.6754570414775123,0.000561341089283384,0.7998102000189291,0.5647727870882875,1.0,0.017132723279887695,0.15148666754281936,0.0037057458848140266,0.958815940181008
schreiber2018/cnn,0.2893341112186737,0.8934554005319049,0.8374254087877889,0.007263338520116981,0.0019237422899705074,7.642455261379463e-06,0.05218159749570969,0.11108499696005741,0.003080093280932199,3.93675350570359e-09,0.0042968578482187395,0.031198599953089403,0.017132723279887695,1.0,0.19863976153301258,0.6612839826895338,0.0065844971859639135
schreiber2018/fcn,0.050684491932991065,0.3470558763690609,0.24760532681460556,0.130545699602378,0.03524598550039736,0.00042837372880353956,0.44138706333443556,0.7874615799840918,0.0657132315503429,1.1076770922041665e-05,0.11252501806500166,0.2869907851724311,0.15148666754281936,0.19863976153301258,1.0,0.0781255308404645,0.11744739177408496
schreiber2018/ismir2018,0.41426479977766906,0.601847852603405,0.8793416374007476,0.001310037602358005,0.0007069839844700104,4.287535479944206e-06,0.009946363580348335,0.03101773417473016,0.00035608698330032726,5.808568383720872e-10,0.0016651631514115895,0.00573194392068172,0.0037057458848140266,0.6612839826895338,0.0781255308404645,1.0,0.0003330431086825428
zplane/auftakt_v3,0.0003035636565712088,0.00835191110400175,0.002644942283612058,0.887792919136903,0.3681906217862808,0.014521900688244029,0.30565631891909223,0.059121405752946575,0.6592891739686448,0.00014025031856607233,0.8242891045846668,0.6128338254534031,0.958815940181008,0.0065844971859639135,0.11744739177408496,0.0003330431086825428,1.0
