Estimator,alonso2004/ismir2004_corr,alonso2004/ismir2004_spec,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,dixon2001/ismir2004_indu,dixon2001/ismir2004_trac,dixon2003/ismir2004_auco,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/ismir2004,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/ismir2004,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default,tzanetakis2002/ismir2004_hist,tzanetakis2002/ismir2004_mmul,tzanetakis2002/ismir2004_msum,uhle2004/ismir2004,zplane/auftakt_v3
0,0.9769407517765696,-0.0029353456902057326,0.016015280550486424,0.02647398041533627,0.015019517224940047,1.0148534898306731,0.033166863935199374,0.013856924024832545,0.016678741146630392,0.016678741146630392,0.014299118793102267,0.0,0.014298819811700059,0.02984320034507819,0.02444338719326696,0.011748913698906469,0.011092503962402408,0.011092503962402408,0.016678741146630392,0.016678741146630392,0.016678741146630392,0.0,0.016678741146630392,0.0,0.0,0.0,0.01003036513726451
1,-0.023835130837057045,-0.006205525910445337,-0.0009494538288643808,1.0430589512848008,0.000929858919832479,1.0016505616160236,1.0,0.003128771728655723,0.0,1.0,0.9999912773634826,1.0,0.005305425094445938,0.015805528613334775,0.010843898492543686,0.0025865582233511398,0.0025865582233511398,0.0025865582233511398,0.0,0.0,0.0,0.0,-0.019108822947704676,0.6468902498643581,0.0,0.0,-0.003801570159856154
2,0.43038603611019843,-0.022719645442806174,1.0120848547091559,1.0191032397517583,1.0223490121741965,-0.010732739772195757,0.0,0.013548435337570816,1.008461578748196,0.0,0.007127456272243243,0.0,0.00117743746253245,0.34596403034287176,0.3452160147133324,-0.0012067673530845025,0.00013221269891672347,0.00013221269891672347,-0.017073513358941406,0.0,-0.017073513358941406,-0.017073513358941406,0.0,0.3587933886392247,0.3454965660257667,-0.6020360140800977,0.0033905892007742547
3,0.9323564763962107,-0.1588973293483339,-0.008340776816339504,1.0191032397517583,0.8881581745523114,0.8178399163420974,-0.017073513358941406,-0.010989256893788147,-0.017073513358941406,0.0,-0.016523813886109195,0.016873818564396122,0.0071279460600389005,-0.5731587561389168,-0.2945700167760345,-0.016017640967286174,-0.01940491924673052,-0.01940491924673052,-0.017073513358941406,-0.017073513358941406,-0.017073513358941406,-0.017073513358941406,1.5331235692015381,1.197939377611909,1.3653961234634717,-0.017073513358941406,-0.036090739529313645
4,0.9643757467704185,-0.01273573523869691,0.9885043611621707,1.0005494934520396,0.9907186406133686,0.9917554153625879,0.9885043611621707,-0.008428845702641716,0.9885043611621707,0.9885043611621707,0.9830622706502841,1.0,0.9917784463411075,0.9918245071951856,-0.0064101677421316006,0.9910969193294097,0.9901882150939998,0.9901882150939998,0.9885043611621707,0.0,0.9885043611621707,0.9769163868869587,-0.023083613113041343,0.9769163868869587,0.9652345818393233,-0.023083613113041343,0.9885043611621707
5,0.9680308904224226,0.009700819606874057,-0.0014996831297288827,1.0241999240334847,-0.597958272827643,0.9991378726911181,0.9906013019977505,0.0018724143327703375,0.0,1.0,1.0025059009047337,1.0278342081967256,-0.0028676282410108303,1.0015729912961768,0.9996439663865541,-0.000667541392019394,-0.000667541392019394,-0.000667541392019394,0.0,0.0,0.0,0.0,1.6815806908897764,0.932885804141463,1.0,0.0,-0.0018748476204371075
6,0.03897260111475634,0.03269230040059704,0.6211233113341358,0.05345139461459651,0.024012002708665877,0.6133839562837351,0.7124234099034146,0.02913139717562455,0.6136452554252411,0.6249605686530754,0.6204922004778871,0.0,0.023704260591268463,0.038317702520846,0.027684450649715458,0.6136351451647256,-0.3863648775550405,0.028672587644152887,0.6136452554252411,0.6249605686530754,0.6136452554252411,0.6249605686530754,1.5674750739923151,0.6473283816815297,0.6583835701905256,0.6249605686530754,0.6090941631940542
7,1.0240013731104445,1.143088607099273,1.5929552914746867,1.623710818908315,2.4308959607897247,1.4872224722894922,1.5972408304995929,0.803587373705603,1.5474877953024933,1.6214883767462702,1.6070359124611144,1.584962500721156,1.0443546604929377,1.6195755382815715,1.6131568468511168,1.5557909900935007,1.6203094537896765,0.03534696510080727,0.6214883767462702,0.6214883767462702,1.6214883767462702,1.5725787762653238,0.49595749466241135,2.415037499278844,1.1239887172754532,1.584962500721156,1.6166713604484941
8,-0.4708549362784711,-1.088321070350491,-0.02217570931558112,0.000671563853981068,-0.976322937050134,0.03634008418225137,-0.004913519495356866,-1.0122769079088432,-1.0493076388538103,-0.038080383430556204,-0.03585410000879938,-0.1424170432452917,-0.6505639469156171,-0.46494939320576395,-0.47064360723976456,-0.04326976341531955,-1.0432697634153196,-0.04326976341531955,-0.026939825825355757,-0.4493947966666827,-0.026939825825355757,-1.0720277153538937,-1.321387184290611,-0.9832184483960378,-1.118570301290924,-1.004913519495357,-0.452372496466578
9,0.40438998791356223,0.4077322981612145,1.0115999966837925,0.02249801962803803,0.4096737897884243,1.009377033993606,1.0074945365469241,0.008555610996432341,1.0074945365469241,0.014950341465971604,0.008952147866294355,0.0,0.0022269436372397656,0.020770346421888543,-0.5661102653942994,0.0083961409901826,0.007807036790850607,0.007807036790850607,0.0,1.0149503414659715,0.0,0.0,0.45943161863729726,0.4374053123072984,0.448460500816294,-0.015106892390208286,0.007494536546924132
10,-0.4490342326674735,-0.009895895340670842,-0.027186479342287725,-0.009898128630284752,-0.00765541491820287,-0.011831220154463924,-0.012121966600093964,-0.011853583185518785,-0.012121966600093964,-0.012121966600093964,-0.009895683178337193,-0.012121966600093964,-0.014394042332802967,-0.011495816279558854,-0.012826710699493139,-0.013775302691752922,-0.013775302691752922,-0.013775302691752922,-0.012121966600093964,-0.012121966600093964,-0.012121966600093964,-0.02334922202334815,-1.0233492220233482,-0.4687603703457107,-0.02334922202334815,-0.6139582858856465,-0.013240768549059393
11,0.9700966431073964,1.0056880733272269,-0.011984664174843822,0.03045807702148059,-0.012950398808922781,0.0004720774958227,1.006542845866772,0.0030395707553534605,0.0,0.0,-0.0005669331448893695,0.0,-0.0005640728646827518,-0.004624026525447501,0.005236648366147135,-0.00044599285144858165,-0.00044599285144858165,-0.00044599285144858165,0.0,0.0,0.0,0.0,-0.5915351546446422,-0.013175388747733168,-0.013175388747733168,-0.013175388747733168,0.0013109451523467682
12,0.9628254017342449,-0.01388329538915072,-0.006448883383308787,0.43030455085215463,0.41077636449206023,0.9954291743156253,0.995031563171322,-0.004561580217303721,-0.004968436828678024,-0.004968436828678024,-0.004817035778279833,1.0042500932007006,-0.004837120564259574,-0.3258888467992315,0.0003910109683986096,-0.00589187216557484,-0.00589187216557484,-0.00589187216557484,-0.004968436828678024,-0.004968436828678024,-0.004968436828678024,-0.004968436828678024,-0.004968436828678024,0.013410092486176757,-0.004968436828678024,-0.02358411499602488,0.9968799875636907
13,0.9567819490145629,0.9996480997954525,1.0145139965733898,0.01063822732732532,0.4117275290189639,1.0012257699063156,1.0079927907535307,0.0005288912241925808,1.0,0.0,-0.0019615226144073144,0.0159415438690215,-0.001961795494258182,1.0116308056521763,1.014498126999353,0.00024371472564080788,0.00024371472564080788,0.00024371472564080788,0.0,0.0,1.0079927907535307,0.0,1.0159415438690216,0.41503749927884376,0.41503749927884376,-0.0161196653632769,0.0
