Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default
boeck2015/tempodetector2016_default,1.0,0.3906462813202636,0.05450099386819554,0.785940563710144,6.737015422467403e-15,9.589704123739351e-08,1.902351094820812e-05,1.705070777817325e-05,0.00018794022934347836,3.622666872179436e-05,1.4995794894527002e-06,1.5713921189014674e-09,8.139833837285483e-06
boeck2019/multi_task,0.3906462813202636,1.0,0.10073157338187895,0.18723787917720225,1.6529606075908225e-11,5.080551304161225e-07,7.156932730424358e-05,0.00019112998240160644,0.0016405313217657863,0.00040026066620681036,4.036243711464037e-05,1.6073227676344427e-08,0.00010981079599396972
boeck2019/multi_task_hjdb,0.05450099386819554,0.10073157338187895,1.0,0.009371143182854792,1.524533869942299e-08,3.2904097396087427e-05,0.003407770425871561,0.003332628882909003,0.02272413800340851,0.009225529612860443,0.001077143702671043,2.950874625978556e-06,0.003116535536250726
boeck2020/dar,0.785940563710144,0.18723787917720225,0.009371143182854792,1.0,1.2564848516140407e-14,1.1774253156245227e-09,4.6261291195811254e-07,2.587222203944788e-06,7.357840670206965e-05,1.6146538896521758e-05,1.0079158319272036e-06,8.569140159815675e-10,1.9213906899380415e-06
davies2009/mirex_qm_tempotracker,6.737015422467403e-15,1.6529606075908225e-11,1.524533869942299e-08,1.2564848516140407e-14,1.0,0.09743005925376051,0.0017427897974967254,0.003907143500710705,0.0003481021502022765,0.004019687792436933,0.01778091344907058,0.3657592704255821,0.003116306644624041
percival2014/stem,9.589704123739351e-08,5.080551304161225e-07,3.2904097396087427e-05,1.1774253156245227e-09,0.09743005925376051,1.0,0.10500277329980195,0.13516239871232724,0.02743024725668385,0.06219084875434877,0.3458524680833147,0.47024936000243056,0.10745196960637819
schreiber2014/default,1.902351094820812e-05,7.156932730424358e-05,0.003407770425871561,4.6261291195811254e-07,0.0017427897974967254,0.10500277329980195,1.0,0.8904046498860515,0.42016260776273795,0.9788492629876535,0.5220064431006854,0.033839803519012786,0.8879115947918423
schreiber2017/ismir2017,1.705070777817325e-05,0.00019112998240160644,0.003332628882909003,2.587222203944788e-06,0.003907143500710705,0.13516239871232724,0.8904046498860515,1.0,0.19915319859156855,0.9349238400995439,0.5872725630990488,0.02989849995277653,0.9780325367289565
schreiber2017/mirex2017,0.00018794022934347836,0.0016405313217657863,0.02272413800340851,7.357840670206965e-05,0.0003481021502022765,0.02743024725668385,0.42016260776273795,0.19915319859156855,1.0,0.5183817216732248,0.20874088103598054,0.004091567566307241,0.4249653729727223
schreiber2018/cnn,3.622666872179436e-05,0.00040026066620681036,0.009225529612860443,1.6146538896521758e-05,0.004019687792436933,0.06219084875434877,0.9788492629876535,0.9349238400995439,0.5183817216732248,1.0,0.45647201125049375,0.0026302754238123577,0.9045542922914112
schreiber2018/fcn,1.4995794894527002e-06,4.036243711464037e-05,0.001077143702671043,1.0079158319272036e-06,0.01778091344907058,0.3458524680833147,0.5220064431006854,0.5872725630990488,0.20874088103598054,0.45647201125049375,1.0,0.06545366944485409,0.5496449215899728
schreiber2018/ismir2018,1.5713921189014674e-09,1.6073227676344427e-08,2.950874625978556e-06,8.569140159815675e-10,0.3657592704255821,0.47024936000243056,0.033839803519012786,0.02989849995277653,0.004091567566307241,0.0026302754238123577,0.06545366944485409,1.0,0.024468093980771002
sun2021/default,8.139833837285483e-06,0.00010981079599396972,0.003116535536250726,1.9213906899380415e-06,0.003116306644624041,0.10745196960637819,0.8879115947918423,0.9780325367289565,0.4249653729727223,0.9045542922914112,0.5496449215899728,0.024468093980771002,1.0
