T (BPM),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
57.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58.0,1.0,0.8,1.0,0.8,0.8,0.8,1.0,1.0,1.0
59.0,1.0,0.8,1.0,0.8,0.8,0.8,1.0,1.0,1.0
60.0,1.0,0.8333333333333334,1.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0
61.0,1.0,0.8333333333333334,1.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0
62.0,1.0,0.8571428571428571,1.0,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0
63.0,1.0,0.875,1.0,0.625,0.875,0.875,0.875,1.0,1.0
64.0,1.0,0.875,1.0,0.625,0.875,0.875,0.875,1.0,1.0
65.0,1.0,0.875,1.0,0.625,0.875,0.875,0.875,1.0,1.0
66.0,1.0,0.9090909090909091,1.0,0.7272727272727273,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,1.0
67.0,1.0,0.9230769230769231,1.0,0.7692307692307693,0.9230769230769231,0.9230769230769231,0.9230769230769231,1.0,1.0
68.0,1.0,0.9230769230769231,1.0,0.7692307692307693,0.9230769230769231,0.9230769230769231,0.9230769230769231,1.0,1.0
69.0,1.0,0.9230769230769231,1.0,0.7692307692307693,0.9230769230769231,0.9230769230769231,0.9230769230769231,1.0,1.0
70.0,1.0,0.9285714285714286,1.0,0.7857142857142857,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0,1.0
71.0,1.0,0.9411764705882353,1.0,0.7647058823529411,0.9411764705882353,0.9411764705882353,0.8823529411764706,1.0,0.9411764705882353
72.0,1.0,0.9444444444444444,1.0,0.7777777777777778,0.9444444444444444,0.9444444444444444,0.8888888888888888,1.0,0.9444444444444444
73.0,1.0,0.9473684210526315,1.0,0.7894736842105263,0.9473684210526315,0.9473684210526315,0.8947368421052632,1.0,0.9473684210526315
74.0,1.0,0.9545454545454546,1.0,0.8181818181818182,0.9545454545454546,0.9545454545454546,0.9090909090909091,1.0,0.9545454545454546
75.0,1.0,0.96,1.0,0.84,0.96,0.96,0.92,1.0,0.96
76.0,1.0,0.9642857142857143,1.0,0.8571428571428571,0.9642857142857143,0.9642857142857143,0.9285714285714286,1.0,0.9642857142857143
77.0,1.0,0.9615384615384616,1.0,0.8461538461538461,0.9615384615384616,0.9615384615384616,0.9230769230769231,1.0,0.9615384615384616
78.0,1.0,1.0,1.0,0.88,1.0,1.0,0.92,1.0,0.96
79.0,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,0.9259259259259259,1.0,0.9629629629629629
80.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9333333333333333,0.9666666666666667,0.9333333333333333
81.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9333333333333333,0.9666666666666667,0.9333333333333333
82.0,1.0,1.0,1.0,0.9333333333333333,1.0,1.0,0.9666666666666667,0.9666666666666667,0.9333333333333333
83.0,1.0,1.0,1.0,0.9375,1.0,1.0,0.96875,0.96875,0.9375
84.0,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,0.9714285714285714,0.9714285714285714,0.9428571428571428
85.0,1.0,1.0,1.0,0.9444444444444444,1.0,1.0,0.9722222222222222,0.9722222222222222,0.9444444444444444
86.0,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,0.9714285714285714,0.9714285714285714,0.9428571428571428
87.0,1.0,1.0,1.0,0.9444444444444444,1.0,1.0,0.9722222222222222,0.9722222222222222,0.9444444444444444
88.0,1.0,1.0,1.0,0.9230769230769231,1.0,1.0,0.9743589743589743,0.9743589743589743,0.9487179487179487
89.0,1.0,1.0,1.0,0.9230769230769231,1.0,1.0,0.9743589743589743,0.9743589743589743,0.9487179487179487
90.0,1.0,1.0,1.0,0.9024390243902439,1.0,1.0,0.975609756097561,0.975609756097561,0.9512195121951219
91.0,1.0,0.975609756097561,1.0,0.9024390243902439,1.0,1.0,0.975609756097561,0.9512195121951219,0.975609756097561
92.0,1.0,0.9512195121951219,1.0,0.9024390243902439,1.0,1.0,0.975609756097561,0.9512195121951219,0.975609756097561
93.0,1.0,0.95,1.0,0.9,1.0,1.0,0.975,0.95,0.975
94.0,1.0,0.95,1.0,0.9,1.0,1.0,0.975,0.95,0.975
95.0,1.0,0.9487179487179487,1.0,0.8717948717948718,1.0,1.0,0.9743589743589743,0.9487179487179487,0.9743589743589743
96.0,1.0,0.9444444444444444,1.0,0.8611111111111112,1.0,1.0,0.9722222222222222,0.9444444444444444,0.9722222222222222
97.0,1.0,0.9444444444444444,1.0,0.8611111111111112,1.0,1.0,0.9722222222222222,0.9444444444444444,0.9722222222222222
98.0,1.0,0.9428571428571428,1.0,0.8571428571428571,1.0,1.0,0.9714285714285714,0.9428571428571428,0.9714285714285714
99.0,1.0,0.9411764705882353,1.0,0.8529411764705882,1.0,1.0,0.9705882352941176,0.9411764705882353,0.9705882352941176
100.0,1.0,0.9375,1.0,0.875,1.0,1.0,0.96875,0.96875,1.0
101.0,1.0,0.9375,1.0,0.875,1.0,1.0,0.96875,0.96875,1.0
102.0,1.0,0.9375,1.0,0.875,1.0,1.0,0.96875,0.96875,1.0
103.0,1.0,0.9411764705882353,1.0,0.8823529411764706,1.0,1.0,0.9705882352941176,0.9705882352941176,1.0
104.0,1.0,0.9411764705882353,1.0,0.8529411764705882,1.0,1.0,0.9705882352941176,0.9705882352941176,1.0
105.0,1.0,0.9411764705882353,1.0,0.8529411764705882,1.0,1.0,0.9705882352941176,0.9705882352941176,1.0
106.0,1.0,0.9411764705882353,1.0,0.8529411764705882,1.0,1.0,0.9705882352941176,0.9705882352941176,1.0
107.0,1.0,0.9354838709677419,1.0,0.8387096774193549,1.0,1.0,0.967741935483871,0.967741935483871,1.0
108.0,1.0,0.9375,1.0,0.84375,1.0,1.0,0.96875,0.96875,1.0
109.0,1.0,0.9411764705882353,1.0,0.8529411764705882,1.0,1.0,0.9705882352941176,0.9705882352941176,1.0
110.0,1.0,0.9354838709677419,1.0,0.8709677419354839,1.0,1.0,0.967741935483871,0.967741935483871,1.0
111.0,1.0,0.9705882352941176,1.0,0.9117647058823529,1.0,1.0,1.0,1.0,1.0
112.0,1.0,1.0,1.0,0.9142857142857143,1.0,1.0,1.0,1.0,1.0
113.0,1.0,1.0,1.0,0.9230769230769231,1.0,1.0,1.0,1.0,1.0
114.0,1.0,1.0,1.0,0.925,1.0,1.0,1.0,1.0,1.0
115.0,1.0,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0
116.0,1.0,1.0,1.0,0.9333333333333333,1.0,1.0,1.0,1.0,1.0
117.0,1.0,1.0,1.0,0.9183673469387755,1.0,1.0,1.0,1.0,1.0
118.0,1.0,1.0,1.0,0.9230769230769231,1.0,1.0,1.0,1.0,1.0
119.0,1.0,1.0,1.0,0.9230769230769231,1.0,1.0,1.0,1.0,1.0
120.0,1.0,1.0,1.0,0.9245283018867925,1.0,1.0,1.0,1.0,1.0
121.0,0.9827586206896551,0.9827586206896551,0.9827586206896551,0.9137931034482759,0.9827586206896551,0.9827586206896551,0.9827586206896551,0.9827586206896551,0.9827586206896551
122.0,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9180327868852459,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492
123.0,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.9122807017543859,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.9824561403508771
124.0,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.9298245614035088,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.9824561403508771
125.0,0.9827586206896551,0.9827586206896551,0.9827586206896551,0.9310344827586207,0.9827586206896551,0.9827586206896551,0.9827586206896551,0.9827586206896551,0.9827586206896551
126.0,0.9830508474576272,0.9830508474576272,0.9830508474576272,0.9322033898305084,0.9830508474576272,0.9830508474576272,0.9830508474576272,0.9830508474576272,0.9830508474576272
127.0,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.9354838709677419,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.9838709677419355
128.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.95,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333
129.0,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9508196721311475,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492
130.0,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9523809523809523,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9841269841269841
131.0,0.9830508474576272,0.9830508474576272,0.9830508474576272,0.9322033898305084,0.9830508474576272,0.9830508474576272,0.9661016949152542,0.9830508474576272,0.9830508474576272
132.0,0.9830508474576272,0.9830508474576272,0.9830508474576272,0.9322033898305084,0.9830508474576272,0.9830508474576272,0.9661016949152542,0.9830508474576272,0.9830508474576272
133.0,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.9298245614035088,0.9824561403508771,0.9824561403508771,0.9649122807017544,0.9824561403508771,0.9824561403508771
