τ,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
0.0,,,,,,,,,,,,,,,
0.005,,,,,,,,,,,,,,,
0.01,0.0060755858946373925,0.01908624482214608,0.0022544285806943023,0.0029025404189441583,0.004576810375495753,0.008899735127453677,0.0025342005930214734,0.06755323578482256,0.0017952756996123694,0.0017529735059528815,0.0017529735059528815,0.0029025404189441583,0.003188678150288383,0.0029025404189441583,0.0018366278502103773
0.015,0.011390316652975602,0.01989319343369968,0.0029277533731800055,0.0034560543598292407,0.008800430512572401,0.013861311228788743,0.0028200178959119256,0.0632943728220673,0.01173791427462388,0.0027261927869861066,0.0027261927869861066,0.0039464615326945006,0.008306633324000745,0.003968190571857867,0.006107598633934795
0.02,0.010251317483933318,0.024327585293075837,0.007837858078750523,0.011808195871248688,0.01109454130928813,0.021840258880221744,0.0032290630321030345,0.07386863711388895,0.013248274550696909,0.010668751491681944,0.010668751491681944,0.008587288708371632,0.011578624982502967,0.013993415123585462,0.011618775369355724
0.025,0.015562957189585605,0.028698320897443324,0.010969849555961591,0.01404103489207714,0.015601371079356295,0.025622231140797626,0.008668154808546515,0.07797098938417414,0.01849242958244639,0.015395184984199527,0.015395184984199527,0.011964846008071295,0.012190225499318743,0.01684181512826913,0.016765368803754427
0.03,0.014970873352176528,0.03085491903420151,0.013307902864566203,0.018501328059766373,0.02236317991372106,0.03145910790707417,0.008619183124072845,0.07845220164238349,0.018713828078375575,0.015576126522987826,0.015576126522987826,0.012697973680288145,0.013392555869712906,0.017228605829012363,0.019360539840921467
0.035,0.014653904081233855,0.030633036458488604,0.013500948967121361,0.02001245441154513,0.024782362491159428,0.033199661128748274,0.008991665822060083,0.07855510853671545,0.019537346845887735,0.01587604451615691,0.01587604451615691,0.014951607940774289,0.014126010710980783,0.01745205690989033,0.022013237638915953
0.04,0.014543000651557923,0.03253807056805761,0.014697396276961977,0.019937814180347412,0.02612596783015413,0.03726996896743645,0.010194158696191441,0.07981059542089908,0.023199400333343324,0.016299547384676462,0.016299547384676462,0.016739780827029278,0.014427519291597728,0.017699337114147642,0.022158550035168978
0.045,0.014474256196521535,0.034620288793351175,0.016569558155137002,0.02016903921189797,0.026918205005297034,0.03968646996942395,0.010650072166152219,0.07999448149627512,0.023092725128127923,0.018819608229470194,0.018819608229470194,0.01665606128941898,0.014355905835324775,0.01853288144494944,0.024341968374028047
0.05,0.014371433424975105,0.03540514476370195,0.01725001765750566,0.020048683885331934,0.02900979018865912,0.04140909352590556,0.011662023246188678,0.08084989165945529,0.023002479836508914,0.020981274551781996,0.020981274551781996,0.018839974200071923,0.015898290398159792,0.01988226785403752,0.026245940923069085
0.055,0.014425004049673848,0.0362090563201299,0.01743025267108818,0.019956896999575043,0.02896941180387634,0.04246499983831743,0.013030453556899609,0.08281775529020535,0.02325115441240893,0.021005470742254718,0.021005470742254718,0.021089551840117047,0.01685462326758326,0.021434669371086502,0.02840016431878404
0.06,0.014356049932538894,0.036751426620787314,0.017344622741112033,0.021498330609057287,0.028901759726860477,0.04420720941375658,0.015207489301136235,0.08464730324023662,0.023457791078510197,0.021204895940203937,0.021204895940203937,0.023269459853871768,0.01694923904425011,0.02289191686502702,0.029435744431843904
0.065,0.014356049932538894,0.036751426620787314,0.017344622741112033,0.021498330609057287,0.028901759726860477,0.04420720941375658,0.015207489301136235,0.08464730324023662,0.023457791078510197,0.021204895940203937,0.021204895940203937,0.023269459853871768,0.01694923904425011,0.02289191686502702,0.029435744431843904
0.07,0.014698186500425073,0.03719209595943425,0.01745315969615271,0.021898656373878004,0.030181059534765336,0.044463482950838226,0.015520563791995498,0.08508199011251948,0.02782930475876893,0.021917914721609796,0.021917914721609796,0.025152577086655484,0.01900019045686318,0.024049531718134794,0.03091176885851242
0.075,0.015233323596199574,0.03763954166223533,0.018644988053749832,0.022940550109798608,0.03194059024224624,0.04567219999791714,0.016202712655606882,0.08587487008133947,0.027848195536748714,0.023778468634246954,0.023778468634246954,0.02887318333905352,0.01979219529800558,0.024917689271157128,0.03470094710850707
0.08,0.015233323596199574,0.03763954166223533,0.018644988053749832,0.022940550109798608,0.03194059024224624,0.04567219999791714,0.016202712655606882,0.08587487008133947,0.027848195536748714,0.023778468634246954,0.023778468634246954,0.02887318333905352,0.01979219529800558,0.024917689271157128,0.03470094710850707
0.085,0.015233323596199574,0.03763954166223533,0.018644988053749832,0.022940550109798608,0.03194059024224624,0.04567219999791714,0.016202712655606882,0.08587487008133947,0.027848195536748714,0.023778468634246954,0.023778468634246954,0.02887318333905352,0.01979219529800558,0.024917689271157128,0.03470094710850707
0.09,0.015233323596199574,0.03763954166223533,0.018644988053749832,0.022940550109798608,0.03194059024224624,0.04567219999791714,0.016202712655606882,0.08587487008133947,0.027848195536748714,0.023778468634246954,0.023778468634246954,0.02887318333905352,0.01979219529800558,0.024917689271157128,0.03470094710850707
0.095,0.015233323596199574,0.03763954166223533,0.018644988053749832,0.022940550109798608,0.03194059024224624,0.04567219999791714,0.016202712655606882,0.08587487008133947,0.027848195536748714,0.023778468634246954,0.023778468634246954,0.02887318333905352,0.01979219529800558,0.024917689271157128,0.03470094710850707
0.1,0.015128305064242566,0.0391150007086209,0.019898749976991082,0.023401007625768244,0.03350772255151804,0.045819272519343326,0.01668377084240048,0.08712950578731973,0.027865566265033094,0.023804066662639612,0.023804067061764616,0.02939613434410763,0.021562830434854498,0.025330342651319733,0.036674776838599356
0.105,0.015751300487196165,0.03990669296748871,0.019964501444751523,0.02399259304907359,0.03351518057176151,0.04738160627489563,0.01885470571847362,0.087776889940231,0.028204105552559575,0.02493847059564337,0.02493847126318437,0.031633633541293775,0.021917581412145015,0.02699213723147409,0.03779540100383755
0.11,0.01704135016958566,0.041567771849199055,0.022287757524544996,0.02466519890232918,0.03476726067055021,0.051799702606370054,0.022207374060553783,0.08904877970897591,0.03160500500819672,0.03068283896848519,0.030682839626444264,0.0362425166671374,0.023001076883662094,0.03050900091750817,0.042018524722069635
0.115,0.01704135016958566,0.041567771849199055,0.022287757524544996,0.02466519890232918,0.03476726067055021,0.051799702606370054,0.022207374060553783,0.08904877970897591,0.03160500500819672,0.03068283896848519,0.030682839626444264,0.0362425166671374,0.023001076883662094,0.03050900091750817,0.042018524722069635
0.12,0.017212837135342666,0.04239519534023036,0.023598779578818143,0.02524422954083279,0.03554063997439774,0.053259766302413206,0.022403139080756713,0.09011305181127355,0.03176526567195178,0.030807926383209252,0.030807927038035185,0.03708976990915051,0.022983569054358395,0.03205983759105489,0.04391784240895218
0.125,0.017212837135342666,0.04239519534023036,0.023598779578818143,0.02524422954083279,0.03554063997439774,0.053259766302413206,0.022403139080756713,0.09011305181127355,0.03176526567195178,0.030807926383209252,0.030807927038035185,0.03708976990915051,0.022983569054358395,0.03205983759105489,0.04391784240895218
0.13,0.017860139960358463,0.04617119518972022,0.02714310747045186,0.027438873410482015,0.038014335374734656,0.05602050961227219,0.02303395729669825,0.0907368519199506,0.03259362249365597,0.03213374555969281,0.03213374620834115,0.037643542145200326,0.02418357044270677,0.033244197820427895,0.04642490909081425
0.135,0.017860139960358463,0.04617119518972022,0.02714310747045186,0.027438873410482015,0.038014335374734656,0.05602050961227219,0.02303395729669825,0.0907368519199506,0.03259362249365597,0.03213374555969281,0.03213374620834115,0.037643542145200326,0.02418357044270677,0.033244197820427895,0.04642490909081425
0.14,0.017817694006042845,0.04615852510616555,0.02747510446306702,0.02738317231600293,0.03785932243274691,0.056091917019026,0.023038962959594393,0.0905658283249369,0.03427451607205981,0.03206253704865001,0.032062537694253046,0.03754365862440746,0.024192412431727296,0.03316124168177067,0.04625034281087016
0.145,0.01790359116796386,0.046772737476919214,0.028351713379584392,0.02752980449257937,0.037960067434546364,0.05636124879613937,0.023479424755169873,0.09238405538979663,0.03425924838304143,0.032122652495372696,0.032122653137958895,0.03903778147502133,0.02434923083449056,0.0340122029065444,0.04655912121840703
