Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,0.016900539398193356,0.33230590820312506,0.0016580525261815653,0.0005335211753845216,6.401865149108227e-11,0.02895927429199217,0.01463329792022705,0.010673840530216692,0.04328525066375736,0.08715855330228804
boeck2019/multi_task,0.016900539398193356,1.0,0.0390625,0.2799562385289392,0.361594608053565,1.2208510176137115e-06,1.0,0.9999999999999994,0.7201001318171611,0.9999999999999997,0.8450189828872682
boeck2019/multi_task_hjdb,0.33230590820312506,0.0390625,1.0,0.027533155829587493,0.024119544774293886,3.0850356094389026e-08,0.24778856337070485,0.2153271497227251,0.0755186975002289,0.3074562549591064,0.4048728942871095
davies2009/mirex_qm_tempotracker,0.0016580525261815653,0.2799562385289392,0.027533155829587493,1.0,0.8877248273407826,0.001820404935611286,0.2153271497227251,0.36037765293576723,0.5758493477318467,0.26243753571104356,0.15385994416283216
percival2014/stem,0.0005335211753845216,0.361594608053565,0.024119544774293886,0.8877248273407826,1.0,2.4299079086631524e-06,0.3074562549591064,0.4582583196461203,0.7552286575046303,0.31050465907901503,0.2681872510547691
schreiber2014/default,6.401865149108227e-11,1.2208510176137115e-06,3.0850356094389026e-08,0.001820404935611286,2.4299079086631524e-06,1.0,1.2208510176137115e-06,1.1635558045952623e-06,0.00013083876154198454,4.817523399266046e-06,3.015952084642336e-06
schreiber2017/ismir2017,0.02895927429199217,1.0,0.24778856337070485,0.2153271497227251,0.3074562549591064,1.2208510176137115e-06,1.0,1.0,0.7552286575046303,0.9999999999999992,0.8600500659085804
schreiber2017/mirex2017,0.01463329792022705,0.9999999999999994,0.2153271497227251,0.36037765293576723,0.4582583196461203,1.1635558045952623e-06,1.0,1.0,0.8776143287523163,0.8714146793645341,0.7552286575046303
schreiber2018/cnn,0.010673840530216692,0.7201001318171611,0.0755186975002289,0.5758493477318467,0.7552286575046303,0.00013083876154198454,0.7552286575046303,0.8776143287523163,1.0,0.5571970939636235,0.3592834472656249
schreiber2018/fcn,0.04328525066375736,0.9999999999999997,0.3074562549591064,0.26243753571104356,0.31050465907901503,4.817523399266046e-06,0.9999999999999992,0.8714146793645341,0.5571970939636235,1.0,0.9999999999999997
schreiber2018/ismir2018,0.08715855330228804,0.8450189828872682,0.4048728942871095,0.15385994416283216,0.2681872510547691,3.015952084642336e-06,0.8600500659085804,0.7552286575046303,0.3592834472656249,0.9999999999999997,1.0
