Estimator,OE1_MEAN,OE1_STDEV,OE2_MEAN,OE2_STDEV
schreiber2014/default,-0.11883519634133309,0.4184483090625531,-0.0021725525592317203,0.11796016857632725
davies2009/mirex_qm_tempotracker,0.14841601568046953,0.4325134585047267,0.03490876451555905,0.14548058413003162
percival2014/stem,-0.15661162842976,0.4466779656191054,0.011247420809720533,0.14652969853385123
boeck2015/tempodetector2016_default,0.09748698406907297,0.4947316144928434,-0.0009341683178963507,0.11240154682128949
schreiber2017/ismir2017,-0.10513063832328044,0.5117710461128749,-0.008030795428199363,0.13561180490229546
schreiber2017/mirex2017,-0.13590665887696043,0.5182753783949187,-0.008150855449220678,0.13616243767754255
