Estimator,OE1_MEAN,OE1_STDEV,OE2_MEAN,OE2_STDEV
percival2014/stem,0.12919126607723588,0.41102584040080586,0.0003074948037989892,0.07388767710167858
schreiber2014/default,0.11409024459953634,0.41218690388507834,-0.012621429575359704,0.08595979797366422
schreiber2018/fcn,0.19509021058961984,0.4506292778653868,-0.005620274900196899,0.06992997805545001
schreiber2018/cnn,0.23562362405420442,0.4528082116806139,-0.0041259004746513825,0.0742928191784382
klapuri2006/percival2014,0.24995044094647478,0.4542520633926112,-0.00774183884124565,0.08320780128188801
echonest/version_3_2_1,0.1365711253388299,0.46047262506837044,-0.009475856126263723,0.10928273083013894
schreiber2018/ismir2018,0.25730293130036175,0.46758046588599556,-0.006395354493364736,0.08712141389920626
zplane/auftakt_v3,0.225551044957499,0.4684931447012739,-0.012045952051048013,0.11052907792766872
oliveira2010/ibt,0.32228022692459896,0.4826707796055714,-0.01182831913227528,0.10225107700007298
boeck2015/tempodetector2016_default,0.2642650889520964,0.48778664033889674,-0.0006991252765554005,0.06124440719397288
gkiokas2012/default,0.17583329018052163,0.48843839556644286,-0.002779910528119717,0.08187617476007975
schreiber2017/ismir2017,0.1405046036615773,0.4933288597205214,-0.006397185629877606,0.06832135026452774
schreiber2017/mirex2017,0.10947357285666759,0.4933900034178521,-0.006397185403756308,0.06832135048509741
davies2009/mirex_qm_tempotracker,0.38673866120776795,0.5041745600699575,0.016914699729703293,0.07414835009707309
scheirer1998/percival2014,0.12632644313018004,0.5227561086780091,0.024056964593724146,0.1600595310948511
