Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
boeck2015/tempodetector2016_default,1.0,2.9632292967201502e-251,3.382165993198251e-31,0.16556060844171633,0.09078364649771159,9.935184867710151e-05
davies2009/mirex_qm_tempotracker,2.9632292967201502e-251,1.0,5.7956366199396815e-108,6.779455080455734e-238,2.1747731296660916e-230,8.604100226116336e-243
percival2014/stem,3.382165993198251e-31,5.7956366199396815e-108,1.0,5.802706741965971e-34,6.162553309181915e-34,1.2482629294357805e-40
schreiber2014/default,0.16556060844171633,6.779455080455734e-238,5.802706741965971e-34,1.0,0.7342877410505505,0.0031511505653039197
schreiber2017/ismir2017,0.09078364649771159,2.1747731296660916e-230,6.162553309181915e-34,0.7342877410505505,1.0,3.5250664873398046e-06
schreiber2017/mirex2017,9.935184867710151e-05,8.604100226116336e-243,1.2482629294357805e-40,0.0031511505653039197,3.5250664873398046e-06,1.0
