Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
boeck2015/tempodetector2016_default,1.0,0.06391465663909912,0.18493334203958517,0.0007172696733945825,1.616381456615718e-07,3.0850356094389026e-08,3.845911694355662e-05,0.0001564172085295467,3.3888279489246968e-06,9.578735725233641e-19,6.240408438884511e-07,4.1257590055465685e-05,0.00010604466626773493,0.007915897334896728,0.027533155829587493,0.035082033369690194,3.3888279489246968e-06
boeck2019/multi_task,0.06391465663909912,1.0,0.7905273437500004,0.04355852192384191,0.00013451408092849532,5.7783720049202994e-05,0.006608822842281368,0.016589003374974712,0.001088538206474253,1.849365864906988e-15,0.0007172696733945825,0.01667384780012073,0.01952047278246027,0.2681872510547691,0.5423840118564844,0.7283324808813629,0.001088538206474253
boeck2019/multi_task_hjdb,0.18493334203958517,0.7905273437500004,1.0,0.013852965261321508,4.223704562267979e-05,5.378318110149661e-06,0.0019139610012643966,0.00642657609569142,0.00046975731800813486,5.396645380673325e-16,0.0004095414537825806,0.009475304279476411,0.007915897334896728,0.13249816396273675,0.36037765293576723,0.4731296598911284,0.00024708778460080783
davies2009/mirex_qm_tempotracker,0.0007172696733945825,0.04355852192384191,0.013852965261321508,1.0,0.05189389592892138,0.009559878856634898,0.38331031799316395,0.8036193847656252,0.18774155899882303,2.383493326752612e-11,0.22880554123435634,0.9999999999999998,0.8746293123804209,0.4050322461407633,0.24296021728332562,0.06142834573984148,0.12207812070846553
echonest/version_3_2_1,1.616381456615718e-07,0.00013451408092849532,4.223704562267979e-05,0.05189389592892138,1.0,0.8746293123804209,0.14386508844054902,0.07590472948910146,0.3488888794490776,2.568720337924737e-05,0.4613911821367656,0.03569780355519469,0.059463375253770344,0.003838265880326098,0.00046975731800813486,0.0003552811186314787,0.3916029105474903
gkiokas2012/default,3.0850356094389026e-08,5.7783720049202994e-05,5.378318110149661e-06,0.009559878856634898,0.8746293123804209,1.0,0.047031027439515996,0.022628841205914782,0.18774155899882303,4.453448771493581e-05,0.3019956131896606,0.02129411414138717,0.025896081793234778,0.0005355850721002752,0.00014197068519905542,5.703811637403077e-05,0.22205282015602276
klapuri2006/percival2014,3.845911694355662e-05,0.006608822842281368,0.0019139610012643966,0.38331031799316395,0.14386508844054902,0.047031027439515996,1.0,0.6476058959960938,0.5412561893463136,4.042104433067334e-09,0.5514843298025199,0.6358280026288411,0.7492586247608415,0.08953107893466948,0.04355852192384191,0.0037191659212112422,0.5571970939636235
oliveira2010/ibt,0.0001564172085295467,0.016589003374974712,0.00642657609569142,0.8036193847656252,0.07590472948910146,0.022628841205914782,0.6476058959960938,1.0,0.31050465907901503,7.63814134554022e-11,0.34968195298368543,0.9999999999999992,1.0,0.2153271497227251,0.1262894743854302,0.024119544774293886,0.24778856337070485
percival2014/stem,3.3888279489246968e-06,0.001088538206474253,0.00046975731800813486,0.18774155899882303,0.3488888794490776,0.18774155899882303,0.5412561893463136,0.31050465907901503,1.0,1.802802378388091e-08,0.9999999999999993,0.22948101302608842,0.31050465907901503,0.03153949735315111,0.007915897334896728,0.0022214337732293643,1.0
scheirer1998/percival2014,9.578735725233641e-19,1.849365864906988e-15,5.396645380673325e-16,2.383493326752612e-11,2.568720337924737e-05,4.453448771493581e-05,4.042104433067334e-09,7.63814134554022e-11,1.802802378388091e-08,1.0,9.67489113760189e-07,1.639568710833094e-11,2.97258485187912e-11,1.807741051328236e-12,1.7993441704367068e-12,3.524569426235157e-14,1.802802378388091e-08
