Item,davies2009/mirex_qm_tempotracker,schreiber2018/fcn,schreiber2018/ismir2018,schreiber2018/cnn,percival2014/stem,schreiber2017/mirex2017,schreiber2017/ismir2017,boeck2015/tempodetector2016_default,schreiber2014/default
SMC_001.jams,1.017873993102593,0.025123316868607113,0.9953759734745549,0.9650023244310361,0.9976029171117948,0.009841096341195463,0.009841096341195463,0.004624026525445091,0.9877782467287393
SMC_002.jams,0.6046171665721488,1.5471042911789499,0.5242643148208386,0.7640913294933072,0.5771359834923955,0.5278520073592894,0.5278520073592894,1.56623796054815,0.5278520073592894
SMC_003.jams,1.0780738704890802,1.0724854372118033,1.0724854372118033,1.1605416138769995,1.0780738704890802,0.98693231595817,0.98693231595817,1.0710723166501799,0.015352635872156187
SMC_004.jams,1.1103196478287296,0.025234969200080417,0.23334316453028092,0.23334316453028092,0.1339885828309765,0.18563021493336668,0.18563021493336668,1.3604343278151239,0.1785926146734075
SMC_005.jams,2.3801402508151166,1.1315565607429536,1.0105411597815877,1.0284630677788498,0.9687119672147773,0.038015145463935494,1.0380151454639355,0.9914804258671,1.0380151454639355
SMC_006.jams,1.4219272479282912,0.5054506034905744,0.48582179674164183,0.48582179674164183,0.0020221231003480773,0.00887156780833566,0.9911284878844843,0.17574401937996356,1.0161625434220618
SMC_007.jams,1.154293694840542,0.7212851544703711,0.6002697535090051,0.7212851544703711,0.7871743486348844,0.0047337137275928545,0.9952663137013293,0.0089816145384343,0.07724768364966142
SMC_008.jams,0.0541550297163649,0.579921884020627,0.03674947642786734,0.005040616700529179,0.974798451643891,1.5777836000233998,1.5777836000233998,0.5654078874472372,0.5803101815360068
SMC_009.jams,0.7303401491152697,1.6117036924256583,0.5946301790667166,1.5860170487620087,0.010216313377313435,0.5943319912778001,0.5943319912778001,1.5831633938411698,0.5943319912778001
SMC_010.jams,0.05320722556202245,0.006980157715338718,0.006980157715338718,0.006980157715338718,0.006573444441531056,0.029044191645484437,0.029044191645484437,0.024115389328054737,0.018089680468937424
SMC_011.jams,1.099888725150846,0.06485986390902618,0.0499095224430546,0.06485986390902618,0.058860968358983676,0.040523781921409714,0.040523781921409714,0.038442737217507766,0.06124816304395376
SMC_012.jams,0.0858050642222344,0.0007211672436492487,0.0007211672436492487,0.0007211672436492487,0.016641937029206553,1.0140835229240635,0.014083522924063462,0.04239919849352,0.0016838034963978666
SMC_013.jams,0.8479108151672137,0.025994509044609024,0.025994509044609024,0.025994509044609024,8.960881227627261e-05,0.01578215612100155,0.01578215612100155,0.029836575339003274,0.036967371128788465
SMC_014.jams,0.21139365892291273,0.10127310585407004,0.15184583111464114,0.024311124039185922,0.16516972045739586,0.1442892376543439,1.1442892376543439,0.13029396714871608,0.04882538551644083
SMC_015.jams,2.2854400391718936,1.2492632860611936,1.2492632860611936,1.2492632860611936,1.2265432095611102,2.1688917606284965,2.1688917606284965,2.2377965008356466,1.2969262230839775
SMC_016.jams,0.5912358842586919,0.02030779722029317,0.06335013182661658,0.02030779722029317,0.25174539807334245,0.016514011770190875,1.016514011770191,0.0119525938863402,0.0213256556576815
SMC_017.jams,1.0303888172991378,0.6316475680212826,0.6316475680212826,0.6316475680212826,0.040733929999209946,0.6196181631320904,0.6196181631320904,0.035110078052891694,0.6165420640887915
SMC_018.jams,0.8980918484868918,0.4650863788860779,0.1306673398155187,0.1306673398155187,0.10959670741550565,2.0240900256544703,2.0240900256544703,1.1134724766615702,0.13292887258050218
SMC_019.jams,1.989303502775952,1.0510588166739414,1.0004327436039733,1.0004327436039733,1.0127596281611375,0.014843897809861109,0.9851561021901389,0.9690062885972488,0.9672513088545813
SMC_021.jams,0.38045832484101355,0.1044191308092419,0.05909514029975163,0.05909514029975163,0.005602410542469251,0.9169381178837369,0.9169381178837369,0.10099424547880759,0.5575642834882639
SMC_022.jams,1.2192628638235243,0.27619886503224494,0.27619886503224494,0.9606970393043156,0.1424474761434175,0.9998029829335398,0.9998029829335398,1.18665743269269,0.1650726201864986
SMC_023.jams,2.0731940067223844,0.9963808523318917,0.9331870258446976,0.9114919547453786,2.062927695187417,2.0624024160281755,2.0624024160281755,1.042822020767205,0.8116581792980009
SMC_024.jams,0.16313313751665326,0.92194763285744,0.9725737059274081,0.92194763285744,0.8874906464315044,0.8255497429077943,0.8255497429077943,0.09838800643525093,0.8261615289180995
SMC_026.jams,1.6401260792886723,0.005184375859724853,0.03266511228183166,0.05963215988210113,0.5526626797162536,0.04585705103089672,0.9541429777123743,0.03538461363542405,1.0420723229020898
SMC_027.jams,1.1305388555664027,0.6045216876868638,0.9234720827743307,0.8625898406273081,0.5718059283348003,0.02998830164854794,0.02998830164854794,0.03185138147347673,0.9990943253442263
SMC_028.jams,0.14077621312244917,0.04618835700398021,0.8065856898128418,0.1496929327578402,0.131792803742479,0.1978394972400013,0.1978394972400013,0.005682630066320807,0.8013142071638139
SMC_030.jams,0.9808959227674686,0.01449956969511153,0.01449956969511153,0.5670405927238904,1.579936979563404,0.9955916623489746,0.9955916623489746,1.5848903677724169,0.9921930977318792
SMC_032.jams,0.7278839856751671,0.5713215900517736,0.44065105161430235,0.08589476288153189,0.7591412007778348,0.4718792915036298,0.4718792915036298,1.1270079084022975,0.44869183698554227
SMC_033.jams,0.7974267581594207,0.06195817877650849,0.0461015670809444,0.016634188267018304,0.603452315213528,0.6336668720960195,0.6336668720960195,0.03554105208499031,0.630820369103697
SMC_034.jams,1.027158368573584,0.009012801319562965,0.01370727518052075,0.05555538725659305,0.004058903419465418,0.023377221547130914,0.023377221547130914,0.020508440157392324,0.029774939188643365
SMC_035.jams,1.1135831587519327,0.006265263072451227,1.0546169790745714,0.578697237648705,0.39431977568990967,0.015136951786053357,0.015136951786053357,6.011354574307868e-05,1.014167217563638
SMC_036.jams,1.0700346217594279,1.0223678130284513,1.04526821513853,1.0789513413948189,1.0344129453183204,0.05818912060585974,0.05818912060585974,0.037522794451876416,1.0285897051506727
SMC_037.jams,1.1009203036000292,0.9175067529981792,0.5660343824968015,0.9304458087056774,0.9666225618163772,0.828615041905017,0.828615041905017,1.1192536293291337,0.07596108126994675
SMC_038.jams,1.099145259511674,0.04916605680388285,1.0491660568038828,0.026445980303799296,0.040252477731024056,0.0020152618725142505,0.0020152618725142505,1.0453287994849434,0.052102782367278486
SMC_041.jams,0.23677043258444477,0.7135667073542853,0.7744489495013077,0.005332831731395227,0.9621434183943789,0.007951079517080111,1.0079509781030507,1.0140439284434788,0.6235092694720517
