Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,6.982461891746512e-07,1.777856497359376e-30,3.724211237124882e-22,4.323047435098018e-19,1.1323321929705067e-29,6.744285009054756e-07,2.003038717508896e-05,2.0030417697052713e-05,2.9932921497570443e-29,1.0004660376155519e-30,7.674461455755971e-10
boeck2019/multi_task,6.982461891746512e-07,1.0,0.00034844321552223123,0.00025260407928217953,1.743185280880066e-11,0.00029581771861999254,0.01006434953833151,0.020216023811474314,0.020216012593154822,0.0004413855484819471,0.00043998917637221615,0.0011211061569149118
boeck2019/multi_task_hjdb,1.777856497359376e-30,0.00034844321552223123,1.0,0.22111095236897405,3.6850488114534024e-17,0.2050573261791062,0.07529320776471772,0.09591249049702905,0.09591255836412371,0.22283883654276138,0.35258870184090185,0.3653715481745772
boeck2020/dar,3.724211237124882e-22,0.00025260407928217953,0.22111095236897405,1.0,2.929378702577308e-17,0.41411595827768233,0.03668064219337387,0.05649905015967075,0.056499093260528294,0.11134982452546388,0.13425912437471413,0.19384392457067398
davies2009/mirex_qm_tempotracker,4.323047435098018e-19,1.743185280880066e-11,3.6850488114534024e-17,2.929378702577308e-17,1.0,3.033542403205003e-17,5.341317813068883e-16,1.7330634519487605e-15,1.7330628238300539e-15,4.505085356203109e-17,3.652258066585524e-17,2.3571367693279113e-17
percival2014/stem,1.1323321929705067e-29,0.00029581771861999254,0.2050573261791062,0.41411595827768233,3.033542403205003e-17,1.0,0.060321036959423126,0.07923861991776092,0.07923867797222622,0.03790340736528266,0.05914069516730867,0.265779763092514
schreiber2014/default,6.744285009054756e-07,0.01006434953833151,0.07529320776471772,0.03668064219337387,5.341317813068883e-16,0.060321036959423126,1.0,0.6557986047424957,0.6557989952161165,0.10700771700244899,0.10141428618283337,0.2764935425222236
schreiber2017/ismir2017,2.003038717508896e-05,0.020216023811474314,0.09591249049702905,0.05649905015967075,1.7330634519487605e-15,0.07923861991776092,0.6557986047424957,1.0,0.37341899346955143,0.12268391091386667,0.11639776067116762,0.24661239670261464
schreiber2017/mirex2017,2.0030417697052713e-05,0.020216012593154822,0.09591255836412371,0.056499093260528294,1.7330628238300539e-15,0.07923867797222622,0.6557989952161165,0.37341899346955143,1.0,0.12268399421263883,0.11639784220380756,0.2466125298702043
schreiber2018/cnn,2.9932921497570443e-29,0.0004413855484819471,0.22283883654276138,0.11134982452546388,4.505085356203109e-17,0.03790340736528266,0.10700771700244899,0.12268391091386667,0.12268399421263883,1.0,0.9102440086679723,0.5143331602429826
schreiber2018/fcn,1.0004660376155519e-30,0.00043998917637221615,0.35258870184090185,0.13425912437471413,3.652258066585524e-17,0.05914069516730867,0.10141428618283337,0.11639776067116762,0.11639784220380756,0.9102440086679723,1.0,0.4837109293587133
schreiber2018/ismir2018,7.674461455755971e-10,0.0011211061569149118,0.3653715481745772,0.19384392457067398,2.3571367693279113e-17,0.265779763092514,0.2764935425222236,0.24661239670261464,0.2466125298702043,0.5143331602429826,0.4837109293587133,1.0
