Estimator,Without drums,Vocal group (4 female),Vocal group (3 female),Vocal group (2 male),Vocal group (2 female),Vocal group (1 male + 1 female),Trumpet,Piano,Male,Live drums,Hi-hat only,Guitar,Female,English vocals,Drums,Drum sequences,Drum loops,Cello,Bass,8/4,7/4,6/4,5/4,4/4
boeck2015/tempodetector2016_default,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9789473684210527
davies2009/mirex_qm_tempotracker,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,0.96,1.0,1.0,0.9767441860465116,0.9545454545454546,0.95,1.0,0.9833333333333333,0.875,0.0,0.9705882352941176,1.0,1.0,1.0,1.0,0.9578947368421052
percival2014/stem,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9894736842105263
schreiber2014/default,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.92,0.9047619047619048,1.0,0.9651162790697675,0.9772727272727273,1.0,0.9047619047619048,0.9666666666666667,1.0,0.5,0.9117647058823529,0.0,1.0,1.0,1.0,0.9578947368421052
schreiber2017/ismir2017,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9894736842105263
schreiber2017/mirex2017,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9894736842105263
schreiber2018/cnn,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9894736842105263
schreiber2018/fcn,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9894736842105263
schreiber2018/ismir2018,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9894736842105263
