Estimator,OE1_MEAN,OE1_STDEV,OE2_MEAN,OE2_STDEV
schreiber2017/mirex2017,0.05902311951486056,0.3068973654122189,-0.002146805486581754,0.048723479070244956
schreiber2017/ismir2017,0.14396585368069195,0.4067573726426627,-0.004789033821471498,0.07965853776105147
percival2014/stem,0.13993598267969015,0.4118798791717194,-0.0008189048224733351,0.07282133921240413
schreiber2014/default,0.12584971021435695,0.4129881516064852,-0.010735252286364207,0.08948477088315672
boeck2019/multi_task,0.07640611832163147,0.4305703691553423,-0.0012565068042155302,0.07125222412798725
boeck2019/multi_task_hjdb,0.052186409229696314,0.43079044336351935,-0.002283097776588813,0.07118245705419007
schreiber2018/fcn,0.20676456370410629,0.45065091321722567,-0.004745211300220649,0.06984786800558047
schreiber2018/cnn,0.24734437939199758,0.4514023298083686,-0.00433532061377171,0.07407006681593846
echonest/version_3_2_1,0.14679217581511866,0.45241614522107,-0.00911862248534527,0.11148358172367626
klapuri2006/percival2014,0.26098943608773423,0.45974000186424463,-0.007615076421640777,0.08403137371569304
schreiber2018/ismir2018,0.269067970593287,0.46566463297937544,-0.004951579415366836,0.0899603021396371
zplane/auftakt_v3,0.23719672829314356,0.47377084470042624,-0.011917559220558396,0.11094106880635214
oliveira2010/ibt,0.33382739002275036,0.4842914419788723,-0.012116972489509261,0.10214264398478054
gkiokas2012/default,0.18695087083946604,0.48775261523302904,-0.0032386041706301597,0.08630606490258433
boeck2015/tempodetector2016_default,0.27588062449379785,0.4897770865917847,0.0005964119786536073,0.06839449561460166
davies2009/mirex_qm_tempotracker,0.39794042819622943,0.5083245337810002,0.017316365678200506,0.07689458689822692
scheirer1998/percival2014,0.13833727802215878,0.5279660832381333,0.020676935825942044,0.16052958491014405
