Estimator,Accuracy1,Accuracy2
schreiber2018/cnn,0.581140350877193,0.9627192982456141
schreiber2018/ismir2018,0.5789473684210527,0.9495614035087719
boeck2015/tempodetector2016_default,0.5679824561403509,0.9912280701754386
schreiber2018/fcn,0.4934210526315789,0.9276315789473685
davies2009/mirex_qm_tempotracker,0.43201754385964913,0.9276315789473685
schreiber2017/mirex2017,0.3026315789473684,0.9013157894736842
schreiber2017/ismir2017,0.30043859649122806,0.8837719298245614
percival2014/stem,0.2675438596491228,0.8991228070175439
schreiber2014/default,0.22149122807017543,0.8947368421052632
