Estimator,zouk,world,weltmusik,viking/folk metal,viejas espanol,unclassifiable,ultimix,trance,techno,streetpunk,soundtracks/musicals/theatre,soundtrack,schlager,rock español,rock - punk,rock,retro rock,reggae nacional,reggae,ragtime,r'n'b us,r&b,progressive/electro,port - pop rock,pop/rock/other,pop/rock latino,pop/rap,pop/motown,pop/español,pop/charts,pop-jazz,pop,party-musik,others,other,orchestra,opm,noise pop,new age,new,nashville sound,musique francaise,mpb,mca,marcing band,mandopop,lounge,lo-fi,latin,jazz,italy,italian pop,intro house,instrumentals,instrumental guitar,instrumental,idol pop vocals,"idm, breakcore, dubstep, grime",house,hit singles,hip-hop de,hip-hop,hi-nrg disco,hardnrg,grupero,greek,goth/industrial/dark,gospel & religious,general unclassifiable,french alternative,folk rock,folk,flamenco pop,flamenco,fitness & workout,fetenhits,es - balada,electronica/dance,electronic,easy listening,drum & bass,"downtempo, future jazz, house, deep house",dm,dj,diverse,deutsch pop,darkpsy,dance/hinrg,dance/90s,dance and trance,dance,country/bluegrass women,country,comedy,classical,christmas vocal,christmas,children's music,bhangra,bachata,axe,am pop,alphabet city (trance),acustico,a cappella,"90's pop, pop"
boeck2015/tempodetector2016_default,1.0,0.9,1.0,0.0,1.0,1.0,1.0,0.9705882352941176,0.8461538461538461,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,0.9256505576208178,1.0,1.0,0.7931034482758621,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.941970310391363,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8653846153846154,0.9591836734693877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9714285714285714,1.0,1.0,0.9824561403508771,1.0,1.0,1.0,1.0,0.0,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.9772727272727273,0.8958333333333334,0.88,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9637681159420289,1.0,0.9242424242424242,0.875,0.8461538461538461,1.0,0.7142857142857143,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
davies2009/mirex_qm_tempotracker,1.0,0.7666666666666667,1.0,1.0,0.0,1.0,1.0,0.9705882352941176,1.0,1.0,1.0,0.8285714285714286,1.0,1.0,1.0,0.8698884758364313,1.0,1.0,0.9655172413793104,1.0,1.0,0.8642857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9122807017543859,1.0,1.0,0.875,1.0,1.0,0.0,0.6,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.8653846153846154,0.7142857142857143,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,0.9571428571428572,0.6,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,0.0,0.8636363636363636,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.9772727272727273,0.96875,0.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9710144927536232,1.0,0.9015151515151515,0.75,0.5384615384615384,1.0,0.8571428571428571,0.9090909090909091,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
percival2014/stem,1.0,0.8666666666666667,1.0,0.0,1.0,1.0,1.0,0.8529411764705882,0.9230769230769231,0.0,1.0,0.8285714285714286,1.0,1.0,1.0,0.8636926889714994,1.0,1.0,0.896551724137931,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9136302294197031,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0.9,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8942307692307693,0.7755102040816326,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.9285714285714286,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8636363636363636,1.0,1.0,1.0,0.7777777777777778,1.0,1.0,1.0,0.0,1.0,0.9545454545454546,0.9375,0.92,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9130434782608695,1.0,0.8333333333333334,0.875,0.6923076923076923,1.0,0.8571428571428571,0.9090909090909091,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
schreiber2017/ismir2017,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8285714285714286,1.0,1.0,1.0,0.9405204460966543,1.0,1.0,0.9310344827586207,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9460188933873145,1.0,1.0,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9038461538461539,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9649122807017544,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96875,0.92,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9710144927536232,1.0,0.9166666666666666,1.0,0.6923076923076923,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
schreiber2017/mirex2017,1.0,0.8333333333333334,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,0.9479553903345725,1.0,1.0,0.9310344827586207,1.0,1.0,0.9714285714285714,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9554655870445344,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,0.9387755102040817,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9298245614035088,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,0.9895833333333334,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9782608695652174,1.0,0.9318181818181818,1.0,0.6153846153846154,1.0,0.8571428571428571,0.8181818181818182,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
schreiber2018/cnn,1.0,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7714285714285715,1.0,1.0,1.0,0.9516728624535316,1.0,1.0,0.9655172413793104,1.0,1.0,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9689608636977058,1.0,1.0,0.875,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9038461538461539,0.9591836734693877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9824561403508771,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9855072463768116,1.0,0.9318181818181818,1.0,0.7692307692307693,1.0,1.0,0.8181818181818182,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
schreiber2018/fcn,1.0,0.8666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,0.9157372986369269,1.0,1.0,0.9310344827586207,1.0,1.0,0.95,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9446693657219973,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8653846153846154,0.9387755102040817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9824561403508771,1.0,1.0,1.0,1.0,0.0,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9895833333333334,0.96,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9855072463768116,1.0,0.8863636363636364,1.0,0.7692307692307693,1.0,1.0,0.7272727272727273,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
schreiber2018/ismir2018,1.0,0.8666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8857142857142857,1.0,1.0,1.0,0.9603469640644362,1.0,1.0,0.9310344827586207,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9689608636977058,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8942307692307693,0.8979591836734694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9857142857142858,1.0,1.0,0.9824561403508771,1.0,1.0,1.0,1.0,0.0,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9855072463768116,1.0,0.9621212121212122,1.0,0.7692307692307693,1.0,0.8571428571428571,0.9090909090909091,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
