Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn
boeck2015/tempodetector2016_default,1.0,1.8788097234626957e-11,0.3628286477787035,0.0029251836385934646,0.3793319351273118,0.6184317444468712,1.4540035176493774e-58,6.396237233375586e-18
davies2009/mirex_qm_tempotracker,1.8788097234626957e-11,1.0,2.0402433552786058e-08,1.8367976068393746e-18,3.460762484452555e-14,5.942190832827335e-13,3.313710193769006e-100,2.992295724793963e-44
percival2014/stem,0.3628286477787035,2.0402433552786058e-08,1.0,1.145901077522874e-05,0.061052641093289776,0.13750074029600634,1.6218949761979165e-55,2.0340915165840614e-19
schreiber2014/default,0.0029251836385934646,1.8367976068393746e-18,1.145901077522874e-05,1.0,0.0169677813642897,0.0050989388461725686,3.2202163102660535e-32,1.2974852097456722e-07
schreiber2017/ismir2017,0.3793319351273118,3.460762484452555e-14,0.061052641093289776,0.0169677813642897,1.0,0.13569712855072358,5.944812710722005e-48,1.0428491430164166e-13
schreiber2017/mirex2017,0.6184317444468712,5.942190832827335e-13,0.13750074029600634,0.0050989388461725686,0.13569712855072358,1.0,2.1957849727265864e-50,4.146429153178986e-15
schreiber2018/cnn,1.4540035176493774e-58,3.313710193769006e-100,1.6218949761979165e-55,3.2202163102660535e-32,5.944812710722005e-48,2.1957849727265864e-50,1.0,4.435492718330267e-15
schreiber2018/fcn,6.396237233375586e-18,2.992295724793963e-44,2.0340915165840614e-19,1.2974852097456722e-07,1.0428491430164166e-13,4.146429153178986e-15,4.435492718330267e-15,1.0
