Estimator,Spoken,Soul-RnB,Rock,Pop,Old-Time / Historic,Jazz,International,Instrumental,Hip-Hop,Folk,Experimental,Electronic,Easy Listening,Country,Classical,Blues
boeck2015/tempodetector2016_default,0.36901753364225565,0.9761058994955928,0.8988641955658744,0.877633336047712,0.7152523966862218,0.6519839021778656,0.7740540040346483,0.6502297608164155,0.9278981856119282,0.8524611855586937,0.5444649226817745,0.8873830468405165,0.9230606098481942,0.9428210504394904,0.7098581823687745,0.9298599483319432
davies2009/mirex_qm_tempotracker,0.30122359864161175,0.9406002629200577,0.8658528750129436,0.8329731511034733,0.6190440174603068,0.5842544827003925,0.6311960965394974,0.6174409023584814,0.8505240339881515,0.819818164456571,0.5035680425483838,0.7973007694064788,0.8880877994621793,0.8294305984726112,0.6178309873917391,0.7639089376741165
percival2014/stem,0.269345025579303,0.8502369304335005,0.6983614411162211,0.7246249615933286,0.5523052088030632,0.4754326187570162,0.6564811472263601,0.5157594796005612,0.796325696182263,0.6745770302451481,0.4263828381283837,0.7115217652813509,0.7687325145622405,0.6770998382577254,0.5661280932753484,0.6686089032375241
schreiber2014/default,0.40828320545033886,0.979454681305245,0.9255364542345964,0.870989362237304,0.7119536658849421,0.6672997700176589,0.7674666725926929,0.6771775870970891,0.9499569045598195,0.8706987169795961,0.5772963979159756,0.9052716174103709,0.9078132804050776,0.9621674252760314,0.6924443051479652,0.9258836002617672
schreiber2017/ismir2017,0.3553564958590067,0.9669497057843905,0.900673550324664,0.8722113366752001,0.6439079885946258,0.6169532763087773,0.7053876419862112,0.6508208525641941,0.9127322608163875,0.8406202118402405,0.5488250882717504,0.8875994236903693,0.8880877994621793,0.8726095721293031,0.6722377734223037,0.848208419475201
schreiber2017/mirex2017,0.3477350282403877,0.9441340690744775,0.8864015700383332,0.8555613732208267,0.6316843084233137,0.6096895604932797,0.7053876419862112,0.6414553404153247,0.896477603781875,0.8281154970087391,0.5415486954846043,0.8792158207303004,0.8590769898589878,0.8333032867986332,0.6595204801154616,0.8254644172014417
