Estimator,Without drums,Vocal group (4 female),Vocal group (3 female),Vocal group (2 male),Vocal group (2 female),Vocal group (1 male + 1 female),Trumpet,Piano,Male,Live drums,Hi-hat only,Guitar,Female,English vocals,Drums,Drum sequences,Drum loops,Cello,Bass,8/4,7/4,6/4,5/4,4/4
boeck2015/tempodetector2016_default,0.5454545454545454,0.0,0.0,0.0,1.0,0.0,1.0,0.5555555555555556,0.66,0.7619047619047619,1.0,0.6511627906976745,0.6818181818181818,0.7,0.7619047619047619,0.6166666666666667,0.75,0.5,0.7352941176470589,1.0,1.0,1.0,0.5,0.6421052631578947
davies2009/mirex_qm_tempotracker,0.7272727272727273,1.0,1.0,1.0,0.5,1.0,1.0,0.8888888888888888,0.72,0.7142857142857143,0.0,0.7674418604651163,0.8636363636363636,0.8,0.7142857142857143,0.85,0.625,1.0,0.7647058823529411,0.0,0.0,1.0,0.5,0.8105263157894737
percival2014/stem,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,0.86,0.8095238095238095,1.0,0.8255813953488372,0.8181818181818182,0.85,0.8095238095238095,0.8666666666666667,0.875,1.0,0.7941176470588235,1.0,1.0,1.0,1.0,0.8421052631578947
schreiber2014/default,0.7272727272727273,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.74,0.6666666666666666,1.0,0.8255813953488372,0.8863636363636364,0.85,0.6666666666666666,0.8833333333333333,0.875,0.5,0.7941176470588235,0.0,1.0,1.0,1.0,0.8210526315789474
schreiber2017/ismir2017,0.6363636363636364,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.84,0.8571428571428571,1.0,0.8837209302325582,0.8863636363636364,0.9,0.8571428571428571,0.9166666666666666,0.875,0.5,0.8823529411764706,0.0,1.0,1.0,1.0,0.8736842105263158
schreiber2017/mirex2017,0.7272727272727273,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.88,0.8571428571428571,1.0,0.8953488372093024,0.8863636363636364,0.95,0.8571428571428571,0.9166666666666666,1.0,0.5,0.9117647058823529,0.0,1.0,1.0,1.0,0.8947368421052632
schreiber2018/cnn,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,0.9,0.9523809523809523,1.0,0.8837209302325582,0.8863636363636364,0.9,0.9523809523809523,0.9,0.875,1.0,0.9411764705882353,1.0,1.0,1.0,0.5,0.9052631578947369
schreiber2018/fcn,0.6363636363636364,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.84,1.0,1.0,0.8604651162790697,0.8636363636363636,0.9,1.0,0.8666666666666667,0.75,0.5,0.9117647058823529,1.0,1.0,1.0,1.0,0.8526315789473684
schreiber2018/ismir2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88,0.8095238095238095,1.0,0.872093023255814,0.8863636363636364,0.9,0.8095238095238095,0.9,0.875,1.0,0.8235294117647058,1.0,1.0,1.0,1.0,0.8842105263157894
